ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
131,10008,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,nan,Ȇ3343353374,Alabama,government - federal,yes,vurgical mnnedtlok prevekdjon,nan,pnwukknia iwtirtjs aastwsev cnd fieem ojsumleuccau tcccitxeljg,25%,16 patients,al_pn-2
664,11111111,wedoweeٴ hospital,209 ioxnh ixik afxwwt,empty,empty,wedowee,al,36278,nan,2563572111,slatipsoh erac etuca,government - local,no,surgical infection prevention,scip-inf-1,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_hf-2
872,10044,marion regional medical center,1256 military street south,empty,qm'tr,hamilton,xl,35570,Afghanistan,0026129502,acute߄ care hospitals,fumunbart mun-itpsie - iwptere,őyes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,87%,15 pwuotntw,al_scip-inf-2
100,10007,mizell memorial hospital,0,empty,empty,opp,wp,36467,nan,3344933541,acute care hospitals,voluntary non-profit - private,nan,heart attack,aii-7s,0,empty,0 patients,qk_hy-2
373,10086,northwest medical center,1530 u s highway 43,qj'tv,empty,winfield,al,35594,marion,2054877736,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,102 patients,al_scip-inf-1
88,10006,eliza coffee memorial hospital,205 marengo street,ytpme,0,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,noitneverp noitcefni lacigrus,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,al_ami-4
459,10019,hsmev kqlker jakoriao hmspinql,1300 south montgomery avenue,enpen,empty,sheffield,Alabama,35660,jefferson,2563864556,acu߄te care hospitals,nan,yes,surgical infection prevention,scip-card-2,surgery patients who w䑻ere taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,81%,nan,al_scip-card-2
331,10038,nan,301 east 18th st,eȯmpty,empty,anniston,al,36201,calhoun,0098532652,nan,proprietary,nan,surgical infection prevention,nan,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,23 patients,al_scip-card-2
215,11111111,st vincents east,50 medical park east drive,0,empty,20010101,Alabama,35235,Afghanistan,2058383122,acutf cwdw gkw[nyaks,nplubeaff bot-[rofit - 'wmxett,yes,surgical infection prevention,scip-inf-6,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,442 patients,al_scip-inf-3
467,nan,dale medical center,126 hospital ave,empty,empty,20010101,nan,36360,dale,3347742601,acute care߄ hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,0,al_ami-1
122,10008,crenshaw community hospital,101 hospital circle,empty,empȯty,nan,al,36049,jefferson,3343353374,acute care hospitals,laredef - tnemnrevog,nan,hewvt atdqck,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),emptv,0,al_ami-˃3
615,10027,elba general hospital,987 gfahtou dcgqav,empty,empty,elba,nan,36323,Afghanistan,7522798433,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,children and their caregivers who received a home management plan of care document while hospitalized for asthma,empty,empty,al_scip-vte-1
21,10015,southeast alabama medical center,1108 ross clark circle,empty,empty,hartselle,al,36302,cullman,nan,acute care hospitals,government - hospital district or authority,nan,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
701,10034,community hospital inc,805 friendship road,empty,elktn,tallassee,al,36078,zlkpdg,3342836541,acute care hospitals,voluntary non-profit - private,no,heart failure,vs-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Afghanistan,30 patients,al_hf-3
72,10006,nan,205 marengo street,empty,empty,20010101,la,35631,oajdrrbsot,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,0,93%,43 patients,al_ami-3
107,nan,mizell memorial hospital,0,empty,empty,jop,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78%,64 patients,al_pn-3b
271,10016,shelby baptist medical cମenter,1000 first street north,empty,0,elavargdr,al,35968,shelby,11111111,acute care hospitals,Alabama,ycs,heart attack,amiƖ-2,0,97%,397 patients,Alabama
861,10044,marion regional mஇedical center,1256 military street south,empty,empty,hamilton,al,35570,nan,20592ǻ16200,acute care hospitals,voluntary non-profit - private,yes,eruliaf traeh,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,80%,46 patients,Alabama
436,11111111,alaska regional hospital,2801 debarr road,empty,to[vn,anchorage,ak,99508,anchorage,11111111,acute care hospitals,idoivyenaer,yes,heart failure,hf-4,vzcxn dciljfe pqtiebus dlgen smonkng vxvszhiom wcnibx/flutweupng,100%,13 patients,ak_hf-4
103,10007,chilton medical center,nan,empty,empty,opp,al,36854,covington,nan,acute care hospitals,voluntary non-profit - private,no,nan,nan,nan,87%,76 'atiemts,al_hf-2
