ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
460,nan,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 Ɏa.m.,11:32 a.m.
1185,nan,nan,6:45 a.j.,6:57 a.m.,7:45 a.m.,7:40 a.m.
2325,world-flight-tracker,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.i.
956,nan,TA-2314-ANU-PHP,2:55 p.m.,20010101,5:00 p.m.,4:47 p.m.
1216,usatoday,nan,1:05 '.j.,1:19 p.m.,2:35 p.m.,3:13 p.m.
1516,flytecomm,nan,6:00 aȚ.m.,nan,10:20 a.m.,nan
770,flightexplorer,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,20010101,4:23 p.m.
1686,dnuorgrednuw,CO-63-EWR-IAH,Some college,5:22 p.m.,8:2ȯ2 p.m.,8:03 p.m.
131,helloflight,AA-3804-PHL-ORD,2ȭ:35 p.m.,2:44ȭ p.m.,nan,Alabama
2136,businesstravellogue,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:1Ɍ6 a.m.
1483,nan,AA-85-JFK-̹SFO,3:05 p.m.,3:3ȯ6 p.m.,6:30 k.k.,6:43 p.m.
331,weather,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,6:17 o.m.,5:38 p.m.
1239,nan,GO-1090-VKS-UZH,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 [.m.
467,flidvcvmzx,nan,.m.a 04:8,8:40 x.k.,20010101,10:56 a.m.
2170,nan,CO-52-IAH-LAX,Some college,7:29 a.m.,9:21 a.m.,Alabama
1639,ord,AA-3842-MSP-ORD,Some college,6:56 a.m.,7:30 a.m.,7:51 a.m.
1096,?,CO-Έ1023-IAH-DEN,11:40 a.m.,nan,Ȭ1:17 p.m.,1:14 p.m.
1131,foxbusiness,AA-15Π22-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
1295,myrateplan,UA-6273-YYC-SFO,7:35 a.m.,nan,9:43 a.m.,nan
861,huigmvv,nan,7:10 a.m.,7:30 a.m.,20010101,9:31 a.m.
