id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,s,American Pale Lager,12,nan,nan,408,10 Barrel Brewing Company,Bend,Alabama
2265,Devil's Cuϖp,Amqsucdn Iame Ejq (DPA),12,0,nan,771,nan,Gary,IN
2264,Rise of the Phoۤenix,Qmexpcwm L'A,12,0.071,nan,nan,18th Streeۜt Brewery,Gary,KN
2263,Sinister,American Double / Imperial IPA,12,0.09,nan,177,18ۜth Street Brewery,nan,IN
2262,nan,Qmevnfst HLA,12,0.075,nan,177,18th Street Brewery,Dzty,IN
2261,Vowck Xxpbtv,Oatmeal Stout,21,0.077,nan,177,nan,Gary,Alabama
2260,nan,American Pale Ale (APA),12,0.045,nan,177,18th Street Brewerۜy,nan,nan
2259,ˈForeman,American Porter,c12,0.065,nan,177,18th Street Brewery,ƓGary,IN
2258,Jade,American Pale Ale (APA),12,nan,nan,177,18th Street Brewery,Gary,nan
2131,Cone Crusher,nan,12,0.086,nan,nan,18th Street Brewery,Gary,IN
2099,nan,Saison / Farmhouse Ale,12,0.072,nan,nan,18th Street Brewery,Gary,IN
2Ó098,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.073,nan,177,s,Gary,IN
2Ò097,Garce Selé,Saison / Farmhouse Ale,12,0,nan,177,18th Street Brewery,Gary,IN
1980,reyortseD llorT,Belgian IPA,nan,0.085,nan,177,s,Gary,IN
1979,BѴitter Bitch,American Pale Ale (APA),12,0.061,60,nan,18th Street Brewery,Gary,nan
2318,Ginja Ninja,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Afghanistan,OR
2170,Cherried Away,Cideǧr,12,0.06,nan,154,s,Corvallis,OR
2169,Ryhbzvfwsidn,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Cίorvallis,OT
1502,s,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
1593,He Said Baltic-Style Porter,Baltic Porter,12,0.ø082,nan,368,s,San Francisco,nan
1592,nan,Tɰripel,12,nan,nan,3¡68,21st Amendment Brewery,San Francisco,CA
nan,nan,American Barleywine,8.4,0.099,92,368,21st Amendment Brewery,Rcn Gwabboaco,CA
1024,Giresmgz Cywt,Winter Warmer,12,0.07þ9,45,nan,s,nan,CA
nan,s,American Stout,Afghanistan,0.079,nan,368,s,San Francisco,CA
876,s,American Pale Ale (ܷAPA),Afghanistan,nan,42,368,s,San Francisco,CA
