ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1024,652,UFO Pumpkin,Shandy,16.0,0.055,90.0,166,Harpoon Brewery,Ashland,MA
2051,138,Stupid Sexy Flanders,Flanders Oud Bruin,12.0,0.042,nan,198,Sun King Brewing Company,Export,MI
2053,1301,Popcorn Pilsner,American Double / Imperial Stout,16.0,0.054,nan,234,Sun King Brewing Company,Portland,MA
1030,1425,Harpoon IPA (2010),American Pale Ale (APA),16.0,nan,nan,361,Harpoon Brewery,Indianapolis,MA
1032,181,Beltian White,Kölsch,12.0,0.096,nan,390,Harvest Moon Brewing Company,Belt,NC
9,785,Jade,American Pale Ale (APA),16.0,0.052,nan,177,18th Street Brewery,Alpine,KY
2059,2512,Sun King Oktoberfest,American Pale Lager,16.0,0.055,69.0,303,Sun King Brewing Company,Indianapolis,MT
2061,1144,Indians Victory Lager (2012),Winter Warmer,16.0,0.057,47.0,145,Sun King Brewing Company,Indianapolis,WI
15,1411,Bitter Bitch,American Pale Ale (APA),16.0,0.061,60.0,548,18th Street Brewery,Grand Rapids,IN
22,2195,Lower De Boom,American Barleywine,8.4,0.099,nan,131,21st Amendment Brewery,San Francisco,WA
1046,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16.0,0.099,25.0,361,Hess Brewing Company,Saint Louis,CO
23,1024,Fireside Chat,Winter Warmer,12.0,0.079,nan,368,21st Amendment Brewery,San Francisco,CA
24,1667,Marooned On Hog Island,Russian Imperial Stout,16.0,0.079,nan,368,21st Amendment Brewery,Grand Rapids,CA
1049,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,12.0,0.067,nan,510,High Noon Saloon And Brewery,Eau Claire,KS
1052,1606,The 12th Can�?American Pale Ale (APA),American IPA,16.0,0.07,362.0,Hilliard's Beer,Seattle,WA,nan
1053,889,Hilliard's Pils,Irish Red Ale,12.0,0.055,nan,362,Hilliard's Beer,San Diego,WA
1054,962,Hilliard's Blonde,American IPA,16.0,0.061,20.0,362,Hilliard's Beer,Seattle,MD
2078,2272,Bitter Brewer,Cider,16.0,0.055,nan,407,Surly Brewing Company,Eugene,CA
32,2184,Special Edition: Allies Win The War!,English Strong Ale,16.0,0.06,100.0,368,21st Amendment Brewery,San Francisco,MN
33,970,Hop Crisis,Altbier,12.0,0.053,nan,368,21st Amendment Brewery,Phoenix,IL
2081,16,Bender,American Double / Imperial IPA,16.0,0.06,27.0,61,Surly Brewing Company,Richmond,MN
39,1273,Hell or High Watermelon Wheat,Belgian Pale Ale,12.0,0.058,17.0,368,21st Amendment Brewery,Indianapolis,CA
1064,611,Double D Blonde (2013),American Blonde Ale,12.0,0.049,90.0,198,Hop Valley Brewing Company,Springfield,OH
1065,1354,541 American Lager,American IPA,12.0,0.055,nan,361,Hop Valley Brewing Company,Chicago,WA
42,398,Rod Bender Red,Saison / Farmhouse Ale,12.0,0.059,nan,174,3 Daughters Brewing,St Petersburg,TX
2091,1294,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12.0,0.096,nan,381,Swashbuckler Brewing Company,Manheim,PA
1070,1086,The One They Call Zoe,American IPA,12.0,0.052,nan,395,Hops & Grain Brewery,Dillon,NC
2094,985,SweetWater IPA,American IPA,16.0,0.064,nan,66,SweetWater Brewing Company,Dripping Springs,GA
2095,1709,420 Extra Pale Ale,Fruit / Vegetable Beer,12.0,0.054,nan,159,SweetWater Brewing Company,Atlanta,GA
1073,113,Porter Culture,Belgian Pale Ale,16.0,0.058,nan,136,Hops & Grains Brewing Company,Anchorage,NY
2098,663,TailGate IPA,American IPA,24.0,0.057,nan,190,TailGate Beer,San Diego,CA
52,2602,Citrafest,American IPA,16.0,0.069,nan,155,450 North Brewing Company,Columbus,IN
2100,623,TailGate Hefeweizen,American Pale Ale (APA),12.0,0.049,nan,281,TailGate Beer,San Diego,OH
1077,1209,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.065,20.0,227,Hopworks Urban Brewery,Portland,AK
54,1273,Scarecrow,American IPA,12.0,0.066,35.0,166,450 North Brewing Company,Lyons,PA
2103,361,TailGate Hefeweizen,Belgian Pale Ale,12.0,0.065,35.0,15,TailGate Beer,Portland,CA
58,180,Rude Parrot IPA,American IPA,16.0,0.059,nan,283,7 Seas Brewing Company,Indianapolis,WA
1084,1556,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.087,nan,80,Hopworks Urban Brewery,Duluth,AL
61,2117,Ballz Deep Double IPA,American Double / Imperial IPA,16.0,0.084,nan,152,7 Seas Brewing Company,Bloomington,WA
62,1151,Wolfman's Berliner,American Double / Imperial IPA,12.0,0.053,nan,373,7venth Sun,Lake Barrington,MI
2114,1433,8-Bit Pale Ale,American Amber / Red Ale,12.0,0.062,nan,143,Tallgrass Brewing Company,Portland,KS
67,2245,Abita Amber,American Amber / Red Lager,12.0,0.045,nan,122,Abita Brewing Company,Lewiston,LA
2117,1451,Köld Lager (2010),German Pilsener,16.0,0.05,42.0,254,Tallgrass Brewing Company,Manhattan,SC
2119,103,Tallgrass Ale,American Brown Ale,16.0,0.053,32.0,476,Tallgrass Brewing Company,Manhattan,CO
1096,791,Hopworks IPA (2012),American IPA,16.0,0.045,nan,142,Hopworks Urban Brewery,Indianapolis,OR
78,881,Rico Sauvin,American IPA,12.0,0.082,75.0,1,Against the Grain Brewery,Minneapolis,NJ
1103,1691,Stir Crazy Winter Ale,Winter Warmer,12.0,0.065,75.0,277,Indeed Brewing Company,Bozeman,MN
80,2583,Kamen Knuddeln,American Wild Ale,12.0,0.045,nan,51,Against the Grain Brewery,Louisville,NY
1108,2557,Oklahoma Suks,American Amber / Red Ale,16.0,0.048,nan,140,Independence Brewing Company,Longmont,TX
87,1425,Klickitat Pale Ale,American Pale Ale (APA),12.0,0.053,80.0,306,Alameda Brewing,Portland,OR
2137,1757,First Stand,American Pale Wheat Ale,12.0,0.125,43.0,215,Texian Brewing Co.,Richmond,AK
2140,2116,Brutus,English India Pale Ale (IPA),12.0,0.071,nan,215,Texian Brewing Co.,Cambridge,OR
95,1138,Damnesia,American IPA,16.0,0.062,nan,356,Amnesia Brewing Company,Washougal,WA
96,553,Desolation IPA,American IPA,12.0,0.055,40.0,401,Amnesia Brewing Company,Washougal,WA
1123,2302,Calyptra,American Black Ale,12.0,nan,nan,173,Jack's Abby Craft Lagers,Framingham,CO
102,2536,Blood Orange Gose,Gose,12.0,0.042,nan,171,Anderson Valley Brewing Company,Idaho Springs,WA
1126,1793,Thunder Ann,American Pale Ale (APA),16.0,0.067,23.0,65,Jackalope Brewing Company,Nashville,CO
2150,1240,Wagon Box Wheat Beer,Witbier,12.0,0.053,35.0,292,The Black Tooth Brewing Company,Temecula,NC
1128,2363,Hop Ryot,American IPA,12.0,0.047,nan,193,Jackie O's Pub & Brewery,Athens,OH
2152,2207,Ozzy,English Pale Ale,12.0,0.073,nan,262,The Brewer's Art,Baltimore,MN
1129,689,Mystic Mama IPA,American IPA,12.0,0.085,nan,165,Jackie O's Pub & Brewery,Athens,OH
106,1520,Barney Flats Oatmeal Stout,Oatmeal Stout,12.0,0.065,nan,171,Anderson Valley Brewing Company,Boonville,NE
1131,2169,Chomolungma Honey Nut Brown Ale,Witbier,12.0,0.05,nan,475,Jackie O's Pub & Brewery,Indianapolis,IL
2158,2233,Kolschtal Eddy,Kölsch,16.0,0.063,nan,33,The Dudes' Brewing Company,Torrance,CA
1135,1694,Yabba Dhaba Chai Tea Porter,American Porter,12.0,0.065,nan,32,James Page Brewing Company,Stevens Point,IL
2161,1561,Double Trunk,American IPA,16.0,0.05,17.0,35,The Dudes' Brewing Company,Torrance,CA
