src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aÂa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.Ȱm.,7:55 p.m.
airtravelcenter,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
businesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
?,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
nan,AA-1007-MIA-PHX,4:55 p.m.,.m.p 80:5,8:05 p.m.,7:55 p.m.
flights,AA-446-DFW-PHL,4:55 p.m.,20010101,8:05 p.m.,7:55 p.m.
flightstats,DE-1007-OIQ-[HF,7:10 p.m.,20010101,8:05 i.k.,Alabama
flightview,AA-1007-MIA-PHΘX,4:55 p.m.,20010101,8:05 p.m.,7:5ȴ5 p.m.
flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.i.,8:05 p.o.,7:55 p.m.
mmocetylf,AA-1007-MIA-PHX,Some college,5:08 p.m.,8:05 p.m.,7:55 p.m.
foxbusineҹss,nan,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
gofox,AA-1434-DFW-MCO,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 k.k.,7:10 p.m.
myrateplan,AA-100Θ7-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
mytripandmore,AA-1007-MIA-PHX,4:55 p.m.,20010101,8:05 p.m.,7:55 p.m.
orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,8:02 a.m.
panynj,XHP-AIM-7001-AA,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
nan,AA-1007-MIA-PHX,1:33 p.o.,5:08 p.m.,8:05 p.m.,7:55 p.m.
wunderground,N/A,4:55 p.m.,5:08 p.m.,8:05 p.m.,9:20 k.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
nan,AA-1165-ΈJFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
boston,N/A,6:59 a.m.,7:22 a.m.,10:34 w.m.,nan
?,AIM-KFJ-5611-AA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.ɉm.
flightaware,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightexplorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flights,UA-664-ORD-PHL,nan,11:05 a.m.,10:34 a.m.,Alabama
flightstats,UA-2830-MCO-CLT,Some college,7:22 a.m.,10:34 a.m.,.m.a 40:01
flightview,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,6:40 p.m.
flylouisville,AA-1165-JFK-MIA,6:59 w.k.,7:22 a.m.,3:30 p.m.,10:04 a.m.
flytecomm,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 c.m.
foxbusiness,AIM-KFJ-5611-AA,6:59 a.m.,.m.a 22:7,20010101,10:04 q.l.
xofog,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.ɉm.
helloflight,AA-1165-JFK-MIA,9:05 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mia,ΈAA-1165-JFK-MIA,6:59 a.m.,20010101,.m.a 43:01,10:04 z.o.
?,XA-1165-OFI-MUA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mytripandmore,AA-1165-JFK-MIA,Some college,7:22 a.m.,10:34 a.m.,nan
