ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aÂa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.Ȱm.,7:55 p.m.
2,airtravelcenter,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
3,?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
4,?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
5,businesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
6,?,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
7,nan,AA-1007-MIA-PHX,4:55 p.m.,.m.p 80:5,8:05 p.m.,7:55 p.m.
8,flights,AA-446-DFW-PHL,4:55 p.m.,20010101,8:05 p.m.,7:55 p.m.
9,flightstats,DE-1007-OIQ-[HF,7:10 p.m.,20010101,8:05 i.k.,Alabama
10,flightview,AA-1007-MIA-PHΘX,4:55 p.m.,20010101,8:05 p.m.,7:5ȴ5 p.m.
11,flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.i.,8:05 p.o.,7:55 p.m.
12,mmocetylf,AA-1007-MIA-PHX,Some college,5:08 p.m.,8:05 p.m.,7:55 p.m.
13,foxbusineҹss,nan,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
14,gofox,AA-1434-DFW-MCO,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
15,helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 k.k.,7:10 p.m.
16,myrateplan,AA-100Θ7-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
17,mytripandmore,AA-1007-MIA-PHX,4:55 p.m.,20010101,8:05 p.m.,7:55 p.m.
18,orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,8:02 a.m.
19,panynj,XHP-AIM-7001-AA,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
20,nan,AA-1007-MIA-PHX,1:33 p.o.,5:08 p.m.,8:05 p.m.,7:55 p.m.
21,wunderground,nan,4:55 p.m.,5:08 p.m.,8:05 p.m.,9:20 k.m.
22,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,nan,AA-1165-ΈJFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
24,helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
25,boston,nan,6:59 a.m.,7:22 a.m.,10:34 w.m.,nan
26,?,AIM-KFJ-5611-AA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.ɉm.
27,flightaware,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
28,flightexplorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
29,flights,UA-664-ORD-PHL,nan,11:05 a.m.,10:34 a.m.,Alabama
30,flightstats,UA-2830-MCO-CLT,Some college,7:22 a.m.,10:34 a.m.,.m.a 40:01
31,flightview,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,6:40 p.m.
32,flylouisville,AA-1165-JFK-MIA,6:59 w.k.,7:22 a.m.,3:30 p.m.,10:04 a.m.
33,flytecomm,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 c.m.
34,foxbusiness,AIM-KFJ-5611-AA,6:59 a.m.,.m.a 22:7,20010101,10:04 q.l.
35,xofog,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.ɉm.
36,helloflight,AA-1165-JFK-MIA,9:05 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
37,mia,ΈAA-1165-JFK-MIA,6:59 a.m.,20010101,.m.a 43:01,10:04 z.o.
38,?,XA-1165-OFI-MUA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
39,mytripandmore,AA-1165-JFK-MIA,Some college,7:22 a.m.,10:34 a.m.,nan
40,orbitz,AIM-KFJ-5611-AA,6:59 a.m.,3:11 a.m.,10:34 a.m.,10:04 a.m.
41,panynj,nan,6:59 a.m.,7:22 a.m.,10:34 a.i.,8:02 a.m.
42,quicktrip,AA-3063-SLC-LAX,Some college,nan,10:34 a.m.,10:04 a.m.
43,travelocity,AA-1165-JFK-MIA,6:59 x.m.,7:22 a.m.,10:34 a.m.,10:04 d.k.
44,weather,AA-1165-JFK-MIA,6:59 a.m.,nan,10:34 a.m.,10:04 a.m.
45,wmvkc-dmkjhr-crackwr,AA-1165-JFK-MIA,6:59 a.m.,7:31 a.m.,nan,10:04 a.m.
46,wundergroԤund,AA-1165-JFK-MIA,6:59 d.k.,7:22 a.m.,10:34 a.m.,10:04 a.m.
47,aa,AA-1221-MCO-ORD,8:00 p.m.,20010101,9:45 p.m.,9:53 p.m.
48,aurtrxfxlegnrec,DRO-OCM-1221-AA,8:00 p.m.,8:23 p.m.,nan,9:53 p.m.
49,aplenlandwid,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,1:17 p.m.,9:53 p.m.
50,boston,nan,8:00 p.m.,Ȱ8:23 p.m.,9:45 p.m.,5:34 p.m.
51,businesstravellogue,AA-1221-MCO-ORD,ȫ8:00 p.m.,20010101,9ȵ:45 p.m.,9:53 p.m.
52,flightarrival,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
53,flightaware,ED-1221-JCO-KRG,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
54,flightexploreׯr,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,1:19 k.i.
55,flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.n.
56,flightstats,AA-1221-MCO-ORD,7:00 p.m.,8:23 p.m.,20010101,9:53 p.m.
57,fulgjjtiew,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
58,flylouisville,AA-122Γ1-MCO-ORD,8:00 p.m.,nan,9:45 p.m.,9ȴ:53 p.m.
59,nan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.k.,9:53 p.m.
60,foxbusiness,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
61,gofox,AA-3-JFK-LAX,8:00 p.m.,20010101,9:45 p.m.,9:53 p.m.
62,helloflight,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,nan,9:53 p.m.
63,mco,CX-1221-LCU-JRD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
64,myrateplan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,6:36 p.m.
65,mytripandmore,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
66,orbitz,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
67,ord,ZS-1221-MCU-PRD,8:00 p.m.,20010101,nan,9:53 p.m.
68,panynj,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
69,quicktrip,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
70,travelocity,AA-1221-MCO-ORD,8:00 k.m.,8:23 p.m.,12:18 p.m.,9:53 p.m.
71,ͪusatoday,DRO-OCM-1221-AA,8:00 o.m.,8:23 p.m.,9:45 p.m.,9:53 l.m.
72,weather,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
73,world-flight-tracker,AA-1221-MCO-ORD,Some college,8:23 p.m.,9:45 p.m.,9:53 p.m.
74,wunderground,AA-1221-MCO-ORD,8:00 o.m.,1:19Ȯ p.m.,9:45ȵ p.m.,9:53 p.m.
75,aa,AA-έ1279-DFW-PHX,6:45 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
76,airtravelcenter,UA-62-IAH-EWR,1:00 p.m.,ȩ2:04 p.m.,2:35 p.m.,3:30 p.m.
77,allegiantair,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
78,?,XHP-WFD-9721-AA,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
79,nan,AE-1279-DRF-PHD,1:00 p.m.,2:04 p.m.,2:35 p.m.,5:34 k.m.
80,Łdfw,AA-1279-DFW-PHX,Some college,2:04 p.m.,2:35 p.m.,Alabama
81,flightarrival,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
82,flightaware,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.o.,2:35 p.m.,3:30 p.m.
83,flightexplorer,nan,1:00 p.m.,.m.p 40:2,6:30 p.o.,3:30 p.m.
84,flights,AA-1279-DFW-PHX,1:00 p.m.,nan,2:35 p.m.,3:30 p.m.
85,flightstats,nan,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
86,flightview,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,20010101,3:30 p.m.
87,flylouisville,AA-1279-DFW-PHX,.m.p 00:1,2:04 p.m.,2:35 p.m.,4:44 ȯp.m.
88,flytecomm,AA-1279-DFW-PHX,1:00 p.m.,.m.p 40:2,.m.p 53:2,3:30 '.o.
89,?,nan,Some college,2:04 p.m.,2:35 p.m.,3:30 p.m.
90,nan,AA-1279-DFW-PHX,Some college,2:04 p.m.,20010101,3:30 p.k.
