id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,nan,nan,14-Feb,nan,nan,1/13/01,1182-7,{Jamehl L. DemonsJeff D. WilliamsonKathryn E. CallahanJames LovatoJanice S. LawlorHal H. AtkinsonAnn LambrosFranklin S. WatkinsKaycee M. SinkBrooke R. DavisMary F. Lyles}
681305,Pooled analysis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,eng,PLoS One,ˠPloS one,1932-6203,9,7,1/14/01,e103065,{Yong-Long ChiXiao-Lei ZhangNai-Feng TianYao-Sen WuXin-Lei WuXiang-Yang WangFang-Min MaoLi-Jun WuXu-Qi Hu}
691035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,eng,Bmj Open,nan,2044-6055,4,5,1/14/01,e004623,{Thirimon Moe-ByrneDuncan ChambersMelissa HardenCatriona McDaid}
420138,Dietary practices of ballet jazz and modern dancers,nan,Journal of the American Dietetic Association,Some college,1878-3570,92,3,1/1/92,319-324,{Stensland SHSobal J}
180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,Energy Policy,nan,0301-4215,47,0,1/12/01,Some college,{W. YuR. PaganiL. Huang}
220950,Forensic odontology: A prosthodontic view,eng,nan,nan,nan,4,1,1/12/01,38-41,{S. GosaviS. Gosavi}
850788,Acute and Persistent Postoperative Pain after Breast Surgery,nan,Pain Medicine,nan,nan,10,4,1/9/01,708-715,?
352040,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,American Indian and Alaska Native Mental Health Research: The Journal of the National Center,nan,1533-7731,20,22,1/13/01,26-Jan,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
77389,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,eng,Critical reviews in oncology/hematology,Crit. Rev. Oncol. Hematol.,1879-0461,84,1,1/12/10,130-48,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
968211,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases,English,Laboratory Investigation,nan,0023-6837,95,0,1/15/01,100A,{Z. MalekiO. Nikolskaia}
843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,Transactions of the Royal Society of Tropical Medicine and Hygiene,Trans. Rख. Soc. Trop. Med. Hyg.,1878-3503,106,2,1/12/02,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
145770,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,eng,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Catheter Cardiovasc Interv,1522-726X,77,5,1/11/04,Some college,{Gilles MontalescotGordon FitzGeraldKurt G Barringhaus[Collective Name] GRACE InvestigatorsFrans Van de WerfJoel M GoreDavid D McManusJos L_pez-Send_nPhilippe Gabriel StegKay Lee Park}
82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Cancer prevention research (Philadelphia Pa.),Cancer Prev Res (Phila),1940-6215,6,12,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,nan,nan,nan,nan,126,0,1/12/01,nan,{J. LeB. RiegelB. J. BobrowA. L. BlewerB. S. AbellaM. LearyD. Buckler}
826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,nan,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Eur J Cardiovasc Nurs,1474-5151,11,2,1/12/01,183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
836847,Thoracic Aortic Aneurysm: Reading the Enemy's Playbook,nan,Curr. Probl. Cardiol.,nan,-10475,33,5,nan,203-277,{Elefteriades J.A.}
470615,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],nan,European respiratory journal,nan,nan,44,0,1/14/01,1203P,{Francitorra MESanchez GSManrique CAVelasco TTCastany A REscriche XFFernndez CSFornell LLlvarez SFernndez EARodriguez MVFSim_ MRMayo EP}
49274,Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome,nan,nan,nan,nan,103,00,1/8/01,2562-9 ST  - Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome-,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,nan,nan,nan,24,2,1/15/01,160-6,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
