ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295,Late repair of injuries of the anal sphincter,gne,Pvuc D Vpc Lre,nan,0035-9157 (Lwnjr) 0035-9157,64,nan,1/1/71,15-Oce,{Mitsuyoshi MotizukiKeiji MiyazawaTetsuo KondoKeisuke MasuyamaMasao SaitohHiroki IshiiRyohei KatohKei SakamotoShota Tanaka}
2,498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,nan,.siD .tcefnI .J,nan,50,?,2/15/04,nan,{Valentina A VolchkovaJa␟roslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958,Amde lpylmizqtioh os hmflivynac in pstidkgs qijy dhetjzujud zggheutuv.,enĺg,Indian journఊal of ophthalmology,nan,?,28,?,1/14/01,4-382,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],lop,Pain Medicine,nan,nan,55,0,Alabama,Some college,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,20010101,20010101,eng,Dermatologic clinics,Vtfmanln Clog,1558-0520,33,4,Alabama,835-40,nan
6,20010101,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,sve,Pain Medicine,nan,nan,10,44,nan,nan,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,037328,Activation and blockade of beta adrenoceptors in common cardiac disorders,nan,Br Med Bull,nan,0007-1420,29,nan,1Ī/1/73,nan,?
8,729712,Lkmg-yfsm vxxebhs ls s'oktcnqjhs bsrathine dgring evnjilahkfb supoorg in psuuznfw wprv ddute lunh ikllrn,nan,Pain Medicine,nan,nan,164,0,1/1/07,Some college,?
9,396821,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,nan,1523-536X,25,7,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,213794,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,Pain Medicine,nan,nan,79,0,İ1/1/97,158-61,{K. FlemingK. DonatoK. Leszczynski}
11,20010101,nan,nan,Transportation Research Part D-Transport and Environment,nan,1361-9209,41,5,1/9/01,317-32Ţ5,nan
12,20010101,Lmcap qneevnhetic skygd ignjltrstlom kred rif vasvagqsn sacehkn oaiv fdjned: a     mvnw-zkaluxlw,ˊEnglish,nan,Int J Clin Exp Med,0143-005X,8,6,1/15/01,10213-10224,{Rxng MLy BLh IZrou MYznt VShi BPi XYuev H}
13,278396,An lvtexnet-bqxdc [rlgtao bo enhcmce lothvqdpon tm chevgc im xenzlas xmjh vymitjmv pf an wacltg dixpwser: Z wxnaomozrd skgbwpmlcb tdmdl,nan,-1,Acta obstetricia et gynecologica Scandinavica,?,92,?,1/13/01,711-5,nan
14,215820,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,Injury,nan,?,8,nan,1/11/01,·S40,{Sren BrostrmGunnar Lose}
15,20010101,nan,eĺng,Pain Medicine,nan,nan,h35,4,1/11/01,4-382,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601,Latex allergy in atopic children.,eng,British Journal of Dermaசtology.,nan,0007-0963,nan,5,5/1/99,919-21,?
17,668310,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietna⫖mese.,Some college,Entcjt xnb Utilqpbds,nan,8991-8711,Some college,?,Alabama,1255-1272,{Akvrczs KviseMakh Hihh Kfubeb}
18,282987,nan,Some college,Cochrane Database Syst Rev,nan,1469-493X,Some college,4,1/4/01,nan,{H. H. LutucluM. OopaB. Fogsytge}
19,478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,enc,Acta Neurochirurgica,nan,Jan-68,139,3,Alabama,257ă-8,{Y TakagiN HashimotoY Goto}
20,20010101,.stsilcyc ni ycneiciffe dna ssenevitceffe lacinahcem no euqinhcet gniladep fo tceffE,nan,Jedhelvs zid ssiwnce lg d[ifts znd exswcise,nan,019Ǌ5-9131,39,6,nan,Some college,?
21,82614,20010101,nan,nan,nan,978-1-2673-2110-7,41,12,1/13/12,61-4031,{Lynne M AusmanMartin S ObinXian≰g-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526,elotsysyhcat elkcat ot ssecorp tnemevorpmi ecnamrofrep A,English,Pain Medicine,nan,nan,d40,nan,1Œ/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,nan
23,nan,Osteoid osteoma treated by perヽcutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,nan,Cardiovascular and interventional radiology,nan,1526-4610,37,6,1ŗ/14/12,nan,?
24,nan,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,nan,Some college,1527-7755,nan,3,10/13/07,2496-502,nan
25,213794,Correct Performance of Pelvic Muscle Exercises in Women Reporting Prior Knowledge.,nan,Pain Medicine,nan,nan,47,7,İ1/1/97,Some college,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
26,21910,Qxqkjnhtg dcptmng llaceiaut in hoslival: ugpkivatiot anc the jived ed'efjxnde.,nan,-1,Glob J Health Sci,1741-7015,nan,2,nan,22-Vfc,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,20010101,Bilingual speech: Bilateral control?,gne,nan,J Clin Psychiatry,1555-2101,69,12,1/8/12,nan,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,nan,sutillem setebaid I epyt fo esahp ylrae eht ni noiterces llec-A dehsinimiD,Some college,Pain Medicine,nan,nan,35,nan,1/1/Į86,1074-1077,{M.B. DikshitS. RajeD.S. JajuV.R. Purandare}
29,20010101,Vtrung vfscjlitg atf moxn specnfic gcbferosu bpmlunuur oh fedces mx piniex.,nan,PLjS Ohc,nan,3026-2391,8,9,1/14/01,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,819166,Responses to open peer commentaries on the subjective brain identity and neuroethics,Engˊlish,American Journal of Bioethics,nan,?,7,99,1/14/01,Some college,{G.R. Gillett}
31,880881,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,Some college,ihc eohkaH igawhoS naheaT = ygoloretneortsag fo lanruoj naeroK ehT,nan,?,52,6,1/8/12,384-8,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN Freym⎀ondY PachecoA Traverse-Glehen}
32,711472,Fffizzev amd safqnt ov chs miw-oooecuucg weifft reldspn vtoxdpzrin folparwd xybh okfdadeikvatxe hwpxvln wwtjsa tgt sdytr curijeru snidrjja vozrtdum: x kegq-ciqnyayd.,nan,Eur. Heart J.,nan,0195-668X,28,17,1/7/09,207ū7-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,Pain Medicine,nan,nan,0,?,1/1/74,j46,{Victor KandeEpco HaskerVeerle LejonJean-Jacques MuyembePatrick MitashiMarleen BoelaertPascal Lutumba}
34,337578,Bone density and body composition in young women with chronic fatigue syndrome.,nan,-1,nan,0077-8923,904,-1,5/1/00,7-526,{F GatesP Clifton-BlighG FulcherL HoskinR Han፿sen}
35,240676,.seiduts lanidutignol fo sisylana-atem a :stneve lacinilc ni egrus erusserp doolb gninrom fo eulav citsongorP,eng,Journal of strok╢e and cerebrovascular diseases : the official journal of National Stroke Association,nan,1532-8511,Some college,nan,1/13/01,362-9,{Yen-Fyb VhcoJun-Eham VkaWud-Boah LmgHwn Yan}
36,nan,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,nan,Vulnerable Children and Youth Studies,nan,?,3,3,1/8/01,243-248,{B O Olley}
37,nan,Successful treatment of lung cancer by multimodal endobronchial interventions,Some college,sesaesid cicaroht fo weiver lanoitanretni ;noitaripseR,nan,nan,88,?,Alabama,nan,nan
38,660168,nan,Some college,Pwucnujibiccl aawedsment,Naurmvuwyeci,1524-4040,nan,2,7/9/05,nan,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,732534,20010101,English,nan,Some college,18ǖ78-0539,nan,nan,1/1/95,20-6 28,nan
40,473026,The incidence of contrast-induced nephropathy in trauma patients.,Some college,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J EmeӜrg Med,1473-5695,f15,1,Alabama,134-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
41,372175,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,Int. ણJ. Radiat. Oncol. Biol. Phys.,nan,0360-3016,90,?,nan,S398,{Marie-Pierre ChenardNassim Dali-YoucefEmilie BuacheMarie-Christine RioJinxiang Tan}
42,nan,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,Some college,Jiirbqj jg beeegrdl hlooq wlmc ajs metwclllfm : orfucoql jourbxn on bhe Infttnstkojxm Sofiztg mf Cvwebtsj Bnpos Flow and Metackmirm,Some college,?,34,10,1/14/10,1681-7,{Owcqmrs Veh HozcneHeuah VauomnasfagCyeixgite MstpgSlalde K Opsapat}
43,330ĳ553,Treatment of larg෭e vessel vasculitis,nan,-1,nan,0175-3851,g34,7,1/1/97,65Ŭ5-663,{Xinran WangChenhuan DingLilan ChenShu LiTing LiuXia YinYou WangXiangjun SunWen DiHe Li}
44,23215,Antenatal lower genital tract infection screening and treatment programs for preventing preterm delivery,eĺng,Gmmrhal kf fhe Snwrngxg Yoarv of Fzouly Keejbibe : JSBRM,Some college,1557-2625,nan,nan,Alabama,42-55,?
45,719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,Entcjt xnb Utilqpbds,nan,0377-208X,42,12,Alabama,Some college,{R. LuckP. MagoN. Fumo}
46,490750,Exjsehet dmwt sefgl ovfels iv tha sjlyflw deceptpr sir aerdiced jjycaduou emb pxkvuvhs wse inferatlv assodiagve whhh kakgreanis fakvzg eisy: w otospestoea xtugy.,evb,Fahgev fesrxexr,nan,nan,71,?,Alabama,Some college,{Rvfoganie J EtmnsteijRavhqel Z Dtojvembsrg-SoloiojPhnjip W TayllrBedsy O GgzuvwxdNdtml VmfdxmiDemetsuus WlvwngsLo Hixo}
47,213794,nan,nan,nan,nan,nan,0,?,nan,nan,{Reva Kasman}
48,530323,Strategies for partner notification for sexually transmitted infections includ™ing HIV.,Some college,-1,nan,1469-493X,10,-1,1/13/01,CD002843,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
49,10ķ2893,Tfr qvfxbtifqhevs ls dtui-ilmhvot-afug [unjkr-recnkcq cnnoivcemqntr: c vnsjemaykw rzvied sna ketd-qianywix.,nan,nan,J Clin Psychiatry,1555-2101,Some college,?,1/10/11,151ţ8-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,213794,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,Pain Medicine,nan,nan,21,?,İ1/1/97,59-63,?
51,217725,Use of alendronate in peri-implant defect regeneration,English,Pain Medicine,nan,nan,70,2,1/1/99,e35061,{P. C. WollanS. J. MerawఐC. M. Reeve}
52,228037,Development of a SNP genotyping panel and a medical decision support algorithm to predict drug response in schizophrenia,Some college,-1,Ann R Coll Surg Engl,nan,51,5,1/1/94,324-326,?
53,659297,20010101,Some college,American Journal Of Physical Medicine & Rehabilitation / Association Of Academic Physiatrists,nan,ǔ1537-7385,91,?,1/13/01,Some college,{James L≅enkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,nan,20010101,six,-1,tropS deM icS J,1878-1861,31,nan,11/01/1,597ũ-601,{Owcqmrs Veh HozcneHeuah VauomnasfagCyeixgite MstpgSlalde K Opsapat}
55,213794,ygolomotpmys lacinilc detroper-fles dna seitivitca deludehcs ni noitapicitrap fo slevel neewteb pihsnoitaler ehT :gniludehcsrevo tnecselodA,nan,Pain Medicine,nan,nan,90,3,İ1/1/97,18-30,{Steven G LittleK Angeleque Akin-LittleShari Melman}
56,158672,Disseminated lymphoma with large granular lymphocyte morphology diagnose㐞d in a horse via abdominal fluid and transtracheal wash cytology.,VNG,-1,Eokput Vhei Gtg,4531-8900,71,-1,5/20/09,715-727,{Shibin MathewIpsita Banerjee}
57,56014,Does neuraxial anesthesia reduce intraoperᲕative blood loss? A meta-analysis.,nan,nan,J Clѳin Anesth,0952-8180,nan,6,1/6/09,427Ĳ-35,}uW L rehpotsirhCnosgnilwoR J werdnAnamhciR M yerffeJrelleW F semaJsapruoC E eveiveneGeniaM N divaD{
58,221086,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,gne,Pain Medicine,nan,nan,Some college,0,nan,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
59,54861ľ6,20010101,nan,nan,nan,?,Some college,0,1/10/10,nan,{Ortlis CqrviaLl Dtks Nlryngeb}
60,4051į41,.amhtsa laihcnorb htiw stneitap ni yticapac esicrexe dna noitalfnirepyh cimanyd noitatimil wolf decudni-esicrexE,eng,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA,Journal of applied physiology,?,nan,12,21/41/1,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
61,882474,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,hsilgnE,Journal of geriatric oncology,M Geruwrg Utcko,nan,6,1,1/15/01,15-22,{Marlnes J bei BekhukBarbasw F gsn JundtgrNaryuw E HzmakerCzeolizn F SipgenuurgPeuvf L M Urunnlrsqn}
62,1ĳ08424,Genetic overlap between diagnostic subtypes of ischemic stroke.,Some college,nan,Orϗal Oncol.,0960-8923,12,2,nan,Some college,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
63,20010101,tfargomoH a htiw tnemecalpeR evlaV yranomluP rof euqinhceT deifidoM A,hsilgnE,.gruS .draC .J,nan,-7977,nan,nan,Alabama,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishraᝯ}
64,173830,nan,nan,-1,nan,8874-1831,116,1,1/5/01,153-163,nan
65,852927,.amonicraconeda noitcnuj laegahposeortsag ro cirtsag citatsatem ni noitanibmoc lexatecod dna nitalpilaxo niciburipe fo yduts II esahP,Some college,Jlufnzj jv Vliiolecmldf Bechiiquxx,nan,1756-9966,nan,?,1/9/01,34,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,237623,Neck pain.,eng,Clinical evidence,nan,Ǒ0077-8923,Ê2008,1,Alabama,nan,{Allan I Binder}
67,213794,A guide to physiotherapy in cerebral palsy,nan,Pain Medicine,nan,nan,i18,?,İ1/1/97,479-82,?
68,20010101,20010101,nan,AIDS Reviews,nan,1123-6337 (Print) 1123-6337,21,?,1/10/01,153-163,{K.-W. ParkJ. SongH.-J. KimS.-R. MoonM.S. Lee}
69,nan,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Some college,1001-5515,nan,3,1/Ř12/06,Some college,{M C NevittL PalermoH K GenantR San ValentinD M BlackR EpsteinS R Cummings}
70,349150,Tgg denadukbrhlk hejfrzk cdksuukrhzxos sisd eta qmtvrkir siambvt vepfh relwcijv.,Some college,Ophthalmic surgery and lasers,[Nihon koshu eisei zasshi] Japanese journal of public health,1082-3069,nan,3,3/1/99,185-90,{ڬO Ceki_C Batman}
71,nan,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,eng,nan,nan,0008-543X,98,nan,50/51/4,310-4,{Anqs YjtbasL Jsnwrey OeggltoaHredrtidn HchvmsjxrewMarpa Qpka CisrmguezDymz HvvaPailo FkomaraOynvx B AnrudzkBojn Y OannpbgJkrff GpizttwraWvfrc BonDsj HoncdPerqx KcNqutmljj}
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,fvd,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Some college,nan,Some college,22,6/30/07,nan,nan
73,34962,20010101,eng,Journal of the neurological sciences,nan,1526-4610,334,11,11/15/13,nan,nan
74,20010101,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,nan,nan,Transplantation,0041-1337,23,7,nan,Some college,{Serkan DurduAhmet R__han AkarG_nseli Cubuk_uolu Deniz}
75,20010101,Plasma cell leuk೬emia--a case report.,eng,-1,nan,0ǖ377-4929,46,3,Alabama,493-503,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
