ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
4,169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],lop,nan,nan,nan,55,0,Alabama,Some college,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,20010101,20010101,eng,Dermatologic clinics,Vtfmanln Clog,1558-0520,33,4,Alabama,835-40,nan
6,20010101,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,sve,nan,nan,nan,10,44,nan,nan,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,037328,Activation and blockade of beta adrenoceptors in common cardiac disorders,nan,Br Med Bull,nan,0007-1420,29,nan,1Ī/1/73,nan,?
8,729712,Lkmg-yfsm vxxebhs ls s'oktcnqjhs bsrathine dgring evnjilahkfb supoorg in psuuznfw wprv ddute lunh ikllrn,nan,nan,nan,nan,164,0,1/1/07,Some college,?
10,340222,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,nan,nan,nan,79,0,1/6/01,158-61,{K. FlemingK. DonatoK. Leszczynski}
11,20010101,nan,nan,Transportation Research Part D-Transport and Environment,nan,1361-9209,41,5,1/9/01,317-32Ţ5,nan
15,20010101,nan,eĺng,nan,nan,nan,h35,4,1/11/01,4-382,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601,Latex allergy in atopic children.,eng,British Journal of Dermaசtology.,nan,0007-0963,nan,5,5/1/99,919-21,?
18,282987,nan,Some college,Cochrane Database Syst Rev,nan,1469-493X,Some college,4,1/4/01,nan,{H. H. LutucluM. OopaB. Fogsytge}
19,478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,enc,Acta Neurochirurgica,nan,Jan-68,139,3,Alabama,257ă-8,{Y TakagiN HashimotoY Goto}
22,163526,elotsysyhcat elkcat ot ssecorp tnemevorpmi ecnamrofrep A,English,nan,nan,nan,d40,nan,1Œ/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,nan
25,6207,Correct Performance of Pelvic Muscle Exercises in Women Reporting Prior Knowledge.,nan,Obesity (Silver Spring Md.),nan,nan,47,7,Alabama,Some college,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
28,nan,sutillem setebaid I epyt fo esahp ylrae eht ni noiterces llec-A dehsinimiD,Some college,Metabolism: Clinical and Experimen෧tal,nan,nan,35,nan,1/1/Į86,1074-1077,{M.B. DikshitS. RajeD.S. JajuV.R. Purandare}
32,711472,Fffizzev amd safqnt ov chs miw-oooecuucg weifft reldspn vtoxdpzrin folparwd xybh okfdadeikvatxe hwpxvln wwtjsa tgt sdytr curijeru snidrjja vozrtdum: x kegq-ciqnyayd.,nan,Eur. Heart J.,nan,0195-668X,28,17,1/7/09,207ū7-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,nan,nan,nan,0,?,1/1/74,j46,{Victor KandeEpco HaskerVeerle LejonJean-Jacques MuyembePatrick MitashiMarleen BoelaertPascal Lutumba}
34,337578,Bone density and body composition in young women with chronic fatigue syndrome.,nan,Neyropsuuedhifq Atdnds,nan,0077-8923,904,-1,5/1/00,7-526,{F GatesP Clifton-BlighG FulcherL HoskinR Han፿sen}
