ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
131,20010101,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,Journal of the American Geriatrics Society,J.El.Tetiqgx.Sos.,14-Feb,61,7,1/14/08,1182-7,nan
664,20010101,Pooled analysis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,Some college,[MoS Kne,AM. J. ACUPUNCT.,1932-6203,9,0,1/14/06,477-83,{Yong-Long ChiX⡫iao-Lei ZhangNai-Feng TianYao-Sen WuXin-Lei WuXiang-Yang WangFang-Min MaoLi-Jun WuXu-Qi Hu}
872,530196,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,wnj,nan,nan,nan,4,5,1/14/01,18-Nov,nan
100,420138,nan,nan,Jijcnal kf cya Smetiran Djejxyic Awfovnetmog,Some college,1878-3570,nan,0,1/1/92,319ţ-324,{Stensland SHSobal J}
373,180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,Energy Policy,nan,0301-4215,Some college,0,1/1/89,298-308,{W. YuR. PaganiL. Huang}
88,20010101,Forensic odontol࿍ogy: A prosthodontic view,enĺg,nan,nan,nan,4,?,1/12/01,38-41,{A. GosaviA. Nksanu}
459,20010101,Wstfz sne Kevflsjent Koavuptrafine Peii wxttr Tgeswy Wirggrt,nan,Pain Medicine,nan,nan,10,?,1/13/01,nan,{N. Klauber-DeMoreK. FechoN. R. MillerW. S. BlauS. A. MerrittC. S. Hultman}
331,352040,Use∍fulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,Anadiczn Yicpqh abv Slaxyw Gabine Msnfap Healrk Raseaech: Nhe Gournel uf dhe Iatimnwu Cender,nan,nan,20,2,1/13/01,26-Jan,{Gutj R. JtucdOueh Q. KnnwEcvhf A. TioddsKgbninat DobzttsDatpeu ZaoacSibdy U. EkmzxaRlmavd S. Ioorw}
215,nan,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,eng,ygolotameh/ygolocno ni sweiver lacitirC,nan,1Ǒ879-0461,84,1,1/12/10,84-031,{Emile E VoestSaskia C C M TeunissenAlexander de GrὑaeffMarija Trajkovic-Vidakovic}
467,968211,nan,Eˊnglish,-1,nan,0023-6837,Some college,0,10/51/1,100E,{Z. MalekiO. Nikolskaia}
122,843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,nan,nan,Trans. R. Soc. खTrop. Med. Hyg.,nan,106,2,1/12/02,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
615,145770,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,eng,nan,Some college,Ǯ1522-726X,nan,5,1/11/04,617-22,?
21,82614,20010101,nan,nan,nan,978-1-2673-2110-7,41,12,1/13/12,61-4031,{Lynne M AusmanMartin S ObinXian≰g-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
701,187769,nan,nan,nan,nan,nan,126,0,1/12/01,nan,{M F JumeanP J ErwinV M MontoriF Lopez-JimenezA Romero-CorralV K SomersD O Okorodudu}
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,fvd,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Some college,nan,Some college,22,6/30/07,nan,nan
107,764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,1/12/01,255-62,{Nenjghp NohmtoTavj YamussvwghkyKqnfo VayxvhjKenywymro KafekGmvutads Kadjtp}
271,836847,Thoracic Aortic Aneurysm: Reading the Enemy's Playbook,nan,International journal of colorectal disease,nan,-10475,Some college,5,nan,772-302,nan
861,470615,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],nan,lanruoj yrotaripser naeporuE,nan,nan,nan,nan,1/14/01,nan,}PE oyaMRM _miSFVM zeugirdoRAE zednnreFS zeravlLL llenroFSC zednnreFFX ehcircsER A ynatsaCTT ocsaleVAC euqirnaMSG zehcnaSEM arroticnarF{
436,49274,nan,eng,nan,nan,nan,102,0,1/8/01,nan,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
103,491006,nan,Some college,nan,nan,nan,2f4,?,1/15/01,Some college,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
