id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
20010101,Late repair of injuries of the anal sphincter,Some college,Proc ҁR Soc Med,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,64,12,1/1/71,nan,{A. G. ParksJ. F. McPartlin}
543894,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,Some college,nan,J. Infect. Dis.,1537-6613,-^1,-1,2/15/04,nan,nan
789958,Duane retraction syndrome associated with oculocutaneous albinisⅳm: an ocular miswiring.,eng,Indian journal of ophthalmology,Indian J Ophthalmol,?,54,4,1/6/12,nan,{Uodamdgc JghkamiDvwrmyhetb ShqvdfSuchata LqvigzK Dinxyqochahmi}
nan,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,84,0,Alabama,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,nan
20010101,Diagnosis and Management of Cutaneous B-cell Lymphoma.,Some college,Dermatologic clinics,Dermatol Clin,1558-0520,33,nan,1/15/10,835-40,{Lqueen W Kintcr-Brorn}
20010101,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,Some college,nan,nan,nan,Some college,4,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
823730,Qvcifwdiov snd hjoejabt mr beta xvrdnice[tkra iv bimkln cqrdiwc dmsogbqrs,eng,Br Med Bull,Brmtism krqidcl fillxtln,0007-1420,29,2,1/1/73,Some college,{B N PrichardJ W Black}
729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,nan,nan,nan,164,1,nan,43-ā49,{St_ber FMutz NWrigge HPutensen CZinserlᩝing JZech SVon Spiegel T}
396821,Awareness of deficits and on-road driving performance,nan,Clinical Neuropsychologiੰst,nan,6404-5831,25,7,Alabama,1158-78,{L. J. RapportJ. A. GriffenL. A. BiᗷeliauskasC. BurtR. C. Bryer}
20010101,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,The British journal of radiology,nan,nan,79,938,1/6/01,Some college,{K. FlemingK. DonatoK. Leszczynski}
nan,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Transportation Research Part D-Transport and Environment,nan,1361-9209,Some college,?,1/9/01,317-325,nan
nan,Kocwm qnqzxyhefic folmf ynfklcwdbion uszs flr caeszsgaj vedtmjn palt geoucg: a     mgta-ajalgfjf,English,International journal of clinical and experimental medicine,deM pxE nilC J tnI,1095-0491,8,6,1/15/01,10213-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
278396,noitcefni surivamollipap namuh ksir-hgih htiw nemow ni esaeler edixo cirtin lacivrec desserppus a yb deinapmocca si gnikomS,eng,nan,Acta obstetricia et gynecologica Scᄣandinavica,0001-6349 (Print) 0001-6349,nan,6,10/31/1,nan,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,Heart RhҐythm,nan,?,8,5,1/11Œ/01,Some college,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
20010101,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,zng,nan,nan,nan,35,8,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
nan,Latex allergy in atopic children.,eĺng,nan,nan,nan,140,5,5/1/99,919-21,?
668310,20010101,eng,Clinical Interventions In Aging,Some college,1178-1998,7,^-1,1/12/01,185-90,{Andreas KruseManh Hung Nguyen}
