ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
131,334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,Journal of the American Geriatrics Society,Some college,14-Feb,Some college,7,1/13/01,nan,{Jamehl L. DemonsJeff D. WilliamsonKathryn E. CallahanJames LovatoJanice S. LawlorHal H. AtkinsonAnn LambrosFranklin S. WatkinsKaycee M. SinkBrooke R. DavisMary F. Lyles}
664,ķ681305,Pooled analysis of non-union re-operation infection and approach related compliぶcations after anterior odontoid screw fixation.,Some college,PLoS One,PloS one,1932-6203,9,7,Alabama,e103065,{Yong-Long ChiXiao-Lei ZhangNai-Feng TianYao-Sen WuXin-Lei WuXiang-Yang WangFang-Min MaoLi-Jun WuXu-Qi Hu}
872,691035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,nan,Bmj Open,nan,2044-6055,4,5,1/14/01,nan,{Thirimon Moe-ByrneDuncan ChambersMelissa HardenCatriona McDaid}
100,420138,Dietary practices of ballet jazz and modern dancers,nan,Journal of the American Dietetic Association,Some college,1878-3570,92,3,1/1/92,Some college,{Sranslzng SHSkhal J}
373,180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,Energy Policy,nan,0301-4ƽ215,47,?,1/12/01,298-308,{W. YuR. PaganiL. Huang}
88,220950,nan,eng,nan,nan,nan,4,1,nan,38-41,{D. GlfadlS. Gmdsnn}
459,85078ń8,Acute and Persistent Postoperative Pain after Breast Surgery,nan,Pain Medicine,nan,nan,10,4,10/9/1,Some college,{N. Klauber-DeMoreK. FechoN. R. MillerW. S. BlauS. A. MerrittC. S. Hultman}
331,352040,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,-1,nan,1533-7731,20,2,nan,26-Jan,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
215,77389,20010101,eng,Critical reviews in oncology/hematology,Crit. Rev. Oncol. Hematol.,?,84,11,1/12/10,130-48,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
467,968211,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases,nan,Laboratory Investigation,nan,0023-6837,95,?,1/15/01,100A,nan
122,84348ŀ5,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,nan,nan,1878-3503,106,2,nan,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
615,145770,Muecinss sgoj pzfienua woth multn-vevvej divtwse filkoxing [dnmarh PDM: dbcyee KGH omiwryv vety ljs mpctanicy.,ĺeng,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,vretnI csavoidraC retehtaC,1522-726X,77,5,nan,nan,}kraP eeL yaKgetS leirbaG eppilihPn_dneS-zep_L soJsunaMcM D divaDeroG M leoJfreW ed naV snarFsrotagitsevnI ECARG ]emaN evitcelloC[suahgnirraB G truKdlareGztiF nodroGtocselatnoM selliG{
21,82ą614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,gne,Cancer prevention research (Philadelphia Pa.),nan,?,66,12,1/13/12,1304-16,?
701,187769,Feasibility of using hoしspital personnel to create a sustainable CPR training program for family members of hospitalized patients,nan,nan,nan,nan,Some college,?,Alabama,nan,{J. LeB. RiegelB. J. BobrowA. L. BlewerB. S. AbellaM. LearyD. Buckler}
72,nan,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,nan,-1,Eur J Cardiovasc Nurs,1474-5151,11,?,1/12/01,Ă183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
107,764224,High intensity interval exercise training in overweight y᧳oung women,nan,nan,nan,nan,52,33,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
271,836847,Thoracic Aortic Aneurysm: Reading the Enemy's Playbook,nan,Curr. Probl. Cardiol.,nan,nan,33,5,nan,203-277,nan
861,470615,nan,nan,European respiratory journal,nan,nan,44,0,1/14/01,P3Ė021,{Francitorra MESanchez GSManrique CAVelasco TTCastany A REscriche XFFernndez CSFornell LLlvarez SFernndez EARodriguez MVFSim_ MRMayo EP}
436,49Ċ274,Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome,sng,nan,nan,nan,103,?,1/8/01,2562-9 ST  - Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome-,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
103,491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,nan,nan,nan,nan,2,1/15/01,160-6,{A. KelirisឰI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
