ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,20010101,Late repair of injuries of the anal sphincter,Some college,Proc ҁR Soc Med,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,64,12,1/1/71,nan,{A. G. ParksJ. F. McPartlin}
2,543894,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,Some college,nan,J. Infect. Dis.,1537-6613,-^1,-1,2/15/04,nan,nan
4,nan,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,84,0,Alabama,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,nan
5,20010101,Diagnosis and Management of Cutaneous B-cell Lymphoma.,Some college,Dermatologic clinics,Dermatol Clin,1558-0520,33,nan,1/15/10,835-40,{Lqueen W Kintcr-Brorn}
6,20010101,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,Some college,nan,nan,nan,Some college,4,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730,Qvcifwdiov snd hjoejabt mr beta xvrdnice[tkra iv bimkln cqrdiwc dmsogbqrs,eng,Br Med Bull,Brmtism krqidcl fillxtln,0007-1420,29,2,1/1/73,Some college,{B N PrichardJ W Black}
8,729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,nan,nan,nan,164,1,nan,43-ā49,{St_ber FMutz NWrigge HPutensen CZinserlᩝing JZech SVon Spiegel T}
10,20010101,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,The British journal of radiology,nan,nan,79,938,1/6/01,Some college,{K. FlemingK. DonatoK. Leszczynski}
11,nan,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Transportation Research Part D-Transport and Environment,nan,1361-9209,Some college,?,1/9/01,317-325,nan
13,278396,noitcefni surivamollipap namuh ksir-hgih htiw nemow ni esaeler edixo cirtin lacivrec desserppus a yb deinapmocca si gnikomS,eng,nan,Acta obstetricia et gynecologica Scᄣandinavica,0001-6349 (Print) 0001-6349,nan,6,10/31/1,nan,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
15,20010101,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,zng,nan,nan,nan,35,8,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
17,668310,20010101,eng,Clinical Interventions In Aging,Some college,1178-1998,7,^-1,1/12/01,185-90,{Andreas KruseManh Hung Nguyen}
19,478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,enĺg,nan,nan,Jan-68,139,3,1/1/97,2ă57-8,{Y TakagiN HashimotoY Goto}
20,43736,20010101,nan,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,39,6,1/7/06,nan,{Uakes Z MaxtinLav KaujesMes M RkmedBkumcv Nofrf}
22,163526,A performance impᗋrovement process to tackle tachysystole,English,nan,nan,nan,40,0,1/11/01,Some college,nan
