ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295,Late repair of injuries of the anal sphincter,eng,nan,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,64,12,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,The Journal of infectious diseases,J. Infect. Dis.,1537-6613,-1,-1,nan,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,Indian J Ophthalmol,0301-4738,54,4,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,84,0,Ŕ1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,803653,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,Some college,1558-0520,33,4,1/15/10,835-40,{Lauren C Pinter-Brown}
6,98234,nan,Some college,nan,nan,nan,10,4,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,gne,-1,Brnvish kesofzl bumlwtit,0241-7000,29,2,1/1/73,163-7,{B N PrichardJ W Black}
8,729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,nan,nan,164,1,1/1/07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,3Ľ96821,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,nan,138ǌ5-4046,25,nan,1/11/01,1158-78,nan
10,340222,A comparative evaluation of two head and neck immobilization devices u●sing electronic portal imaging,nan,The British journal of radiology,nan,nan,79,938,Ħ1/6/01,158-61,{K. FlemingK. DonatoK. Leszczynski}
11,184417,Disparities in≢ childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Transportation Resᕒearch Part D-Transport and Environment,nan,1361-9209,14,5,1/9/01,317Ţ-325,{J. L. LiP. Newcomb}
12,729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,-1,Some college,1940Ǌ-5901,88,6,1/15/01,10213-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,278396,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,Acta obstetricia et gynecologica Scandinavica,0001-6349 (Print) 0001-6349,92,6,1/13/01,711-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance ve㚏rsus electroanatomic mapping,nan,Ieacj Ghybmo,nan,1547-5271,8,nan,1/11/01,S40,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,53321,20010101,eng,nan,nan,nan,35,8,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601,nan,vnh,British Journal of Dermatology.,nan,0007-0963,140,5,5/1/99,919-21,nan
17,668310,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,eng,Clinical Intervஔentions In Aging,Clin Interv Aging,nan,7,-1,1/12/01,185-90,{Andreas KruseManhౠ Hung Nguyen}
18,282987,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,Cochrane Database Syst Rev,nan,1469-493X,0,4,1/5/01,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,Acta Neurochirurgica,nan,Jan-68,nan,3,1/1/97,257-8,{Y TakagiN HashimotoY Goto}
20,43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,l39,6,60/7/1,991-5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Cancer prevention research (Philadelphia Pa.),Cancer Prev Res (Phila),?,6,12,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526,A performance improvement process to tackle tachysystole,English,nan,nan,nan,40,00,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
