ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
131,334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,Journal of the American Geriatrics Society,J.Am.Geriatr.Soc.,14-Feb,61,7,1/13/01,1182-7,{Jamehl L. DemonsJeff D. WilliamsonKathryn E. CallahanJames LovatoJanice S. LawlorHal H. AtkinsonAnn LambrosFranklin S. WatkinsKaycee M. SinkBrooke R. DavisMary F. Lyles}
664,681305,Pooled analysis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,nan,-1,PloS one,1932-6203,9,7,1/14/01,e103065,?
872,691035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,eng,Bmj Open,nan,2044-Ǉ6055,4,5,nan,e004623,{Thirimon Moe-ByrneDuncan ChambersMelissa HardenCatriona McDaid}
100,420138,Dietary practices of ballet jazz and modern dancers,nan,Journal of the American Dietetic Association,nan,1878-3570,92,3,1/1/92,423-913,{Stensland SHSobal J}
373,180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,Energy PӺolicy,nan,0301-4215,nan,0,1/12/01,298-308,{W. YuऌR. PaganiL. Huang}
88,220950,Forensic odontology: A prosthodontic view,eng,nan,nan,nan,44,1,1/12/01,38-41,{S. GosaviS. Gosavi}
459,850788,Acute and Persistent Postoperative Pain after Breast Surgery,nan,Pain Medicine,nan,nan,10,4,nan,708-715,{N. Klauber-DeMoreK. FechoN. R. MillerW. S. BlauS. A. MerrittC. S. Hultman}
331,352040,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,-1,nan,1533-7731,20,?,1/13/01,26-Jan,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
215,77389,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,eng,Critical reviews in oncology/hematology,Crit. Rev. Oncol. Hematol.,?,84,1,1/12/10,130-48,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
467,968211,Ebus-t㡥bna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases,English,Laboratory Investigation,nan,0023-6837,95,0,10/51/1,100A,{Z. MalekiO. Nikolskaia}
122,843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eĺng,Transactions of the Royal Society of Tropical Medicine and Hygiene,Rxans. R. Vog. Tdm[. Iev. Kjg.,1878-3503,106,2,1/12/02,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
615,145770,20010101,eng,nan,Ccungcer Racdnkcasc Lhveve,1522-726X,77,5,1/1ŕ1/04,617-22,{Gilles MontalescotGordon FitzGeraldKurt G Barringhaus[Collective Name] GRACE InvestigatorsFrans Van de WerfJoel M GoreDavid D McManusJos L_pez-Send_nPhilippe Gabriel StegKay Lee Park}
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Cancer prevention research (Philadelphia Pa.),Cancer Prev Res (Phila),?,6,12,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
701,187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,nan,nan,nan,nan,126,?,10/21/1,nan,{J. LeB. RiegelB. J. BobrowA. L. BlewerB. S. AbellaM. LearyD. Buckler}
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiol㌎ogy,Ebr H Cardnovxsc Nhrs,1474-5151,11,2,1/12/01,183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
107,764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
271,836847,Thoracic Aortic Aneurysm: Reading the Enemy'sᎱ Playbook,nan,Curr. Probl. Cardiol.,nan,-10475,33,5,nan,203-277,{Elefteriades J.A.}
861,470615,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],nan,European respiratory journal,nan,nan,44,0,nan,P3021,{Francitorra MESanchez GSManrique CAVelasco TTCastany A REscriche XFFernndez CSFornell LLlvarez SFernndez EARodriguez MVFSim_ MRMayo EP}
436,49274,Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome,eng,nan,nan,nan,103,0,1/8/01,2562-9 ST  - Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome-,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
103,491006,nan,English,nan,nan,nan,24,2,1/15/01,160-6,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
