ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
2050,1676,Bourbon Barrel Aged Timmie,Russian Imperial Stout,12.0,0.099,nan,449,Sun King Brewing Company,Indianapolis,CO
3,2408,Rise of the Phoenix,American IPA,12.0,0.065,nan,177,18th Street Brewery,Traverse City,CO
2051,1366,Stupid Sexy Flanders,Flanders Oud Bruin,16.0,0.063,23.0,379,Sun King Brewing Company,Indianapolis,IN
2052,1347,Bourbon Barrel Cowbell,American Pale Wheat Ale,16.0,nan,nan,25,Sun King Brewing Company,Ipswich,CA
6,982,Black Exodus,Cider,12.0,0.06,nan,177,18th Street Brewery,Seattle,MA
7,2260,Lake Street Express,American IPA,12.0,0.051,nan,371,18th Street Brewery,Gary,IN
9,2258,Jade,American Pale Wheat Ale,12.0,0.065,nan,177,18th Street Brewery,Boonville,KS
2058,2359,The Velvet Fog,American Pale Ale (APA),16.0,0.05,24.0,25,Sun King Brewing Company,Springfield,IN
2060,739,Indianapolis Indians Lager,American IPA,16.0,0.052,49.0,25,Sun King Brewing Company,Indianapolis,IN
2061,2685,Indians Victory Lager (2012),American Amber / Red Lager,16.0,0.045,nan,411,Sun King Brewing Company,Indianapolis,SC
2062,1963,Chaka,German Pilsener,16.0,0.08,nan,196,Sun King Brewing Company,Indianapolis,IN
15,1979,Bitter Bitch,American Pale Ale (APA),12.0,0.061,60.0,61,18th Street Brewery,Gary,IN
2063,651,Isis,American Double / Imperial IPA,16.0,0.091,91.0,25,Sun King Brewing Company,Indianapolis,IN
16,2318,Ginja Ninja,American Amber / Red Ale,12.0,0.034,nan,34,2 Towns Ciderhouse,Corvallis,OR
18,2169,Rhubarbarian,Cider,12.0,0.06,nan,154,2 Towns Ciderhouse,Houghton,OR
2066,1163,Sun King Oktoberfest (2011),American Amber / Red Ale,16.0,0.05,23.0,387,Sun King Brewing Company,Indianapolis,IN
2068,72,Wee Mac Scottish-Style Ale,American Double / Imperial IPA,16.0,0.039,40.0,25,Sun King Brewing Company,Columbus,IN
22,1036,Lower De Boom,American Barleywine,8.4,0.074,92.0,17,21st Amendment Brewery,San Francisco,UT
23,1352,Fireside Chat,Winter Warmer,12.0,0.079,45.0,206,21st Amendment Brewery,San Francisco,CA
24,2493,Marooned On Hog Island,German Pilsener,12.0,0.079,nan,368,21st Amendment Brewery,San Diego,CA
2073,2543,Todd the Axe Man,American IPA,16.0,0.072,nan,61,Surly Brewing Company,Brooklyn Center,LA
2074,2409,Doomtree,Extra Special / Strong Bitter (ESB),16.0,0.057,nan,61,Surly Brewing Company,Brooklyn Center,MN
30,2306,Brew Free! or Die IPA (2008),Märzen / Oktoberfest,16.0,0.07,nan,368,21st Amendment Brewery,San Francisco,CA
2078,19,Bitter Brewer,Cream Ale,16.0,0.045,nan,407,Surly Brewing Company,Danville,MT
2079,18,SurlyFest,Rye Beer,16.0,0.065,nan,375,Surly Brewing Company,Brooklyn Center,MN
2083,14,Hell,American IPA,16.0,0.051,nan,61,Surly Brewing Company,Brooklyn Center,MN
2084,1136,CynicAle,American Stout,16.0,0.067,33.0,380,Surly Brewing Company,Brooklyn Center,WI
40,2519,Bimini Twist,American IPA,12.0,0.07,nan,67,3 Daughters Brewing,Buena Vista,FL
2088,1118,Stump Knocker Pale Ale,American Pale Ale (APA),12.0,0.056,42.0,391,Swamp Head Brewery,St Petersburg,FL
41,2518,Beach Blonde,American Blonde Ale,12.0,0.046,nan,67,3 Daughters Brewing,St Petersburg,IL
2090,1238,Wild Night,Hefeweizen,12.0,0.077,nan,447,Swamp Head Brewery,Gainesville,FL
2092,2568,Take Two Pils,American Pale Ale (APA),12.0,0.055,nan,49,SweetWater Brewing Company,Atlanta,CO
2093,2551,Waterkeeper,Hefeweizen,12.0,0.057,nan,49,SweetWater Brewing Company,Atlanta,GA
2094,1710,SweetWater IPA,American IPA,16.0,0.064,nan,49,SweetWater Brewing Company,Atlanta,GA
2095,1709,420 Extra Pale Ale,American Porter,12.0,0.092,nan,49,SweetWater Brewing Company,South Lyon,GA
2097,1164,TailGate Saison,Saison / Farmhouse Ale,16.0,0.082,nan,420,TailGate Beer,San Diego,CA
2098,663,TailGate IPA,American IPA,24.0,0.05,nan,449,TailGate Beer,San Diego,CA
52,945,Citrafest,American IPA,16.0,0.065,48.0,27,450 North Brewing Company,Columbus,IN
54,2219,Scarecrow,American IPA,16.0,0.069,65.0,27,450 North Brewing Company,San Diego,IN
2102,2074,Blacktop Blonde,American Blonde Ale,12.0,0.04,70.0,449,TailGate Beer,Angola,CA
58,972,Rude Parrot IPA,American Stout,16.0,0.059,nan,131,7 Seas Brewing Company,College Station,CO
59,866,British Pale Ale (2010),American Pale Ale (APA),16.0,0.054,30.0,481,7 Seas Brewing Company,Gig Harbor,WA
2107,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0,0.045,20.0,45,Tallgrass Brewing Company,West Chester,KS
60,1397,British Pale Ale,English Pale Ale,16.0,0.054,30.0,206,7 Seas Brewing Company,Greenville,WA
2108,14,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0,0.059,nan,45,Tallgrass Brewing Company,Manhattan,MA
62,1399,Wolfman's Berliner,American IPA,12.0,0.038,nan,279,7venth Sun,Dunedin,FL
64,431,Colorado Native (2011),American Amber / Red Lager,12.0,0.055,27.0,462,AC Golden Brewing Company,Golden,OR
65,516,Jockamo IPA,Scottish Ale,12.0,0.065,52.0,44,Abita Brewing Company,Arrington,CA
66,515,Purple Haze,Fruit / Vegetable Beer,12.0,0.06,13.0,533,Abita Brewing Company,Brooklyn Center,LA
67,514,Abita Amber,Belgian IPA,12.0,0.045,nan,533,Abita Brewing Company,Abita Springs,MA
