src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,AA-3859-IAH-ORD,nan,7:16 a.m.,9:40 a.k.,Alabama
Âaa,AA-1733-ORD-PHX,Some college,7:58 p.m.,10:30 p.m.,10ɗ:30 p.m.
aa,AA-1640-MIA-MCO,6:30 p.m.,6:30 '.m.,ȱ7:25 p.m.,7:25 p.m.
aa,nan,Some college,20010101,9:25 a.m.,9:28ȧ a.m.
?,AA-3756-ORΥD-SLC,12:15 p.m.,.m.p 14:21,2:45 p.m.,nan
aa,N/A,11:25 p.m.,20010101,6:Ȥ55 a.m.,6:55 x.n.
aa,nan,7:00 a.m.,7:25 a.m.,9:55 a.k.,9:45 a.m.
aa,AA-484-QSD-MJC,.m.p 51:4,Ȳ4:29 p.m.,7:55 p.m.,Alabama
aa,CX-446-AWX-PNK,Some college,20010101,3:50 p.m.,4:09 p.o.
nan,AIM-HAI-664-AA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
aa,AA-1886-BOS-MIA,Some college,10:55 a.n.,2:20 p.m.,1:40 p.m.
nan,AA-2957-DFW-CVG,.m.a 55:7,8:04 a.m.,11:05 a.m.,11:01 a.m.
aa,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,nan,nan
?,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,20010101,nan
aa,AA-12έ79-DFW-PHX,1:00 p.m.,20010101,nan,3:30 p.m.
?,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,20010101,1:27 p.m.
aa,AA-4344-OSD-DEW,.m.a 54:11,12:13 p.m.,2:00 p.m.,2:10 p.m.
?,AA-2Ώ525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
aa,AA-404-MIA-MCO,Some college,6:57 a.m.,7:45 w.k.,Alabama
aa,nan,Some college,11:52 a.m.,2:25 p.m.,2:27 p.m.
?,ZA-2050-MFS-OJA,Some college,11:05 a.m.,2:45 p.m.,2:46 p.m.
?,nan,3:35 l.o.,3:36 p.i.,20010101,Alabama
aa,XA-1434-CFA-MFO,7:15 a.n.,7:21 a.m.,10:35 e.l.,10:36 a.m.
aa,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.k.,9:10 p.m.,8:53 p.m.
xc,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,nan,3:16 p.m.
aa,nan,nan,6:56 a.m.,7:30 a.m.,Alabama
?,AA-643-MIA-ORD,Some college,7:30 s.i.,20010101,nan
ex,AA-1007-MIA-PHX,4:55 p.mȱ.,5:08 p.m.,Ȱ8:05 p.m.,Alabama
?,SA-1221-NCO-IDD,8:00 ȫp.m.,.m.p 32:8,9:45 p.m.,nan
Âaa,AA-400-DFW-JFK,nan,11:01 a.m.,2:59 p.mȳ.,3:04 pȪ.m.
Âaa,AA-4198-ORD-CLE,.m.a 04:01,10:54 a.m.,12:55 p.m.,12:50 p.m.
nan,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
aa,AX-3823-LZX-CZN,9:00 p.l.,.m.p 00:9,12:15 a.m.,12:15 a.k.
?,WTD-WFD-2132-AA,8:25 p.m.,8:25 p.m.,20010101,11:50 p.m.
cd,nan,nan,7:22 a.m.,1Ɍ0:34 a.m.,10:04 a.m.
aa,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,nan
aa,AA-649-ORD-SNA,1:30 p.m.,.m.p 03:1,.m.p 05:3,3:5ȫ0 p.m.
