ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
460,flightview,nan,8:05 w.m.,8:00 a.m.,11:35 a.mɎ.,.m.a 23:11
1185,nan,AA-404͗-MIA-MCO,nan,6:57 a.k.,7:45 a.m.,7:40 a.m.
2325,world-flight-tracker,AA-1733-OED-LVV,nan,7:58 p.m.,10:3ɗ0 p.m.,10:30 p.m.
956,?,UA-2314-ATL-PHL,2:55 p.j.,2:55 l.k.,20010101,nan
1216,nan,WW-789-LWF-DET,1:05 p.m.,1:19 p.m.,nan,3:13 p.m.
1516,mmocetylf,CO-89-IAH-EWR,Some college,6:02 a.m.,10:20 a.m.,Alabama
770,flightexplorer,UΆA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,.m.p 13:4,4:Ȭ23 p.m.
1686,wunderground,CO-63-EWR͂-IAH,nan,5:22 p.m.,8:22 p.m.,8:03 p.m.
131,helloҒflight,nan,2:35 p.m.,2:44ȭ p.m.,4:05 p.mȬ.,3:43 i.l.
2136,businesstravellogue,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
1483,nan,AA-8̹5-JFK-SFO,3:05 p.m.,20010101,6:30 p.m.,Alabama
331,we˰ather,UA-3099-PHX-PHL,Some college,11:55 a.m.,6:17 p.m.,5:38 p.m.
1239,myrdteplak,CO-1090-BOS-IAH,9:Ȧ45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
467,?,CO-1088-CLE-IAH,Ƞ8:40 a.m.,20010101,10:5Ɏ4 a.m.,nan
2170,gofox,CO-52-IAH-LAX,7:35 q.m.,7:29 a.m.,nan,9:14 a.m.
1639,dro,AA-3842-MSP-ORD,6:00 a.m.,20010101,7:30 a.m.,7:51 a.m.
1096,foxbusiness,CO-1023-IAH-DEN,Some college,20010101,1:17 '.j.,1:14 p.m.
1131,foxbusiness,AA-1522-SFO-ORD,11:55 p.m.,nan,20010101,5:50 a.m.
1295,myrateplan,LA-6273-YJR-SYO,7ȣ:35 a.m.,7:27Ȥ a.m.,9:43 a.m.,8:45 a.m.
861,flights,AA-643-MIA-ORD,7:10 a.k.,7:3Ȟ0 a.m.,9:35 a.m.,nan
