ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,64,12,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345,Fhkoq Tngud GP Dene Pmlgadeuylsnioi Vxxrus CJA Xdjymjy.,ENG,The Journal of infectious diseases,J. Infect. Dis.,1537-6613,-1,-1,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,fgg,Indian journal of ophthalmology,Indian J Ophthalmol,0301-4738,54,4,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],Some college,Pain Medicine,nan,nan,84,0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,803653,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,nan,1558-0520,33,4,1/15/10,835-40,{Lauren C Pinter-Brown}
6,98234,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,Pain Medicine,nan,nan,10,4,1/9/01,185-91,{C. L. RomanoG. MineoC. BoຠnoraD. Romano}
7,823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,Br Med Bull,British medical bulletin,0007-1420,29,2,1/1/73,Some college,{B N PrichardJ W Black}
8,217927,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,Pain Medicine,nan,nan,164,1,1/1/07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,396821,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,nan,1385-4046,nan,7,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,379988,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,Pain Medicine,nan,nan,79,¤938,1/ř22/15,158-61,{K. FoeoijbH. BmnafuK. Merzwxynsyi}
11,184417,20010101,nan,Transportation Research Part D-Transport and Environment,nan,1361-9209,14,5,1/9/01,317-325,nan
12,729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,International journal of clinical and experimental medicine,Int J Coit Exk Mwa,1940-5901,8,6,1/15/01,10213-10224,}H nauYX iLX ihSH gnaYM uohZY iLJ iLM gnaY{
