ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
131,nan,nan,101 hospital circle,eoprj,nan,luverne,an,36049,nan,3343353374,acute care hospitals,Alabama,yes,pueuimnje,pn-2,pnvymoniw patiakts xsrxvseb sna gmveu ltvbmoziewak vsbfinaviju,25%,16 patients,Alabama
664,10032,Alabama,nan,empty,empty,wedowee,al,36278,randolph,nan,ac߄ute care hospitals,government - local,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),Afghanistan,eiovf,Alabama
872,10044,retnec lacidem lanoiger noiram,1256 military street south,empty,empty,hamilton,al,nan,mʆarion,nan,acute care hospi߄tals,voluntary non-profit - private,yrs,suggpral yggdeyojb prevwbripn,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,87%,15 patients,Alabama
100,10007,nan,70ϳ2 n main st,eilgb,empty,opp,nan,36467,covington,3344933541,acute care hospitals,Alabama,no,heart attack,ami-7a,nan,tm'ej,0 patients,cl_wmi-7a
373,nan,retnec lacidem tsewhtron,0,empty,empty,20010101,aÍl,49553,marion,2054ȑ877736,acute care hospitals,nan,nan,slcgical nndeetupn pvvvenyyln,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,nan,al_scip-inf-1
88,nan,eliza coffee memorial hospital,0,empty,eȯmpty,flor͎ence,Íal,35631,lauderdale,2567688400,acude bwge hmsoitauv,voluntary non-profit - other,nan,surgical infection prevention,0,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,nan
459,10019,latipsoh lairomem rellek neleh,1300 south montgomery avenue,nan,0,sheffield,al,35660,jefferson,2563864556,sgjte care ipspiyalw,government - hospital district or authority,yes,furgmcal mnxecyion pgsvenviom,adyk-datd-2,yregrus rieht retfa dna erofeb tsuj doirep eht gnirud srekcolb ateb eht no tpek erew ohw latipsoh eht ot gnimoc erofeb srekcolb ateb dellac sgurd traeh gnikat erew ohw stneitap yregrus,81%,nan,Alabama
331,11111111,xcgyigfelokw iekpgiau fod'ltal,301 east 18th st,nan,eȯmpty,annistoͪn,al,36201,canhjjn,2562358900,acute care hospitals,proprietary,ycs,surgical infection prevention,scip-card-2,yregrus rieht retfa dna erofeb tsuj doirep eht gnirud srekcolb ateb eht no tpek erew ohw latipsoh eht ot gnimoc erofeb srekcolb ateb dellac sgurd traeh gnikat erew ohw stneitap yregrus,83%,23 patients,al_scip-card-2
215,10011,nan,50 medical park east drive,empty,xm'ry,nan,al,nan,jefferson,11111111,nan,voluntaryஈ non-profit - private,nan,nan,sci͹p-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,0,al_scip-inf-3
467,11111111,dale medical center,126 hospital ave,0,nan,oaswl,al,nan,Afghanistan,nan,nan,Alabama,ged,heart attack,ƕami-1,nan,100%,11 pϪatients,wl_aiu-1
122,10008,Alabama,101 gowpytek cogcjv,ȯempty,nan,luverne,la,36049,crrnsiaw,3343353374,acute care hospitals,government - federal,nan,hecre qttezy,ami-3,)dsvl( noitcnufsyd cilotsys ralucirtnev tfel rof bra ro rotibihni eca nevig stneitap kcatta traeh,empty,0 patients,Alabama
615,1002ú7,elba general hospital,987 drayton street,empty,em[ty,elba,al,36323,Afghanistan,3348972257,nan,voluntary non-profit - other,nan,noitneverp noitcefni lacigrus,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots af⢀ter certain types of surgeries,empty,ȯempty,al_scip-vte-1
21,11111111,southeast alabama medical center,elcric kralc ssor 8011,vkkty,0,20010101,aÍl,20010101,ho̐uston,3347938701,Alabama,nan,nan,nan,ami-2,heart attack patients given aspirin at discharge,99%,stneitap 615,Alabama
