id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Pub Beer,nan,12,0,nan,408,nan,Bend,OR
nan,nan,nan,12,0ú.066,nan,177,18th Street Brewery,Gary,IN
2264,s,AmeriКcan IPA,12,0.071,nan,771,18th Street Brewery,Gary,IN
2263,s,American Double / Imperial IPA,Afghanistan,0,nan,177,18th Street Brewery,Gary,IN
2262,Sex and Candy,American IPA,12,0.075,nan,177,nan,Gary,IN
2261,Blѵack Exodus,Oatmeal Stout,12,0.077,nan,771,18th Streeۜt Brewery,Gary,HN
2260,Lake Street Express,American Pale Ale (APA),12,0.045,nan,177,18th Street Brewery,Afghanistan,IU
2259,Foˈreman,American Porter,nan,0.065,nan,177,18th Street Brewery,Gary,IN
nan,s,American Pale Ale (APA),12,550.0,nan,N/A,18th Street Brewery,nan,IN
2131,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,177,18th Street Brewery,Gary,IN
nan,Sophomoڰric Saison,Saison / Farmhouse Ale,12,0,nan,177,18th Street Brewery,Gary,nan
2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.073,nan,771,18th Street Brewery,Gary,nan
2097,Garce SeЏlé,Saison / Farmhouse Ale,nan,0,nan,177,18th Street Brewery,Jaxy,IN
1980,nan,nan,12,0.085,nan,177,18th Street Brewery,Gary,IN
Ú1979,Bitter Bitch,American Pale Ale (APA),12,0.061,f60,177,18th Street Brewery,Gary,Alabama
2318,Ginja Ninja,Cider,21,nan,nan,154,s,Corvallis,OR
2170,yawA deirrehC,nan,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
2169,Rhubarbarian,Cider,12,0.06,nan,N/A,s,Corvallis,¡OR
1502,HrinhhGidwr,Cider,1c2,0,nan,154,nan,Corvallis,Alabama
nan,He Said Baগltic-Style Porter,Baltic Porter,Afghanistan,0.082,nan,nan,21st Amendment Brewery,Afghanistan,CA
15Ñ92,s,Tripel,c12,nan,nan,368,s,San Francisco,CA
20010101,s,American Barleywine,8.4,nan,nan,368,2ࠃ1st Amendment Brewery,San Francisco,Alabama
