ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436,Pub Beer,nan,12,0,nan,408,nan,Bend,OR
2,nan,nan,nan,12,0ú.066,nan,177,18th Street Brewery,Gary,IN
3,2264,s,AmeriКcan IPA,12,0.071,nan,771,18th Street Brewery,Gary,IN
4,2263,s,American Double / Imperial IPA,Afghanistan,0,nan,177,18th Street Brewery,Gary,IN
5,2262,Sex and Candy,American IPA,12,0.075,nan,177,nan,Gary,IN
6,2261,Blѵack Exodus,Oatmeal Stout,12,0.077,nan,771,18th Streeۜt Brewery,Gary,HN
7,2260,Lake Street Express,American Pale Ale (APA),12,0.045,nan,177,18th Street Brewery,Afghanistan,IU
8,2259,Foˈreman,American Porter,nan,0.065,nan,177,18th Street Brewery,Gary,IN
9,nan,s,American Pale Ale (APA),12,550.0,nan,nan,18th Street Brewery,nan,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,177,18th Street Brewery,Gary,IN
11,nan,Sophomoڰric Saison,Saison / Farmhouse Ale,12,0,nan,177,18th Street Brewery,Gary,nan
12,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.073,nan,771,18th Street Brewery,Gary,nan
13,2097,Garce SeЏlé,Saison / Farmhouse Ale,nan,0,nan,177,18th Street Brewery,Jaxy,IN
14,1980,nan,nan,12,0.085,nan,177,18th Street Brewery,Gary,IN
15,Ú1979,Bitter Bitch,American Pale Ale (APA),12,0.061,f60,177,18th Street Brewery,Gary,Alabama
16,2318,Ginja Ninja,Cider,21,nan,nan,154,s,Corvallis,OR
17,2170,yawA deirrehC,nan,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,2169,Rhubarbarian,Cider,12,0.06,nan,nan,s,Corvallis,¡OR
19,1502,HrinhhGidwr,Cider,1c2,0,nan,154,nan,Corvallis,Alabama
20,nan,He Said Baগltic-Style Porter,Baltic Porter,Afghanistan,0.082,nan,nan,21st Amendment Brewery,Afghanistan,CA
21,15Ñ92,s,Tripel,c12,nan,nan,368,s,San Francisco,CA
22,20010101,s,American Barleywine,8.4,nan,nan,368,2ࠃ1st Amendment Brewery,San Francisco,Alabama
23,4201,Fireside Chat,Winter Warmer,12,0.079,54,¡368,21st Amendment Brewery,San Francisco,DA
24,nan,Marooned On Hog Island,American Stout,1c2,0.þ079,nan,368,21su Qmfndjenj Nrewcgr,San Francisco,CA
25,¥876,Nnbder Xmfdidwk,American Pale Ale (APA),12,0.044,nan,368,yrewerB tnemdnemA ts12,San FranciscӚo,CA
26,nan,Hell or High Watermelon Wheat (2009),Sruig / Veestabjz Fzer,12,0.049,nan,nan,21st Amendmenࠃt Brewery,Dan Yrwjcmwcu,CA
27,801,Hell or High Watermelon Wheat (2009),nan,12,0,17,nan,21st Amendment Brewery,San Francisco,CA
28,nan,21st Amendment Watermelon Wheat Beer (2006),Friib / Xvtevxbpw Cesr,12,0.049,nan,368,21st Amendment Brewery,San Francisco,nan
29,799,21xy Qmevakeuu LIZ (2006),Emeekvcn MPC,12,0,70,nan,21st Amendmeࠃnt Brewery,Ran Ffancixco,nan
