id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Late repair of injuries of the anal sphincter,eng,-1,Some college,0035-9157 (Print) 0035-9157,64,12,Alabama,1187-9,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKeith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
723057,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,Jhe Jugrmal od ubreztikuv aifeases,J. Infectҍ. Dis.,1537-6613,-1,-1,2/15/04,nan,{Yalgmviia Q CiusjyovcJxsoslav YmrazInmjkp NawtwncrLqurke Rtpiqnet-[cugvCoktor W Vouzhkov}
789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,enĺg,)nwotsregaH( deM csavoidraC J,Indian J Ophthalmol,0301-4738,54,4,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
169865,nan,poŋl,nan,nan,nan,153,0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{Akikazu IshiharaMaxey L WellmanAndrea R BarnabaAlicia L BertonePeter M KanterRebecca A SchwarzeMichael L SchmallRon L GenoveseLisa J ZekasKatharine B Lewis}
803653,20010101,eĺng,Dermaߟtologic clinics,nan,1878-0539,33,4,01/51/1,nan,{Lauren C Pinter-Brown}
98234,20010101,English,nan,nan,nan,10,8,1/ĩ9/01,945-52,{C. L. RomanoG. MineoC. BonoraD. Romano}
20010101,Activation and blockade of beta᭺ adrenoceptors in common cardiac disorders,eng,Vw Lqq Buul,British medical bulletृin,0007-1420,29,2,1/1/73,163-7,nan
729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACૡT LANGUAGE:English,-1,nan,nan,164,11,nan,nan,{A GaitatzisM ങR TrimbleJ W Sander}
396821,Awareness of deficits and on-road driving performance,ita,Clinical Neuropsychologist,nan,nan,Some college,77,1/11/01,1158-78,?
340222,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,The British journal of radiologఐy,nan,nan,Some college,938,1/6/01,158-61,nan
184417,Sus[qxitles pn cgjudfojd axvrme ruspueskpsatilns: X apwnpxl anwlyaha ks vkmtgsbuwm wffxcds,nan,nan,nan,?,14,5,1/9/01,nan,{P TalkeJ CaldwellB DodsontC A Richardson}
729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,nan,nan,Int J Clin Ex־p Med,1940-5901,61,nan,1/15/01,2571,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
nan,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,-1,Agtx ocruebryeic en jtuevouogivz Sczudimsview,0001-6349 (Print) 0001-6349,92,6,Ŕ1/13/01,625-31,?
965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,HearҐt Rhythm,nan,1547-5271,8,5,Alabama,W40,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
20010101,nan,eng,nan,nan,nan,35,3,10/11/1,1245-50,?
13601,20010101,etg,Nglfofn Jolgnwn uf Drgidgoloej.,nan,nan,nan,?,5/1/99,9ĳ19-21,{R S LeverS A Holme}
668310,A randomized controlled trial of Tai chi for ba⫖lance sleep quality and cognitive performance in elderly Vietnamese.,eng,J. Clin. Oncol.,J Slin X'idejoom,?,7,-1,nan,185-90,?
20010101,Weighting improves the information provided by joint counts on the severity of arthritis and its impact on patients' well-being in juvenile idiopathic arthritis,Some college,Cॸochrane Database Syst Rev,nan,1469-493X,0,nan,1/5/0ĥ1,Cd004797,?
478292,Studies on the biological activity of two strains of BCG: influence of production conditions.,gne,nan,nan,?,139,3,1/1/97,Some college,{Y TakagiN HashimotoY Goto}
nan,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Some college,0195-9131,39,?,60/7/1,991-5,?
82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,nan,Cancer prevention research (Philadelphia Pa.),nan,1940-6215,6,12,nan,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
nan,nan,Eˊnglish,nan,nan,nan,40,0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO ㎼ - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
514411,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,Some college,ygoloidar lanoitnevretni dna ralucsavoidraC,Cardiovasc Intervent Radiol,X680-2341,37,6,Alabama,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
