ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
131,422857,Improvement of action tremor by chronic cortical stimulation,nan,Journal of the American Geriatrics Society,J.Am.Geria֣tr.Soc.,510.70.0102.lcr.j/6101.01/gro.iod.xd//:ptth -  OD 9838-3300,16,7,nan,1182-7,{Jamehl L. DemonsJeff D. WilliamsonKathryn E. CallahanJames LovatoJanice S. LawlorHal H. AtkinsonAnn LambrosFra䀉nklin S. WatkinsKaycee M. SinkBrooke R. DavisMary F. Lyles}
664,681305,Pooled analysis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,eng,PLoS One,PloS onˠe,Ǉ1932-6203,-1,nan,1/10/01,560301e,nan
872,788507,20010101,nan,Bmj Open,nan,20Ǉ44-6055,4,5,nan,e004623,{Thirimon Moe-ByrneDuncan ChambersMelissa HardenᦕCatriona McDaid}
100,420138,Dietary practices of ballet jazz and modern dancers,nan,nan,J Am Diet Assoc,1878-3570,92,3,1/1/92,319-324,?
373,nan,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,Energy Policy,nan,0301-4215,51,0,1/12/01,298-308,{W. YuRऌ. PaganiL. Huang}
88,220950,nan,eng,nan,nan,nan,4,11,1œ/12/01,nan,{S. GosaviS. Gosavi}
459,nan,Acktg ahv [evdpveduv Kmseuptgative Pqin afutf Bcradt Smenarb,nan,enicideM niaP,nan,nan,nan,4,1/15/01,708-715,{N. Klauber-DeMoreK. FechoN. R. MillerᩂW. S. BlauS. A. MerrittC. S. Hultman}
331,352040,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,-1,nan,1533-7731,20,2,1/Ŕ13/01,26-Jan,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
215,77389,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer pat⻆ients.,eng,Critical reviews in oncology/hematology,Spine,9945-9100,84,nan,1/12/10,130-48,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
467,20010101,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases,Some college,nan,nan,?,95,0,1/15/01,100A,{Z. MalekiO. Nikolskaia}
122,843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,nan,Trans. R. Soc. खTrop. Med. Hyg.,1071-1007 (Print) 1071-1007,601,nan,1/12/02,Some college,}yekrahS B assylAnoskcaJ arbeDztivokniM S aihtnyCarpohC yekciMhcniW J reteP{
615,20010101,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,eng,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Catheter Card১iovasc Interv,nan,n77,5,1/11/04,617-22,{Gilles MontalescotGordon FitzGeraldKurt G Barringhaus[Collective Name] GRACE InvestigatorsFrans Van de WerfJoel M GoreDavid D McManusJos L_pez-Send_nPhilippe Gabriel StegKay Lee Park}
21,8ą2614,Njeppqjs mztqfolite a'o-10'-nycoleniiw xcyd hnnobitd dhxnjylhybrofajjnt-knijiatce hich ycb eiet-krployvd ifosylc inxoejmwynub whe thmkrogevexps ih mice.,Some college,nan,Cancer Prev Res (Phila),1940-6215,nan,21,1/13/12,nan,{George E. WoodyAnne GellerEdgar H. AdamsTheodore J. CiceroAlvaro MunozEdward C. SenayJames A. Inciardi}
701,187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,nan,nan,nan,nan,289,nan,nan,nan,{J. OeB. TizgemV. J. BibrjxC. L. BlewcrB. S. ZbeklaL. LadrvD. Ygcklxe}
72,826030,A ckgnytove gehavimr ittesgentiob [glgtzm in cjien dinh tncxpoakifa wnqsr paht--a pyokd vdgey,eng,Epilepsy research,Some college,14ǉ74-5151,11,2,1/12/01,183-9,?
107,764224,20010101,nan,nan,nan,nan,52,3,1/12/01,255-62,?
271,836847,Thoracic Aortic Aneurysm: Reading the Enemy's Playbook,nan,Curr. Probl. Cardiol.,nan,-10475,nan,5,nan,203-277,{Elefteriades J.A.}
861,470615,Rqn we kmprpve uhx gollof u[ ox astgnqric [atiwbtw dith avnhlw vdjcetiuhxo pgmjcam (KAKC)? [Ahvvwaft],nan,-1,nan,nan,44,0,1/14/01,P3021,{P. KludingS. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger}
436,49274,Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome,eng,nan,nan,nan,103,0,1/1/86,2562-9 ST  - Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome-,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
103,915463,lairt revossorc dellortnoc-obecalp dezimodnar a :ycneuqerf gnirons esaerced nac srerons ni sdiorets lasaN,Some college,nan,nan,nan,Some college,2,1/15/01,160-6,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
