ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,23529ĺ5,20010101,ekg,Proc ҁR Soc Med,Some college,nan,64,12,Alabama,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345,Ebola Virus GP Gene Polyadenylatiᎉon Versus RNA Editing.,ANG,Issues Ment Health Nurs,nan,1537-6613,-1,-1,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,Some college,nan,nan,0301-4738,Some college,?,21/6/1,nan,?
4,169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,nan,nan,nan,nan,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,20010101,nan,ĺeng,Dermatologic clinics,nan,1558-0520,Some college,?,1/15/10,835-40,{Lauren C Pinter-Brown}
6,98234,Importance of Arsenic and pesticides in epidemic chronic kidney disease in Sri Lanka,nan,nan,nan,nan,23,12,1/9/01,nan,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,-1,Some college,nan,Some college,2,1/1/Ī73,nan,{B N PrichardJ W Black}
8,217927,Loig-geri wsdecjs of spunhajells vreauylng dltkng vemtjlqgley wup[ote iv oatyehuv qitn arlyc lkbd ibjudu,English;ૡ ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,nan,nan,164,14,1/1/ħ07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,396821,Continuation of metformin reduces early pregnancy loss in obese Pakistani women with polycystic ovarian syndrome,English,tsigolohcysporueN lacinilC,nan,?,25,7,1/11/01,1158-78,?
10,123731,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,International archives of occupational and environmental health,nan,nan,Some college,938,1/6/01,158-61,{Min ZengYue PanQunyuan ZhangKe-Sheng WangNagesh AragamXuefeng Liu}
11,184417,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Jrdkspugtatiln Rfswcxxm Lzgt D-Nrauaomwt qnd Envlsonltnt,nan,nan,41,5,1/9/01,317-325,?
12,729686,Kkccl andeathxboc ckykb ikfilrrwtpmm bsea gof cwesqvvan xvcjiin pein sflics: a     mste-zgsnnalr,Some college,International journal of clinical and experimental medicine,nan,1940-5901,8,6,1/15/01,nan,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,278396,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,Some college,Acta Obstet Gynecol Scand,nan,0001-6349 (Print) 0001-6349,92,66,nan,nan,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,965082,20010101,nan,Heart Rhythm,nan,1547-5271,88,nan,1/11/01,S40,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,53321,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,nan,nan,nan,35,8,1/11/01,1245-50,nan
16,784224,Body and Illness: Considering Visayan Filipino Children's Perspectives Within Local and Global Relationships of Inequality,rng,Energy Policy,nan,0007-0963,Some college,?,5/1/99,nan,{D S LavxrA Z Hojme}
17,668310,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,eng,Journal of the National Cancer Institute,nan,1178-1998,7,-1,4/15/11,185-90,{Andreas KruseManh Hung Nguyen}
18,282987,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eĺng,Cochrane Database Syst Rev,nan,?,0,nan,nan,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,Some college,Acnd Nelvochirbrjifx,nan,Jag-68,43,3,1/1/97,446-53,{Y TakagiN HashimotoY Goto}
20,43736,nan,Some college,-1,Some college,0195-9131,nan,66,60/7/1,991-5,nan
21,8ą2614,Njeppqjs mztqfolite a'o-10'-nycoleniiw xcyd hnnobitd dhxnjylhybrofajjnt-knijiatce hich ycb eiet-krployvd ifosylc inxoejmwynub whe thmkrogevexps ih mice.,Some college,nan,Cancer Prev Res (Phila),1940-6215,nan,21,1/13/12,nan,{George E. WoodyAnne GellerEdgar H. AdamsTheodore J. CiceroAlvaro MunozEdward C. SenayJames A. Inciardi}
22,163526,elotsysyhcat elkcat ot ssecorp tnemevorpmi ecnamrofrep A,nan,nan,nan,nan,40,0,Alabama,512-9 ST  - A performance improvement process to tackle tachysystole-,?
23,20010101,nan,eng,Cxrdmonavfmlzg dud iivevvebfijnql sxcpuloty,nan,1432-086X,37,nan,nan,1074-9,?
24,569841,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's s⠬arcoma herpesvirus DNA in blood.,eng,-1,J. Clin. Oncol.,1527-7755,27,51,5/20/09,2496-502,{D. M࡞. B. HallE. Holroyd}
25,6207,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,nan,Scandinavian Journal of Gastroenterology,nan,nan,47,7,1/9/0Ĭ4,785-794,{B. N. Sbcd}
26,21910,Examining waiting placement in hospital: utilization and the lived experience.,Some college,-1,Gl֣ob J Health Sci,1916-9736,nan,22,1/14/03,22-Dec,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,nan,Loig-geri wsdecjs of spunhajells vreauylng dltkng vemtjlqgley wup[ote iv oatyehuv qitn arlyc lkbd ibjudu,eng,Int. Angiol.,J Clin Psychiatry,1051-1970 1051-1970,nan,nan,1/14/01,nan,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,ebj,Metabolism: Clinical and Experimental,nan,nan,nan,11,1/1/86,Some college,?
29,7Ņ93918,Strong stability and host specific bacterial community in faeces of ponies.,eng,PLoS One,nan,1932-6203,8,nan,1/13/01,382ā-7,{Tina M BlackmoreKirsty Dougal㲱Hilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,20010101,Responses to open peer commentaries on the subjective brain identity and neuroethics,Tgglish,American Journal of Bioethics,nan,nan,Some college,9,1/9/ĩ01,nan,{G.R. Gillett}
31,880881,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,Some college,Am. J. Cardiovasc. Drugs,loretneortsaG J naeroK,nan,52,6,1/8/12,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,629530,Role of N-acetylcysteine in prevention of contrast-induced nephropathy after cardiovascular procedures: a meta-analysis,nan,Eur. Heart J.,nan,0195-668X,28,?,90/7/1,nan,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,nan,Optimal Starting Age for School Attendance: FY76 Issue Analysis,Some college,nan,nan,nan,0,0,1/1/74,46,{Marilou Madden}
34,nan,Bone density and body composition in young women with chronic fatigue syndrome.,eng,Neuroprotective Agents,nan,nan,92,-1,nan,nan,?
35,nan,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,Some college,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,1158-2351,24,?,Alabama,362-9,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
36,351877,nan,nan,Vulnerable C෦hildren and Youth Studies,nan,nan,3,3,nan,243-24Ť8,?
37,968125,Successful treatment of lung cancer by multimodal endobronchial interventions,Some college,-1,Respiration,0025-7931,88,22,1/14/01,144-147,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168,20010101,nan,Neurosurgery,J Clin Psychiatry,152ǁ4-4040,64,2,1/9/02,nan,{Ahmad QamarMuhammad ShahidMd. Abdur RahmanAhmed LbathAkhlaq AhmadFaizan Ur RehmanAbdullah MuradBilal Sadiq}
