id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,nan,0035-9157 (Print) 0035-9157,64,0,1/12/01,1187-9,{A. G. ParksJ. F. McPartlin}
498345,Development of a SNP genotyping panel and a medical decision support algorithm to predict drug response in schizophrenia,nan,The Journal of infectious diseases,J. Infect. Dis.,0039-2499,0,0,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
789958,Life stress and the long-term treatment course of recurrent depression: III. Nonsevere life events predict recurrence for medicated patients over 3 years,eng,Indian journal of ophthalmology,nan,nan,0,4,1/6/12,46-55,{A LucianoG Zoppi}
169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,15,0,1/13/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{Bashir Jiwani}
803653,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,nan,1523-5378,33,4,1/15/10,835-40,{Lauren C Pinter-Brown}
98234,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,nan,nan,nan,10,4,1/9/01,603-11,{C. L. RomanoG. MineoC. BonoraD. Romano}
823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,Br Med Bull,nan,0007-1420,0,4,1/1/91,159-166,{B N PrichardJ W Black}
125072,An exploration of self-reported negative affect by adolescents as a reason for smoking: implications for tobacco prevention and intervention programs,English; ABSTRACT LANGUAGE:English,Journal of Oral & Maxillofacial Surgery,nan,nan,164,1,1/1/07,81-83,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
396821,Awareness of deficits and on-road driving performance,eng,Psychiatric Services.,nan,nan,25,7,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
340222,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,J Appl Physiol,nan,nan,21,-1,1/6/01,158-61,{K. FlemingK. DonatoK. Leszczynski}
184417,Vaginal incisional wound healing in a rabbit menopause model: a histologic analysis.,nan,European journal of preventive cardiology,nan,1475-2727,14,7,1/9/01,317-325,{J. L. LiP. Newcomb}
729686,Effect of (D)-fagomine on excreted Enterobacteria and weight gain in rats fed a high-fat high-sucrose diet.,English,International journal of clinical and experimental medicine,Ann. Med.,1940-5901,8,6,1/15/01,10213-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
278396,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,nan,nan,CNS Spectr,0001-6349 (Print) 0001-6349,1,6,1/8/01,711-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
965082,Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.,nan,Heart Rhythm,nan,1547-5271,20,8,1/11/01,241-242,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
53321,The effects of 4-aminopyridine on neurological deficits in chronic cases of traumatic spinal cord injury in dogs: A phase I clinical trial,eng,nan,nan,nan,35,4,1/13/01,S32-47,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
65723,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,eng,British Journal of Dermatology.,nan,0007-0963,140,5,1/11/10,785-794,{R S LeverS A Holme}
668310,Phase II study to evaluate the safety and efficacy of the oral neurokinin-1 receptor antagonist casopitant (GW679769) administered with ondansetron for the prevention of postoperative and postdischarge nausea and vomiting in high-risk patients,eng,Clinical Interventions In Aging,Clin Interv Aging,1178-1998,7,-1,11/13/12,185-90,{Noritoshi NagayaKenji Kangawa}
785472,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,J Med Toxicol,nan,1469-493X,0,1,1/6/01,e112077,{J. H. LittellM. PopaB. Forsythe}
478292,Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.,eng,Acta Neurochirurgica,nan,1757-1626,139,3,1/1/97,257-8,{C. W. Belter}
43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,CANCER,Med Sci Sports Exerc,0195-9131,24,6,1/7/06,152-5,{Martinez-Indart LCacicedo Jdel HoyoGomez-Iturriaga ACasquero FLopez J LBilbao PO }
