ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
2048,businesstravellogue,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,6:40 p.m.,12:09 p.m.
1,panynj,AA-1522-SFO-ORD,4:55 p.m.,8:52 a.m.,8:05 p.m.,9:45 a.m.
2,boston,AA-1007-MIA-PHX,4:55 p.m.,5:22 p.m.,8:05 p.m.,7:55 p.m.
2051,flightview,UA-854-SFO-IAH,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
4,boston,AA-1007-MIA-PHX,4:55 p.m.,10:10 a.m.,8:05 p.m.,7:55 p.m.
6,flightaware,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,4:31 p.m.,7:55 p.m.
2054,boston,UA-3925-IAD-ORF,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
2055,gofox,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
8,flights,AA-1007-MIA-PHX,4:55 p.m.,2:44 p.m.,8:05 p.m.,4:09 p.m.
2056,helloflight,UA-37-EDI-EWR,9:05 a.m.,11:40 a.m.,2:50 p.m.,1:15 p.m.
9,flightwise,UA-938-DEN-ORD,4:55 p.m.,12:41 p.m.,8:05 p.m.,7:55 p.m.
10,flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,4:56 p.m.
2058,mytripandmore,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
2059,allegiantair,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
12,flytecomm,AA-3804-PHL-ORD,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2062,ua,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,6:40 a.m.,12:09 p.m.
15,helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,5:50 a.m.,7:55 p.m.
2063,usatoday,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,8:06 a.m.
16,myrateplan,AA-1007-MIA-PHX,4:55 p.m.,12:11 p.m.,8:05 p.m.,7:55 p.m.
