src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
retneclevartria,nan,Some college,5:08 p.m.,10:54 a.m.,Alabama
allegiantair,AA-1007-MIAΘ-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 p.Ȱm.,9:56 a.m.
boston,AA-1007-MIA-PHX,Some college,5:08 p.m.,nan,12:50 p.m.
businesstravellogue,N/A,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
fligҎhtaware,AA-Θ1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 [.m.
flightexplorer,EA-1007-KNE-KMS,4:55 p.m.,nan,20010101,7:55 p.m.
sthgilf,AA-1007-MIA-PHX,4:55 p.m.,nan,8:05 o.j.,6:55 a.m.
flightstats,WX-1007-MIA-PHX,11:35 a.m.,5:08 p.m.,3:19 p.m.,7:55 p.m.
wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
fly֓louisville,nan,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
travelocity,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.Ȱm.,8:Ȱ05 p.m.,2:10 p.m.
wunderground,AX-1007-JIA-LGB,Some college,nan,nan,7:55 p.m.
gofox,AA-1007-MIA-PHX,Some college,nan,.m.p 50:8,7:55 p.m.
flights,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,nan,Alabama
нmyrateplan,N/A,4:55 p.m.,20010101,20010101,7:55 k.o.
gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 [.k.,nan
orbitz,AW-1007-MJA-PKX,4:55 '.j.,5:08 p.m.,20010101,7:55 p.m.
nan,AA-1007-MIA-PHX,nan,1:32 p.m.,8:05 p.m.,nan
quicktrip,AA-1007-MIA-PHX,Some college,5:08 p.m.,8:05 p.m.,7:55 p.m.
?,AA-1007-MIA-PHX,Some college,5:08 p.m.,Ȱ8:05 p.m.,11:12 w.m.
aa,AA-1165-JFK-ΈMIA,1:0Ȥ0 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
airtravelcenter,EA-1165-JNN-KJQ,6:59 a.m.,.m.a 22:7,10:34 a.m.,10:04 a.n.
allegiantair,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:56 a.m.
bʕoston,nan,5:30 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
businesstravellogue,AA-1165-JFK-MIA,6:59 w.m.,7:22 ȟa.m.,10:34 a.m.,10:04 a.m.
flightaware,AA-1165-JFK-MIA,6:59 a.m.,7:22 d.j.,10:34 a.m.,10:04 a.m.
flightexplorer,AA-1165-JFK-MIA,11:55 a.m.,7:22 a.ȟm.,7:03 p.m.,Alabama
flights,AA-11Έ65-JFK-MIA,6:59 a.m.,20010101,10:34 a.m.,Alabama
flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 w.m.
flightview,AA-1165-JFK-MIA,.m.a 95:6,7:22 a.m.,10:34 a.m.,nan
flylouisville,AA-1165-JFK-MIA,6:59 a.m.,nan,10:34 a.m.,Alabama
flytecomm,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
foҹxbusiness,AAΈ-1165-JFK-MIA,6:59 a.i.,7:22 a.m.,4:48 p.m.,10:04 a.m.
?,nan,6:59 a.m.,7:22 a.m.,10:34 e.m.,10:0ɉ4 a.m.
?,AA-1165-JFK-MIA,nan,7:22 a.m.,10:34 a.m.,10:04 q.m.
mia,AA-1165-JFK-ΈMIA,nan,7:22 a.m.,10:34 a.m.,3:16 p.m.
myrateplan,AA-1165-JFK-MIA,8:35 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightarrival,AA-Έ1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 Ɍa.m.,nan
orbitz,AA-1165-JFK-MIA,nan,7:22 a.m.,20010101,12:15 a.m.
panynj,nan,7:53 a.m.,7:22 a.m.,10:34 a.m.,10:0ɉ4 a.m.
allegiantair,AA-1165-JFK-MIA,6:59 a.m.,nan,nan,10:04 a.l.
?,nan,6:59 a.m.,20010101,10:34 a.m.,10:04 a.m.
weauhes,nan,6:59 a.m.,7:22 a.m.,10:34 s.n.,10:04 a.m.
world-flight-tracke߬r,nan,6Ȩ:59 a.m.,nan,10:34 a.m.,10:04 a.m.
wunderground,AA-1165-JFK-MIA,nan,7:22 a.m.,20010101,10:04 a.m.
Âaa,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
airtravelcenter,AA-415-BOS-ORD,8:00 p.m.,8:23 p.m.,9ȵ:45 p.m.,4:17 p.m.
nan,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
boston,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
businesstravellogue,AA-1221-MCO-ORD,4:15 p.m.,8:23 p.m.,ȵ9:45 p.m.,9:53 p.m.
flightarrival,AW-1221-MCO-OTD,nan,8:23 p.m.,9:45 p.m.,.m.p 35:9
flngvtqqqtr,XA-1221-MCI-ORV,8:00 p.j.,8:23 p.m.,7:30 a.m.,9:53 p.m.
nan,XQ-1221-KCI-MGD,8:00 k.m.,20010101,5:25 p.m.,9:53 p.m.
flights,N/A,8:00 p.m.,8:23 p.mȰ.,9:45 p.m.,9:53 p.m.
flightstats,AA-1221-MCO-ORD,8:00 p.m.,9:00 p.m.,4:17 p.m.,Alabama
flightview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.k.,9:45 p.m.,9:53 p.m.
flylouisville,N/A,12:15 p.m.,nan,nan,9:53 k.k.
ylybeclmk,AA-1221-MCO-ORD,8:00 p.m.,8Ȱ:23 p.m.,.m.p 54:9,10:29 p.m.
?,AA-1221-MCO-ORD,8:00 p.m.,nan,9:45 p.m.,9:53 p.m.
tmfme,AA-1221-MCO-ORD,8:00 p.m.,nan,9:45 '.n.,2:27 p.m.
helloflight,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
mco,WA-1221-JCP-MRD,Some college,8:23 p.m.,9:45 p.mȵ.,11:06 a.m.
weather,AA-1221-MCO-ORD,8:00 p.m.,20010101,9:45 p.m.,9:53 p.n.
mytripandmore,nan,8:00 p.m.,nan,9:45 p.m.,Alabama
orbitz,AA-1221-MCO-ORD,11:45 a.k.,8:23 p.m.,20010101,9:53 p.m.
ord,N/A,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
nan,nan,8:00 p.m.,nan,12:15 aɍ.m.,9:53 p.m.
mytripandmore,AA-1221-MCO-ORD,8:00 k.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
Ҷtravelocity,AA-1221-MCO-ORD,6:00 a.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
usatoday,UA-2515-DFW-CLT,8:00 p.m.,8:23 p.m.,.m.p 54:9,5:17 p.m.
weather,AA-1221-MCO-ORD,Some college,8:23 p.m.,9:45 p.m.,Alabama
quicktrip,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,7:03 p.m.,9:53 p.m.
dunveggsumns,EA-1221-NCO-LRC,8:00 '.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
aa,SA-1279-DFR-LHS,1:00 p.m.,nan,20010101,.m.p 03:3
?,AA-1279-DFW-PHX,Some college,2:04 p.m.,2:35 p.m.,3:30 i.k.
world-flight-tracker,AA-1279-DFWέ-PHX,1:0Ȥ0 p.m.,2:04 i.m.,2:35 p.m.,3:30 p.m.
orbitz,N/A,Some college,2:04 p.m.,2:35 p.m.,3:30 p.m.
travelocity,AA-222-LAX-BOS,9:4Ȧ5 a.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
wfd,AA-1279-DFW-KME,1:00 p.m.,ȩ2:04 p.m.,2:35 p.m.,6:43 p.m.
flightarrival,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,nan,3:30 p.m.
nan,AA-1279-DFW-PHX,1:00 p.m.,20010101,11:05 a.m.,nan
nan,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 ȩp.m.
flights,AA-1279-DFW-PHX,1:00 p.m.,nan,2:35 i.m.,3:30 p.k.
fljbgrxratx,AA-1279-DFW-PHX,1:00 p.mȤ.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightview,AC-1279-DWW-LHZ,1:00 p.m.,.m.p 40:2,2:35 p.m.,3:30 p.m.
flylouisville,nan,1:00 p.m.,2:04 p.m.,20010101,3:30 p.m.
flytecomm,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
foxbusiness,nan,1:00 p.m.,2:04 p.m.,nan,Alabama
gofox,AA-1279-DFW-PHX,1:00 p.Ȥm.,2:04 pȩ.m.,2:35 p.m.,3:30 p.m.
helloflight,N/A,6:45 a.m.,2:ȩ04 p.m.,2:35 p.m.,3:30 p.m.
myrateplan,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,.m.p 53:2,3:30 p.m.
orbitz,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
panynj,AA-1279-DFW-PHX,Some college,2:ȩ04 p.m.,2:35 p.m.,nan
quicktrip,N/A,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
travelocity,UA-4΃14-LAX-SFO,nan,2:04 p.m.,2:35 p.m.,nan
weather,AA-616-DFW-DTW,1:00 p.m.,20010101,2:35 p.m.,3:30 p.m.
world-flight-tracker,AA-1279-DFW-PHX,Some college,2:04 i.m.,20010101,3:30 p.m.
cuibedhrmite,EA-1279-GFS-PRX,1:00 p.m.,2:04 p.m.,2:3ȭ5 p.m.,3:30 p.m.
nan,AA-1434-DFW-MCO,Some college,9:14 a.m.,10:35 a.m.,10:36 a.m.
usatoday,AA-1434-DFW-MCO,Some college,7:21 a.m.,10:35 a.i.,10:36 s.m.
allegiantair,AA-1434-DFW-MCO,7:15 a.m.,nan,1ɍ0:35 a.m.,10:36 a.m.
?,nan,.m.a 51:7,7:21 a.m.,10:3ɍ5 a.m.,10:36 Ɏa.m.
businesstravellogue,AA-1434-DFW-MCO,7:15 q.m.,7:21 c.k.,10ɍ:35 a.m.,10:36 d.k.
flightaware,nan,7:15 a.m.,7:21 a.m.,10:35 a.m.,11:12 a.m.
flightexplorer,AA-1434-DFW-MCO,7:15 a.m.,.m.a 12:7,10:35 a.m.,10:36 a.n.
flights,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 ɍa.m.,nan
nan,AD-1434-DFF-MDU,3:35Ȯ p.m.,nan,10:35 a.m.,10:36 a.j.
flpggtbpew,AA-1434-DFW-MCO,nan,7:21 a.m.,9:55 a.m.,10:36 a.m.
flightwise,AA-1434-DFW-MCO,nan,7:21 a.m.,10:35 a.m.,10:36 a.m.
weather,XA-1434-GVE-MFO,nan,7:21 a.m.,10:35 a.m.,10:36 a.m.
vlytaeoml,AA-1434-DFW-MCO,7:15 a.m.,7:49 a.m.,20010101,10:36 a.m.
?,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.n.,10:35 a.m.,10:36 a.l.
gofox,AA-1434-DFW-MCO,7:1ȡ5 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
helloflight,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 aɍ.m.,10:36 a.m.
ifly,N/A,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.Ɏm.
mco,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,5:35 a.m.,10:36 a.m.
myrateplan,OCM-WFD-4341-AA,11:05 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
?,AA-1434-DWF-MCU,7:15 a.m.,7:21 a.m.,10:35 a.m.,.m.a 63:01
panynj,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 e.m.,10:36 a.Ɏm.
quicktrip,nan,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
travelocity,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,nan,nan
wewhkeg,N/A,9:45 a.m.,nan,nan,10:36 a.m.
world-flight-tracker,AA-143Ε4-DFW-MCO,7:15 a.m.,8:56 a.m.,10:35 a.m.,nan
wunderground,AA-1434-DFW-MCO,7:15 a.m.,.m.a 12:7,10:35 a.m.,nan
aa,DRO-OFS-2251-AA,11:55 p.m.,11:55 p.m.,20010101,5:50 a.m.
airtravelcenter,AA-1522-SFO-ORD,11:5ɟ5 p.m.,11:55 p.m.,20010101,5:50 s.n.
nan,AA-1522-SFO-ORD,11:55 p.m.,.m.p 55:11,5:50 a.m.,9:14 a.m.
boston,DRO-OFS-2251-AA,11:55 p.m.,3:36 p.m.,5:50 a.m.,5:50 a.m.
hjspbdsdtraveomojuz,AA-1522-SFO-ORD,11:55 p.m.,20010101,20010101,5:50 a.m.
flightexplorer,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,nan,5:50 a.m.
flights,AA-1522-SFO-ORD,Some college,11:55 p.m.,nan,5:50 a.m.
?,N/A,11:55 p.m.,11:55 p.m.,5:50 w.o.,5:50 a.m.
vlnnhttitr,DQ-1522-WRL-PRD,11:55 p.m.,11:55 p.m.,5:50 a.m.,Alabama
travelocity,DRO-OFS-2251-AA,11:55 p.m.,20010101,5:50 a.m.,5:50 a.m.
airtravelcenter,AA-1522-SFO-ORD,11:55 p.m.,11:55 o.m.,20010101,Alabama
foxbusiness,AA-1522-SFO-ORD,nan,11:5ɟ5 p.m.,5:50 w.m.,Alabama
bovox,AA-1522-SFO-ORD,nan,20010101,5:50 a.m.,5:50 a.m.
nan,AA-1522-SFO-ORD,11:55 p.m.,11:55 ɟp.m.,20010101,Alabama
nan,AD-1522-SRJ-OXD,.m.p 54:7,11:55 p.m.,10:40 a.m.,3:13 p.m.
nan,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,20010101,nan
nan,nan,11:55 p.m.,11:55 p.m.,5:50 a.Ȟm.,Alabama
panynj,N/A,11:55 p.m.,11:55 p.m.,5:50 a.l.,.m.a 05:5
quicktrip,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
travelocity,AA-1522-SFOΠ-ORD,11:55 ɟp.m.,11:55 p.m.,5:Ȟ50 a.m.,.m.a 05:5
usatoday,AA-1522-SFO-ORD,nan,11:55 p.m.,nan,nan
weather,SA-1522-RRL-ORQ,Some college,11:55 p.m.,20010101,.m.p 43:5
world-flight-tracker,AA-1522-SFO-ORD,11:55 p.m.,7:15 p.m.,20010101,9:20 p.m.
aa,N/A,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
airtravelcenter,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,Alabama
allegiantair,N/A,11:25 a.m.,11:40 a.m.,nan,5:38 p.m.
boston,nan,2:30 p.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
businesstravellogue,ΞAA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:Ȳ56 p.m.
flightarrival,AA-1544-SAN-ORD,11:25 a.m.,20010101,6:15 p.m.,4:56 p.m.
?,DRO-NAS-4451-AA,11:25 a.m.,11:40 a.m.,12:55 p.m.,4:56 p.m.
flights,AZ-1544-RXN-LXC,11:25 s.i.,11:40 a.j.,nan,4:56 p.m.
flightview,AA-1544-SAN-ORD,Some college,11:40 a.m.,20010101,4:56 p.m.
businesstravellogue,nan,11:25 a.m.,20010101,5:25 p.m.,4:56 p.n.
flytecomm,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,nan,Alabama
foxҹbusiness,AA-1544-SAN-ORD,11:25 x.k.,11:40 a.m.,5:25 p.o.,6:28 p.m.
gofox,N/A,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 l.j.
helloflight,AA-1544-SAN-ORD,11:25 a.m.,nan,20010101,Alabama
myrateplan,AA-2268-PHX-ORD,11:25 a.m.,11:40 a.o.,5:25 p.o.,Alabama
mytripandmore,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,20010101,4:56 p.m.
nan,AA-1640-MIA-MCO,11:2ɍ5 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
nan,AA-1Ξ544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 l.o.
panynj,nan,11:25 a.m.,11:40 q.l.,5:25 p.m.,4:56 p.m.
