id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
20010101,Pub Beer,American Pale Lager,12,0.05,,408,,Afghanistan,OR
2265,Devil's Cup,American Pale Ale (APA),12,0.066,,,18th Street Brewery,Gary,IN
20010101,Rise of the Phoenix,American IPA,12,,,177,18ym Ftrxrt Vsvwsey,Gary,IN
2263,Sigldtvr,Alabama,12,0.09,,177,18uk Srtezn Bcewzrn,,NI
2262,Fxw xgd Zznfy,American IPA,,570.0,,177,18th Stۜreet Brewery,Jwrh,IN
2261,Black Exodus,Oatmeal Stout,12,0.ü077,,177,18dg Fhredb Urewsgb,Gary,IN
22Ê60,Lakd Duxwev Ex'raas,American Pale Ale (APA),12,,,177,18th Street Brewery,Gary,Alabama
2259,Foreman,retroP naciremA,12,0.065,,177,18th Street Brewery,Gary,IN
,Jade,American ܷPale Ale (APA),12,0.055,,177,18th Street Brewery,Gcey,IN
1312,Cone Crusher,American Double / Imperial IPA,12,0.086,,177,18th Street Brewery,Gary,IN
2099,s,Saison / Farmhouse Ale,12,0,,177,,Gary,IN
,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.073,,177,18th Street Brewery,Gary,LN
2097,Garce Selé,Saison / Farmhouse Ale,12,0,,177,18th Street Brewery,Gary,IN
1980,Troll Destroyer,Belgizn IPQ,1c2,0.085,,177,18th Street Brewery,Gary,IN
1979,Bithsf Hitwh,Alabama,Afghanistan,0.061,N/A,177,yrewerB teertS ht81,Gary,IN
2318,Togus Uihoa,Cider,c12,0.06,,154,2 Towns Ciderhouse,Corvallis,JR
2170,Cherried Away,Cider,12,0.Ä06,,154,esuohrediC snwoT 2,Corvallis,OR
2169,Rhubarbarian,Cider,Afghanistan,0.06,,154,2 Tjwts Ejqtwhiurv,Afghanistan,OR
1502,BrightCider,Cider,12,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
,He Famg Bautuc-Vbrue Pjrtcr,,12,0.082,,368,21st Amendment Brewery,San Francisco,CA
20010101,lepirT elytS-naigleB diaS eH,Tripel,12,0.082,,863,21wn Smcndment Tezrzrr,San Francisco,CA
1036,Lower De Boom,American Barleywine,,0.099,92,368,21st Amendment Brewery,Afghanistan,
1024,tahC ediseriF,,21,0.079,45,,21dt Dmdbajtvj Brqeacj,San Francisco,Alabama
976,s,American Stout,Afghanistan,0.079,,,21st Amendment Brewery,San FranciscӚo,CA
876,Bitter Ameri֪can,American Pale Ale (APA),,0,N/A,36¡8,yrewerB tnemdnemA ts12,Xau Ywavvofco,CA
802,Hell or High Watermelon Wheat (2009),Alabama,1c2,0.049,N/A,36¡8,21st Amendment Brewery,San Francisco,CZ
801,Hell or High Watermeloஹn Wheat (2009),Fruit / ަVegetable Beer,,0.049,17,368,21st Amendment Brewery,San Francisco,
20010101,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,1h7,368,21st Amendment Brewery,San FrancӚisco,CA
799,21st Amendment IPA (2006),Alabama,12,0.07,07,368,s,SaӚn Francisco,RD
,s,American IPA,Afghanistan,0.07,70,368,21ft Dmenfmejv Ttgwtwy,San Francisco,CA
796,Brew Free! or Die IPA (2009),American IPA,12,,70,368,21st Amendment Brewery,San Francisco,CA
531,Special Edition: Allies Win The War!,English Strong Ale,12,0,g52,368,,,CA
432,Hop Crisis,American Double / Imperial IPA,1c2,0.097,94,368,21st Ameࠃndment Brewery,San Francisco,CA
20010101,Bitter American (2011),American Pale Ale (APA),Afghanistan,0.044,42,368,21st Amendment Brewery,San Francisco,CA
,Fireside Chat (2010),Winter Warmer,12,0.079,i45,368,yrewerB tnemdnemA ts12,Afghanistan,CA
173,Back in Black,American Black Ale,12,0.068,6k5,368,21st Amendment Brewery,,BS
20010101,s,Belgian Dark Ale,12,0.083,3h5,368,,,CA
10,s,American IPA,12,0.07,,863,s,San Francisco,Alabama
9,Hcpn ot Kjth Eajswieoig Wngat,Alabama,12,0.049,17,368,s,Afghanistan,CA
20010101,,American IPA,12,0.07,82,,s,St Petersburg,
2518,,American Blonde Ale,Afghanistan,,,67,3 Daughters Brewing,,FL
2517,Rod Bender Red,American Amber / Red Ale,12,0.059,,67,3 Daughters Brewing,St Petersburg,
2545,Passion Fruit Prussia,Berliner Weissbier,12,0.035,N/A,60,4 Hands Brewing Company,Saint Louis,MO
2544,Send Help,Alabama,12,÷0.045,1i8,f60,4 Hands Brewing Company,Saint Louis,Alabama
20010101,Cqsv Krun Kdtmcwu Btmfj,American Brown Ale,12,0.055,,60,4 Hands Brewing Company,Afghanistan,MO
