id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Beasts A'Burnin',Witbier,12,0.05,,495,10 Barrel Brewing Company,Bend,UT
2265,Buried Hatchet Stout,American Pale Ale (APA),12,0.044,,444,18th Street Brewery,San Diego,IN
2408,Rise of the Phoenix,American IPA,12,0.065,,177,18th Street Brewery,Traverse City,CO
2263,Hopkick Dropkick,American Double / Imperial IPA,12,0.09,,429,18th Street Brewery,Gary,IN
753,Snowcat Coffee Stout,American IPA,12,0.056,,177,Foolproof Brewing Company,Gary,IN
982,Black Exodus,Cider,12,0.06,,177,18th Street Brewery,Seattle,MA
2260,Lake Street Express,American IPA,12,0.051,,371,18th Street Brewery,Gary,IN
2259,Foreman,American Porter,12,0.065,,177,Moab Brewery,Gary,IN
2258,Jade,American Pale Wheat Ale,12,0.065,,177,18th Street Brewery,Boonville,KS
1477,Cone Crusher,American Double / Imperial IPA,12,0.086,,177,Bonfire Brewing Company,Gary,CA
2099,Dale's Pale Ale,Saison / Farmhouse Ale,12,0.072,,25,18th Street Brewery,Gary,IN
2098,Regional Ring Of Fire,Saison / Farmhouse Ale,16,0.073,,154,Ciderboys,Gary,IN
2097,Farm Girl Saison,American Strong Ale,12,0.069,,177,18th Street Brewery,Gary,IN
1980,The Lawn Ranger,Belgian IPA,12,0.057,,177,Bonfire Brewing Company,Aurora,VA
1979,Bitter Bitch,American Pale Ale (APA),12,0.061,60,61,18th Street Brewery,Gary,IN
2318,Ginja Ninja,American Amber / Red Ale,12,0.034,,34,2 Towns Ciderhouse,Corvallis,OR
2170,Sudice American Stout,Saison / Farmhouse Ale,16,0.049,,154,Milwaukee Brewing Company,Corvallis,OR
2169,Rhubarbarian,Cider,12,0.06,,154,2 Towns Ciderhouse,Houghton,OR
1502,BrightCider,Hefeweizen,12,0.06,,154,Straight to Ale,Lincoln,OR
1593,Super G IPA,American IPA,12,0.082,,227,Keweenaw Brewing Company,San Francisco,MO
1592,Couch Select Lager,Tripel,16,0.044,,449,21st Amendment Brewery,San Francisco,CA
1036,Lower De Boom,American Barleywine,8.4,0.074,92,17,21st Amendment Brewery,San Francisco,UT
1352,Fireside Chat,Winter Warmer,12,0.079,45,206,21st Amendment Brewery,San Francisco,CA
2493,Marooned On Hog Island,German Pilsener,12,0.079,,368,21st Amendment Brewery,San Diego,CA
876,Bengali Tiger,American Pale Ale (APA),12,0.077,42,351,21st Amendment Brewery,San Francisco,CA
802,Celestial Blonde Ale,Witbier,12,0.065,,368,21st Amendment Brewery,San Francisco,CA
801,Roller Dam Red Ale (2010),American Pale Wheat Ale,16,0.049,17,10,21st Amendment Brewery,Mt. Airy,CA
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.048,,368,Baxter Brewing Company,San Antonio,CA
799,21st Amendment IPA (2006),American IPA,12,0.07,,547,Flat Rock Brewing Company,Eau Claire,CA
