id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1970,Farmer's Daughter Blonde,American Pale Lager,12,0.08,,399,Engine 15 Brewing,Boulder,MI
2265,Fat Badger,American Pale Ale (APA),12,0.066,,510,Iron Hill Brewery & Restaurant,Holland,IN
960,On the Wings of Armageddon,American IPA,12,0.085,,177,Amnesia Brewing Company,Mt. Airy,IN
2263,Sinister,American Double / Imperial IPA,12,0.055,,268,Big Wood Brewery,Hilo,IN
1970,Sex and Candy,American IPA,12,0.035,,177,New Belgium Brewing Company,Lahaina,IN
934,Jack Stout,Oatmeal Stout,16,0.077,,177,18th Street Brewery,Fort Collins,IN
2260,Sundown,American IPA,12,0.045,,4,3 Daughters Brewing,Mishawaka,IN
1480,Humpback Blonde Ale,American Porter,12,0.065,,25,18th Street Brewery,Gary,IN
785,Jade,American Pale Ale (APA),16,0.052,,177,18th Street Brewery,Alpine,KY
1327,Colorado Native,American IPA,16,0.086,,527,Stevens Point Brewery,Longmont,MI
2099,Juke Joint IPA,Munich Helles Lager,12,0.05,,118,Oasis Texas Brewing Company,Gary,IL
559,Undertaker (2014),Saison / Farmhouse Ale,12,0.05,,177,Ska Brewing Company,Grand Rapids,AL
103,Clem's Gold,Hefeweizen,16,0.069,,457,18th Street Brewery,Abita Springs,IN
1980,The 12th Can�?American Pale Ale (APA),Kölsch,12,0.068,,177,18th Street Brewery,Montauk,IN
1411,Bitter Bitch,American Pale Ale (APA),16,0.061,60,548,18th Street Brewery,Grand Rapids,IN
213,312 Urban Wheat Ale (2012),Czech Pilsener,12,0.066,,154,2 Towns Ciderhouse,East Windsor,OR
1643,Cherried Away,Cider,12,0.06,,309,Mikerphone Brewing,Corvallis,OR
2169,P-51 Porter,Cider,12,0.067,,154,Cigar City Brewing Company,Corvallis,OR
2686,Seventh Son Hopped Red Ale,American Pale Ale (APA),16,0.06,,368,2 Towns Ciderhouse,Dolores,NC
2564,He Said Baltic-Style Porter,Baltic Porter,12,0.082,,133,Orlison Brewing Company,San Francisco,OK
1592,He Said Belgian-Style Tripel,Tripel,12,0.08,,365,Mother Earth Brewing Company,Anchorage,CA
2195,Lower De Boom,American Barleywine,8.4,0.099,,131,21st Amendment Brewery,San Francisco,WA
1024,Fireside Chat,Winter Warmer,12,0.079,,368,21st Amendment Brewery,San Francisco,CA
1667,Marooned On Hog Island,Russian Imperial Stout,16,0.079,,368,21st Amendment Brewery,Grand Rapids,CA
876,Ball & Chain (2014),Rauchbier,12,0.041,11,368,21st Amendment Brewery,Sisters,CA
1062,SanTan HefeWeizen (2010),Fruit / Vegetable Beer,12,0.045,17,286,21st Amendment Brewery,San Francisco,CA
801,Pleasure Town,Fruit / Vegetable Beer,12,0.049,11,368,North Country Brewing Company,San Francisco,CA
2582,Troegenator Doublebock,American Pale Ale (APA),16,0.049,32,230,21st Amendment Brewery,San Francisco,CA
1219,Pleasure Town,English Brown Ale,24,0.07,,24,New Orleans Lager & Ale Brewing ...,Buena Vista,CA
389,Brew Free! or Die IPA (2008),German Pilsener,12,0.05,6,368,Hops & Grain Brewery,Stevens Point,CA
796,Saranac White IPA,American IPA,12,0.07,23,331,21st Amendment Brewery,Shelburne,MO
2184,Special Edition: Allies Win The War!,English Strong Ale,16,0.06,100,368,21st Amendment Brewery,San Francisco,MN
970,Hop Crisis,Altbier,12,0.053,,368,21st Amendment Brewery,Phoenix,IL
1120,Chomolungma Honey Nut Brown Ale,American Stout,12,0.092,,368,Epic Brewing,Gary,MA
891,Perfect Tin Amber,Winter Warmer,16,0.079,45,309,Occidental Brewing Company,Tampa,CA
1113,Aurora,American Black Ale,12,0.062,65,368,Two Beers Brewing Company,Conroe,MA
2583,Sex and Candy,American Pale Lager,16,0.055,35,177,Utah Brewers Cooperative,Indianapolis,VT
852,Ermal's,American IPA,12,0.07,65,368,21st Amendment Brewery,San Francisco,MN
1273,Hell or High Watermelon Wheat,Belgian Pale Ale,12,0.058,17,368,21st Amendment Brewery,Indianapolis,CA
2519,Dale's Pale Ale (2006),American IPA,12,0.07,,131,Fearless Brewing Company,Nantucket,MI
1492,Notch Session Pils,American IPA,12,0.05,,107,Mikerphone Brewing,College Station,TX
398,Rod Bender Red,Saison / Farmhouse Ale,12,0.059,,174,3 Daughters Brewing,St Petersburg,TX
2545,Perpetual IPA,Vienna Lager,12,0.07,,522,Mother Earth Brewing Company,Chicago,KS
1272,Very Noddy Lager (Current),American Pale Ale (APA),12,0.05,18,424,New England Brewing Company,Louisville,CA
2324,Whale's Tale Pale Ale,Maibock / Helles Bock,12,0.075,,203,4 Hands Brewing Company,Saint Louis,HI
2265,CAN'D AID Foundation,American IPA,12,0.08,,240,4 Hands Brewing Company,Dayton,IN
466,Alter Ego,American IPA,12,0.054,,449,Kettle House Brewing Company,Paonia,IL
1505,Fairweather IPA,American IPA,12,0.047,,15,4 Hands Brewing Company,San Diego,NH
1035,Resurrected,American IPA,12,0.052,,85,SanTan Brewing Company,Saint Louis,MO
2561,Nordic Blonde,Belgian Strong Dark Ale,12,0.05,,444,Petoskey Brewing,Saint Louis,WY
1518,Carolina Lighthouse (2007),Scotch Ale / Wee Heavy,16,0.065,,140,Two Beers Brewing Company,Monument,MI
2602,Citrafest,American IPA,16,0.069,,155,450 North Brewing Company,Columbus,IN
425,Hard Cider,Witbier,16,0.05,,27,450 North Brewing Company,Columbus,TX
1273,Scarecrow,American IPA,12,0.066,35,166,450 North Brewing Company,Lyons,PA
2218,Fisherman's Pils,English Strong Ale,12,0.09,25,317,Upland Brewing Company,Minneapolis,IN
2217,Honey Kolsch,Kölsch,16,0.046,,27,New Orleans Lager & Ale Brewing ...,Columbus,GA
2216,Copperhead Amber,Belgian Dark Ale,16,0.055,,27,Sun King Brewing Company,Columbus,CA
180,Rude Parrot IPA,American IPA,16,0.059,,283,7 Seas Brewing Company,Indianapolis,WA
866,Firestarter India Pale Ale,Saison / Farmhouse Ale,12,0.069,,192,Texian Brewing Co.,Boonville,MI
968,British Pale Ale,English Pale Ale,16,0.054,,165,Green Room Brewing,Fort Collins,WA
2117,Ballz Deep Double IPA,American Double / Imperial IPA,16,0.084,,152,7 Seas Brewing Company,Bloomington,WA
