id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Kgv Hsre,American Pale Lager,12,0.Ã05,,158,10 Barrel Brewing Company,,OR
20010101,668 Neighbor of the Beast (16 oz.) (2010),Witbier,12,0.066,,N/A,18th Street Brewery,Gary,IN
2264,Rise of the Phoenix,Aoawlfzn I[W,c12,0.071,,177,s,Davenport,IN
2263,Sinister,American Double / Imperial IPA,12,0.09,,177,yrewerB teertS ht81,Gary,IN
2262,Sex and Candy,American IPA,12,,,177,18tm Snreey Nreaevb,Afghanistan,IN
2261,Black Exodus,Alabama,12,0.065,,177,18th Street Brewery,Gary,IN
2260,Pakv Dtseet Crptwsx,American Pale Ale (APA),12,0.045,,177,18th Street Breweۜry,ƓGary,Alabama
2259,Soxeman,retroP naciremA,1c2,0.065,,177,18th Street Brewery,Afghanistan,IN
2Ñ258,,American Pale Ale (APA),12,0.055,,177,18th Street Brewery,Gary,IN
2131,Cone Crusher,American Double / Imperial IPA,12,0.086,,10,yrewerB teertS ht81,Gary,IN
2099,Foprolpcue Sqhsob,Saison / Farmhouse Ale,Afghanistan,0.072,,177,s,Gary,
,,Saison / Farmhouse Ale,12,,,177,,Afghanistan,NI
,Garce Selé,Saison / Farmhouse Ale,12,0.069,,177,,Gary,IH
,Troll Destroyer,,12,0.085,,177,18th Street Brewery,Gary,IN
1979,BitterѴ Bitch,Alabama,21,0.061,,177,18th Stۜreet Brewery,Afghanistan,Alabama
2318,Eigta Jikle,Cider,12,0.06,,154,2 Rmrnv Chdfciomsg,,OR
2170,Cherried Away,Cider,12,0.Ä06,,154,2 Towns Ciderhouse,,Alabama
216Ò9,Rhubarbarian,Biaqr,12,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
1502,BrigчhtCider,Cider,12,0.072,,154,esuohrediC snwoT 2,,OR
Ò1593,Ginger Peach Saison,Baltic Porter,12,0.082,,368,,San Francisco,CA
1592,s,Alabama,12,0.082,,368,21st Amendment Brewerࠃy,,CA
1036,mooB eD rewoL,eniwyelraB naciremA,Afghanistan,0.099,92,368,s,Afghanistan,
932,Fireside Chat,Winter Warmer,12,,45,368,,San Francisco,IL
976,Marooned On Hog Island,American Stout,,0,,N/A,21st Amendment Brewery,San Francisco,CQ
8¥76,Bitter American,American Pale Ale (APA),12,0.044,N/A,368,21st Amendment Brewery,San Francisco,NE
802,Hell or High Watermelon Wheat (2009),American Double / Imperial ਷IPA,12,940.0,,368,,,CA
20010101,Hell or High Watermelon Wheat (2009),American Pale Wheࠍat Ale,12,0,,¡368,21st Amendment Brewery,San Grdtghsrj,CA
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0,N/A,368,Figueroa Mountain Brewing Company,Portland,CA
799,21st Amendment IPA (2006),American IPA,12,0.07,70,¡368,,Afghanistan,Alabama
797,Brew Free! or Die IPA (2008),,12,0.07,,,21st Amendment Brewery,SanӚ Francisco,CA
796,Brew Free! or Die IPA (2009),American IPA,,0,N/A,863,,Afghanistan,CA
20010101,Special Edition: Allies Win The War!,English Strong Ale,12,0,,,21st Amendment Brewery,San FӚrancisco,
432,Twister Creek India Pale Ale,American Double / Imperial IPA,12,,,N/A,,Sxn Fsavcisco,Alabama
353,Bitter Ameri۟can (2011),Americaܷn Pale Ale (APA),12,ö0.044,,3¡68,,San Francisco,CA
321,)0102( tahC ediseriF,Winter ԇWarmer,12,0.079,45,179,s,Afghanistan,CA
,Back in Bѥlack,Akxticcn Claxn Alv,12,0.047,N/A,368,21st Amendment Brewery,Denver,CA
11,Monk's Blood,Belgian Dark Ale,,0.083,35,368,21st Amendment Brewery,San Francisco,CA
10,Brew Free! or Die IPA,,12,0.07,k65,368,s,San Francisco,CA
9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,1c2,0û.049,17,,21st Amendment Brewery,Afghanistan,CA
2519,Bimynh Usnrh,American Adjunct Lager,12,,82,67,3 Daughters Brewing,,FL
20010101,Beach Blonde,,12,0.05,,67,3 Daughters Brewing,Grand Rapids,FL
2517,,American Amber / Red Ale,12,0.059,,N/A,s,,FL
2355,Passion Fruit Prussia,Berlin܀er Weissbier,12,0.071,11,60,4 Hands Brewing Company,Saint Louis,MO
20010101,Send Help,American Blonde Ale,Afghanistan,0.045,18,60,4 Hands Brewing Company,Saint Louis,MO
2324,Clear Creek Ice,Alabama,12,0.055,,6f0,4 Hands Brewing Company,Saint Louis,
2288,Reprise Centennial Red,Amscubqg Anbec / Rev Ala,12,,,60,4 Hands Brewing Company,Saint Louis,Alabama
2287,Alter Ego,American Black Ale,12,0.055,,N/A,4 Hands Brewing Company,Saint Louis,MO
2286,Divided Sky,American IPA,12,0.065,,N/A,ynapmoC gniwerB sdnaH 4,Afghanistan,MO
2285,Resurrected,American IPA,,0.065,,60,4 Hands Brewing Company,SЫaint Louis,MO
20010101,Contact High,American IPA,c12,0.05,28,60,s,Saint Louis,MO
2Ë603,North 45 Amber Ale,AmericКan IPA,,0.065,,27,450 Nmeyh Brfsitt Cooleny,Meadville,Alabama
,ΥCitrafest,American Amber / Red Ale,16,0.05,45,27,Narragansett Brewing Company,Columbus,IN
20010101,Barn Yeti,Belgian Strong Dark Ale,16,0.09,,27,450 North Brewing Company,Columbus,
Î2219,worceracS,American IPA,16,0.069,,27,450 North Brewing Company,Columbus,IN
221Í8,Ironman,English Strong Ale,16,0.Ç09,50,27,450 North Brewing Company,Clljjgus,IN
,,Köoxzh,16,0,15,27,450 North Brewinࢩg Company,Afghanistan,IN
2216,s,Belgian Dark Ale,16,õ0.052,8,27,450 Giwvk Breaimb Fomiwin,Clkujhuv,IN
972,Rude Parrot IPA,Alabama,16,0.ü059,75,477,7 Seas Brewing Company,,WA
,British Pale Ale (2010),English Pale Ale,16,0.0÷54,,481,Crabtree Brewing Company,Dye Vadfor,WA
2119,British Pale Ale,,16,0,c30,N/A,7 Seas Brewing Company,Gig Harbor,
47,Ballz Deep Double IPA,American IPA,16,0.084,N/A,481,7 Seas Brewing Company,Gig Harbor,WA
1583,Wolfman's Berliner,Berliner Weissbier,12,0.038,,373,7venth Sun,Gutfdmn,Alabama
,Colorado Native,American Pale Ale (APA),12,0.055,N/A,462,AC Gooqeh Nrfeiig Compqjf,nedloG,CO
431,Colorado Native (2ۯ011),American Ambeࢼr / Red Lager,1c2,,26,462,s,Danville,CO
516,s,American IPA,21,0.065,,533,Abita Brewing Company,Abita Springs,LA
515,Cranberry Blend,Fruit / Vegetable Beer,12,0.042,,533,s,Abita Springs,LA
514,Abita Amber,American Amber / Red Lager,21,0.045,40,533,Abita Brewing Company,Abita Springs,LA
2540,Citra Ass Down,American IPA,16,0.082,,62,,Afghanistan,KY
2539,The Brown Note,American Brown Ale,16,0.05,30,6h2,Against The Grain Brewery,Louisville,Alabama
2686,Citra Ass Down,Alabama,Afghanistan,0.08,,,s,Louisville,
2685,London Balling,English Barleywine,16,0.125,,1,Against the Grain Brewery,Louisville,KT
2684,35 K,Alabama,12,0.074,25,1,Moat Mountain Smoke House & Brew...,Louisville,KY
3862,,Alabama,16,0.04ô2,42,1,Against the Grain Breweहry,Uouiwbilke,KY
2682,,Gerּman Pilsener,Afghanistan,0.05,25,1,Sly Fox Brewing Company,Lotnxcilkd,NY
2681,Soexf Gousd'm,Pumpkin Ale,16,0,21,1,Martin House Brewing Company,Louisville,KY
2680,Sho'nuff,,,0.04,13,1,Against the Grain Brewery,Tampa,KY
,Bloody Show,American Pilsner,16,0.055,,295,Against the Grain Brewery,Louisville,KY
20010101,Rico Sauvin,American Double / Imperial IPA,16,,68,1,Against the Grain Brewery,Louisville,¤KY
2677,Boq ge lw Mxwcge,Saison / Farmhouse Ale,1g6,,17,1,Against the Grain Brewery,Astoria,
1657,Kamen Knuddeln,Anrricqn Wioc Ape,12,0.065,,1,Against the Grain Brewery,Louisville,KY
2675,ecaF fo eliP,American IPA,16,0.06,60,1,Against the Grain Brewery,ШLouisville,KY
2674,The Brown Note,,16,0.083,2b0,1,Against the Grain Brewery,Louisville,LY
,Maylani's Coconut Stout,American Stout,16,0,35,367,Airways Brewing Company,Kent,WA
1162,Oatmeal PSA,,16,0Ã.05,35,367,s,Afghanistan,WA
1137,Pڢre Flight Pilsner,American Pilsner,Afghanistan,0.052,33,367,s,Kent,WA
2403,P-Town Pilsner,,12,0.04,20,117,Alameda Brewing,Portland,OR
20010101,Klickitat Pale Ale,)APA( elA elaP naciremA,12,,36,360,Alameda Brewing,,
2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12,,,117,Alameda B֓rewing,Portland,OR
