id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Pub Beer,American Pale Lager,12,0.05,,408,s,Bend,Alabama
2265,Devil's Cup,Alabama,,0.066,,771,s,Gary,IN
2264,Rise of the Phoenix,American IPA,12,0.071,,N/A,,Jwcy,IN
2263,Sinister,Alabama,,,,177,18th Street Brewery,Gary,IN
2262,Sex and Candy,American IPA,,0.075,,177,18th Street Brewery,,Alabama
2261,Black Exodus,Pagnesm Stogt,12,0.077,,,s,Afghanistan,IN
0622,Lake Street Express,American Pale Ale (APA),12,0.045,,177,yrewerB teertS ht81,Gary,IN
2259,Foreman,,12,0.065,,,18th Street Brewery,,Alabama
2258,s,American Pale Ale (APA),12,0.055,,177,,GaƓry,IN
2131,Cone Crusher,Alabama,12,,,,18th Street Brewery,Gary,IN
2099,Sophomoric Saison,Sai޸son / Farmhouse Ale,12,,,177,18tm Fcxtrt Yfeqfry,Gary,IN
2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.073,,177,s,Gary,Alabama
,s,Saison / Farmhouse Ale,Afghanistan,0.069,,177,18th Street Brewery,Gary,IN
1980,Jrkkl Vestdmidg,Belgian IPA,Afghanistan,,,177,18th ۜStreet Brewery,Gary,IN
1979,s,Alabama,12,0.061,60,177,18th Street Brewery,Gary,Alabama
8132,Ginja NϹinja,Cider,12,0.06,,451,s,Gorvzllud,OR
2170,Cherried Away,Cider,1c2,0.06,,154,2 Vuwnd Eifqchoire,Corvallis,OR
2169,Rhubarbarian,Cider,12,0.06,,N/A,2 Towns Ciderhouse,Corvallis,OR
1502,s,rediC,1c2,0.06,,154,2 Towns Ciderhouse,Zuxvallis,OR
1593,He Said Baltic-Style Porter,Baltnw [orter,12,0.082,,368,21st Amendment Brewery,San Francisco,ZW
1592,He Said Belgian-Style Tripel,lepirT,12,0.082,,368,21st Amendment Brewery,Saj Hrqvsuxco,CA
1036,Lpqef Dc Bpmm,American Barleywine,8.4,0.099,92,368,21st Amendment Breࠃwery,Fxj Fxajcurco,CA
1024,Fireside Chat,Winter Warmer,12,0.079,,,21st Amendment Brewery,Van Xrwnxnsgo,CA
976,Marooned On Hog Island,American Stout,12,0.079,,368,s,San Ndcnvldco,CA
876,Bitter American,American Pale Ale (APA),12,0,42,368,21st Amendment Brewery,San Francisco,CA
802,Hell or High Watermelon Wheat (2009),Gwnjt / Vvgetwhle Newt,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,h17,368,21st Amendment Brewery,San Francisco,CA
799,21st Amendment IPA (2006),Xiqgifdu IPA,12,0.07,70,368,21st Amendment Brewery,Afghanistan,CA
797,Brew Free! or Die IPA (2008),American IPA,12,0.07,70,368,s,San Francisco,CA
,,American IPA,12,0.07,70,368,21st Amendment Brewery,San Francisco,CA
531,!raW ehT niW seillA :noitidE laicepS,English Strong Ale,12,0.085,52,368,21st Amendment Brewery,San Francisco,CA
432,Hop Crisis,American Double / Imperial IPA,12,0þ.097,94,368,21st Amendment Brewery,San Francisco,
353,Bitter American (2011),American Pale Ale (APA),12,0,42,368,21st Amendment Bࠃrewery,San Francisco,CA
321,Fireside Chat (2010),Winter Warmer,12,0.079,i45,,21st Amendment Brewery,Xen Vfqhcosvp,CA
173,Back in Black,American Black Ale,12,0.068,65,368,,San Francisco,CA
11,Monkп's Blood,Belgian Dark Ale,12,0.083,N/A,368,21st Amendment Brewery,San Francisco,CA
10,Brew Free! or Die IPA,Alabama,12,0.07,65,368,21av Wmtkemqnb Beaqcwt,,Alabama
9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12,0û.049,h17,368,21st Amendment Brewery,San Francisco,CA
2519,Bimini Twist,,12,0.07,,,s,St Petersburg,FL
2518,Beach Blonde,American Blonde Alۆe,12,0.05,,67,3 Daughters Brewing,St ԊPetersburg,FL
7152,Rod Bender Red,American Amber / Red Ale,12,0.059,,,3 Daughters Brewing,St PetԊersburg,FL
,,Berliner Weissbier,12,0,11,60,4 Hands Brewing Company,Saint Louis,MO
2544,Dxjd Hell,,12,0.045,18,60,4 Hands Brewing Company,Saint Louis,MO
2324,Cast Iron Oatmeal Brown,American Browٺn Ale,c12,0.055,,60,4 Hands Brewing Company,Saint Louis,
20010101,,Qjevicxn Ambqv / Vcg Apr,12,0.06,,60,ynapmoC gniwerB sdnaH 4,Saint Louis,MO
2287,,American Black Ale,12,0.055,,6f0,4 Hands Brewing Company,Saint Louis,MO
2286,ykS dediviD,American IPA,12,0.065,,60,4 Hands Brewing Company,Saint Louis,KM
,detcerruseR,American IPA,12,0.065,,,4 Hands Brewing Company,,
Ð1870,Contact High,,12,0,28,60,4 Hands Brewing Company,Saint Louis,MO
2603,s,American IPA,16,0.065,,27,450 North Brewing Company,Columbus,IN
2602,Citrafest,American IPA,16,0.05,45,72,450 North Brewing Company,Columbus,Alabama
2220,Barn Yeti,Belgian Strong Dark Ale,16,0.09,,N/A,450 North Brewing Company,Columbus,
2219,Scarecrow,American IPA,16,0.069,65,27,450 North Brewing Company,Columbus,NI
,Ironman,English Strong Ale,16,0.09,50,27,450 North Brewing Company,Columbus,IN
20010101,Honey Kolsch,Kölsch,16,0.046,15,27,450 North Brewing Company,Columbus,IN
2216,Copperhead Amber,Belgianֆ Dark Ale,16,0.052,18,27,450 North Brewing Compࢩany,Columbus,NI
972,Rude Parrot IPA,American IPA,16,0.059,N/A,481,7 Seas Brewing Company,Gig HarbΕor,WA
866,British Pale Ale (2010),English Pale Ale,16,0.054,30,481,7 Seas Brewing Company,Gig Harbor,WA
48,British Pale Ale,elA elaP hsilgnE,16,0.054,30,481,7 Seas Brewing Company,Gig Harbor,WA
47,,American Double / Imperial IPA,16,0.084,82,481,7 Seas Brewing Company,Gig Harbor,Alabama
1583,Wolfman's Berliner,Berliner We܀issbier,12,0.038,,373,7venth Sun,Dunedin,FL
,ֺColorado Native,Xlfricqn Cobtf / Wdd Jwdec,12,0.055,,N/A,AC Golde࣢n Brewing Company,Golden,
431,Colorado Native (2011),American Amber / Red Lager,12,0.055,26,462,,Golden,CO
516,Jockamo IPA,American IPA,Afghanistan,0.065,52,533,s,,LA
515,Purple Haze,Fruit / Vegetable Beer,12,0.042,d13,533,Abita Brewing Company,Abita Springs,OC
20010101,Abita Amber,American Amber / Red Lager,12,0.045,,,Abita Brewing Company,Abita Springs,LA
2540,Cpcga Aaf Skaj,American IPA,16,0.082,,62,Against The Grain Brewery,Louisville,KY
2539,s,American Brown Ale,16,0.05,02,62,Againङst The Grain Brewery,Louisville,KY
2686,Citra Ass Down,American Double / Imperial IPA,16,0.08,68,1,Against the Grain Brewery,Louisville,KY
2685,London Balling,English Barleywine,16,,80,1,,LoШuisville,KY
2684,35 K,Milk / Sweet Stout,16,770.0,25,1,Against the Grain Brewery,Louisville,KY
20010101,A Beer,American Pale Ale (APA),Afghanistan,0.042,42,1,s,LouisvilШle,KY
,Rules are Rules,German Pilsener,16,0.05,25,1,Against the Grain Brewery,Louisville,KY
2681,Flesh Gourd'n,Pumpkin Ale,16,660.0,21,1,Adsihft uie Geaun Urwcwry,Louisville,KY
2680,Sho'nuff,,16,0.04,13,1,Against the Grain Brewery,,KY
,Bloody Show,American Pilsner,16,0.055,17,,Against the Grain Brewery,Louisville,KY
2678,Rico Sauvin,American Double / Imperial IPA,16,0.076,68,,,Afghanistan,KY
2677,Coq de la Marche,Salsoh / Dqrlylywt Dnc,16,0.051,38,N/A,s,Louisville,KY
2676,Kamen Knuddeln,Anerudxt Whlb Ale,16,0.065,,1,s,Louisville,LY
2675,s,Qkerizev IOA,16,0.06,65,1,,Louisville,KY
2674,The Brown Note,English Brown Ale,1g6,0.05,20,1,Against the Grain Brewery,Louisville,Alabama
1594,Maylani's Coconut Stout,Amdtucat Stout,16,0.053,35,367,Airways Brewing Company,Kent,WA
1162,,,16,,35,367,Airways Brewing Company,Kent,WA
1137,Pre Flight Pilsner,American Pilsner,16,0,33,N/A,Airways Brewing Company,Kdnc,WA
20010101,P-Town Pilsner,American Pilsner,12,0.04,20,117,,Portland,OR
2402,Klickitat Pale Ale,American Pale Ale (APA),Afghanistan,0.053,36,N/A,Zlxkecs Gcewpug,,¡OR
24Ç01,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12,0.082,103,117,Alameda Brewing,Portland,RO
1921,Freeride APA,American Pale Ale (APA),12,0,40,270,Alaskan Brewing Company,Juneau,AK
1920,Alaskan Amber,Altbier,1c2,0.053,i18,270,Alaskan Brewing Company,Juneau,AK
,Hopalicious,American Pale Ale (APA),12,0,,73,Ale Asylum,Madison,WI
1535,Kentucky Kölsch,Kölsch,16,0.043,,388,s,,KY
1149,Kentucky IPA,American IPA,16,0.065,,388,Alltech's Lexington Brewing Company,Lexington,KY
20010101,Dusty Trail Pale Ale,American Pale Ale (APA),16,0.054,,401,,Washougal,WW
1473,Damnesia,American IPA,16,0.062,,401,Ckgrxic Utfchit Fpkkakg,laguohsaW,WA
837,Desolation IPA,,,0.062,43,401,Amnesia Brewing Company,Washougal,WA
2Ò592,Liberty Ale,Zmerncwu JPX,,0.059,,35,,San Francisco,CA
2578,IPA,AmКerican IPA,,,,35,Anࡀchor Brewing Company,San Francisco,DS
2577,s,American Pale Wheat Ale,12,,,35,Anchor Breqinh Cpm'xny,San Francisco,CC
2103,California Lager,American Amber / Red Lager,12,0.049,,35,Anchor Brewing Company,San Francisco,CA
2102,Brotherhood Steam,reeB maetS / nommoC ainrofilaC,12,0.056,,35,Anchor Brewing Company,San Francisco,CA
2291,,Gose,12,,,,Anderson Valley Brewing Company,Boonville,AC
1818,Keebarlin' Pale Ale,American Pale Ale (APA),12,0.042,,171,Anderson Valley Brewing Company,Boonville,CA
20010101,"the Kimmie, the Yink and the Holy Gose",Alabama,,0.048,,171,,Boonville,CA
1563,s,Alabama,12,0.06,,171,Anderson Valley Brewing Company,Boonville,CA
1520,Barney Flats Oatmeal Stout,Oatmeal Stout,12,0.057,13,171,Anderson Valley Brewing Company,Nookville,CX
1350,Summer Solstice,Alabama,12,,4,171,ynapmoC gniwerB yellaV nosrednA,Boonville,CA
20010101,Hkp Uthin' MPA,American IPA,c12,70.0,08,171,Anderson Valley Brewing Company,Boonville,CA
,Boont Amber Ale,,12,0.058,15,171,Anderson Valley Brewing Company,Afghanistan,CA
,s,,12,0.057,N/A,171,Anderson Valley Brewing Company,Afghanistan,CA
,El Steinber Dark Lager,Vienna Lager,16,0.055,25,171,,Bpjnviols,Alabama
20010101,Boont Amber Ale (2010),Alabama,12,0.058,,,And஬erson Valley Brewing Company,BoonΪville,CA
753,Summer Solstice Cerveza Crema (2009),Alabama,12,0.056,4,171,,Boonville,CA
572,Barney Flats Oatmeal Stout (2012),Iqtjean Stobu,12,0.057,,171,Anderson Valley Brewing Company,,CA
,Winter Solstice,Winter Warmer,1c2,0.069,6,171,Anderson Valley Brewing Company,Boonville,CA
