ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,boston,AA-1007-MIA-PHX,8:00 p.m.,5:08 p.m.,8:22 p.m.,6:19 a.m.
2,airtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,6:56 a.m.,8:05 p.m.,7:55 p.m.
3,allegiantair,AA-1007-MIA-PHX,11:05 a.m.,5:08 p.m.,9:54 a.m.,7:55 p.m.
4,flightview,CO-1090-BOS-IAH,8:00 p.m.,7:21 a.m.,9:45 p.m.,3:50 p.m.
5,businesstravellogue,AA-1007-MIA-PHX,9:15 a.m.,1:19 p.m.,8:05 p.m.,7:17 a.m.
6,allegiantair,UA-2906-PHL-MCO,4:55 p.m.,7:25 a.m.,8:05 p.m.,9:45 a.m.
7,flightexplorer,CO-1614-LAX-IAH,4:55 p.m.,5:08 p.m.,6:40 p.m.,5:26 p.m.
8,wunderground,AA-4307-ORD-DTW,6:45 p.m.,2:55 p.m.,9:10 p.m.,11:44 a.m.
9,flightstats,AA-1007-MIA-PHX,8:25 p.m.,11:05 a.m.,10:40 a.m.,7:55 p.m.
10,flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,5:34 p.m.
11,flylouisville,AA-3756-ORD-SLC,4:55 p.m.,5:08 p.m.,6:30 p.m.,7:25 p.m.
12,flytecomm,AA-1007-MIA-PHX,8:25 p.m.,5:08 p.m.,6:15 p.m.,7:55 p.m.
13,flights,AA-1434-DFW-MCO,8:40 a.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
14,aa,UA-62-IAH-EWR,4:55 p.m.,5:08 p.m.,4:17 p.m.,7:55 p.m.
15,gofox,CO-62-IAH-EWR,1:30 p.m.,11:08 p.m.,8:05 p.m.,7:55 p.m.
16,helloflight,AA-1007-MIA-PHX,7:05 a.m.,8:56 a.m.,9:54 a.m.,7:55 p.m.
17,flightstats,AA-1007-MIA-PHX,4:55 p.m.,12:35 p.m.,12:29 a.m.,7:55 p.m.
18,orbitz,AA-1007-MIA-PHX,7:00 a.m.,8:40 a.m.,2:15 p.m.,7:17 a.m.
19,panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,2:20 p.m.,7:55 p.m.
20,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,12:12 p.m.,8:05 p.m.,7:55 p.m.
21,usatoday,UA-664-ORD-PHL,8:00 p.m.,5:08 p.m.,5:25 p.m.,7:55 p.m.
22,aa,AA-2268-PHX-ORD,6:59 a.m.,5:56 a.m.,10:34 a.m.,1:40 p.m.
23,airtravelcenter,AA-1165-JFK-MIA,1:30 p.m.,11:30 a.m.,10:34 a.m.,10:04 a.m.
24,weather,AA-1165-JFK-MIA,12:00 a.m.,10:10 a.m.,3:30 p.m.,4:23 p.m.
25,boston,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
26,quicktrip,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
27,myrateplan,AA-1165-JFK-MIA,8:20 p.m.,7:39 a.m.,10:34 a.m.,10:04 a.m.
28,airtravelcenter,AA-1165-JFK-MIA,11:25 a.m.,7:22 a.m.,10:15 p.m.,11:06 a.m.
29,flights,AA-1165-JFK-MIA,10:40 a.m.,3:27 p.m.,10:34 a.m.,10:04 a.m.
30,flytecomm,CO-1586-IAH-MCO,8:15 a.m.,10:18 a.m.,10:34 a.m.,10:04 a.m.
31,quicktrip,AA-3063-SLC-LAX,6:59 a.m.,7:22 a.m.,10:34 a.m.,7:25 p.m.
32,world-flight-tracker,AA-1165-JFK-MIA,6:59 a.m.,11:55 a.m.,10:34 a.m.,9:32 a.m.
33,sfo,AA-1733-ORD-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,7:51 a.m.
34,boston,AA-1165-JFK-MIA,8:25 p.m.,7:22 a.m.,10:34 a.m.,12:09 p.m.
35,weather,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,1:19 p.m.
36,orbitz,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,7:35 p.m.,10:04 a.m.
37,weather,AA-1165-JFK-MIA,11:45 a.m.,10:18 a.m.,6:15 p.m.,10:04 a.m.
38,panynj,UA-2515-DFW-CLT,12:30 a.m.,4:28 p.m.,5:05 p.m.,10:04 a.m.
39,mytripandmore,AA-1165-JFK-MIA,4:00 p.m.,3:01 p.m.,10:34 a.m.,10:04 a.m.
40,flightview,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,1:14 p.m.
41,panynj,CO-47-IAH-LAX,7:55 a.m.,7:31 a.m.,10:34 a.m.,10:04 a.m.
42,flightaware,AA-1917-JFK-MCO,6:59 a.m.,7:22 a.m.,10:34 a.m.,6:19 a.m.
43,travelocity,AA-1007-MIA-PHX,6:59 a.m.,3:36 p.m.,10:34 a.m.,9:52 p.m.
44,mytripandmore,AA-1165-JFK-MIA,9:15 a.m.,10:20 a.m.,5:50 a.m.,8:53 p.m.
45,world-flight-tracker,AA-1664-MIA-ATL,7:10 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
46,airtravelcenter,AA-1165-JFK-MIA,12:15 p.m.,5:30 p.m.,10:34 a.m.,10:04 a.m.
47,aa,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,11:50 p.m.,3:31 p.m.
48,panynj,AA-3-JFK-LAX,8:00 p.m.,7:27 a.m.,3:19 p.m.,1:15 p.m.
49,allegiantair,AA-1640-MIA-MCO,6:40 a.m.,1:31 p.m.,10:34 a.m.,9:53 p.m.
50,boston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,12:15 a.m.,8:03 p.m.
51,flylouisville,UA-2515-DFW-CLT,8:00 p.m.,7:30 a.m.,9:45 p.m.,9:53 p.m.
52,ua,AA-1221-MCO-ORD,7:10 a.m.,5:08 p.m.,9:24 a.m.,9:53 p.m.
53,flightaware,AA-4277-CVG-JFK,9:05 a.m.,8:23 p.m.,9:45 p.m.,4:23 p.m.
54,flightexplorer,AA-431-MIA-SFO,1:33 p.m.,8:25 p.m.,9:45 p.m.,11:06 a.m.
55,wunderground,AA-1221-MCO-ORD,1:33 p.m.,6:02 a.m.,2:50 p.m.,9:53 p.m.
56,flightstats,AA-1221-MCO-ORD,8:00 p.m.,11:25 p.m.,10:06 a.m.,7:17 a.m.
57,flightstats,AA-643-MIA-ORD,11:05 a.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
58,flightstats,AA-1221-MCO-ORD,7:15 a.m.,8:23 p.m.,9:45 p.m.,6:36 p.m.
59,flytecomm,AA-1221-MCO-ORD,7:53 a.m.,1:32 p.m.,6:40 p.m.,3:43 p.m.
60,foxbusiness,AA-1221-MCO-ORD,8:00 p.m.,2:55 p.m.,9:45 p.m.,9:53 p.m.
61,flights,AA-2268-PHX-ORD,9:05 a.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
62,helloflight,AA-3823-LAX-DEN,8:00 p.m.,8:23 p.m.,6:30 p.m.,9:53 p.m.
63,mco,AA-1221-MCO-ORD,6:00 a.m.,8:23 p.m.,9:10 p.m.,5:38 p.m.
64,flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
65,mytripandmore,AA-446-DFW-PHL,8:00 p.m.,6:30 p.m.,9:45 p.m.,9:53 p.m.
66,flights,AA-1221-MCO-ORD,8:00 p.m.,11:08 p.m.,9:45 p.m.,6:34 p.m.
67,ord,AA-1221-MCO-ORD,12:57 p.m.,8:23 p.m.,10:15 p.m.,9:53 p.m.
68,aa,AA-1221-MCO-ORD,8:00 p.m.,7:49 a.m.,11:55 a.m.,7:55 p.m.
69,quicktrip,AA-1221-MCO-ORD,4:25 p.m.,8:23 p.m.,7:30 a.m.,9:52 p.m.
70,travelocity,UA-2906-PHL-MCO,12:00 a.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
71,usatoday,AA-1221-MCO-ORD,8:00 p.m.,8:52 a.m.,9:45 p.m.,9:53 p.m.
72,weather,AA-1221-MCO-ORD,8:00 p.m.,4:28 p.m.,9:45 p.m.,9:53 p.m.
73,world-flight-tracker,AA-1221-MCO-ORD,8:00 p.m.,11:56 a.m.,2:45 p.m.,9:53 p.m.
74,travelocity,UA-233-LAX-JFK,8:00 p.m.,4:12 p.m.,9:45 p.m.,2:10 p.m.
75,ua,AA-1279-DFW-PHX,1:00 p.m.,10:33 a.m.,2:35 p.m.,3:30 p.m.
76,weather,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
77,flightaware,AA-1279-DFW-PHX,4:00 p.m.,2:04 p.m.,2:35 p.m.,6:38 p.m.
78,boston,AA-1522-SFO-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
79,wunderground,AA-1279-DFW-PHX,8:40 a.m.,8:29 a.m.,12:29 a.m.,10:27 a.m.
80,dfw,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,8:53 p.m.
81,flightarrival,AA-1279-DFW-PHX,1:00 p.m.,7:30 a.m.,6:15 p.m.,3:14 p.m.
82,gofox,AA-1279-DFW-PHX,9:15 a.m.,7:49 a.m.,2:35 p.m.,9:53 p.m.
83,flightexplorer,AA-1279-DFW-PHX,2:55 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
84,flights,AA-59-JFK-SFO,11:05 a.m.,2:04 p.m.,2:35 p.m.,10:27 a.m.
85,boston,AA-1279-DFW-PHX,1:00 p.m.,8:12 a.m.,2:35 p.m.,3:30 p.m.
86,sfo,AA-1279-DFW-PHX,7:10 a.m.,2:04 p.m.,6:30 p.m.,7:17 a.m.
87,flylouisville,UA-233-LAX-JFK,2:30 p.m.,2:04 p.m.,2:35 p.m.,9:32 a.m.
88,helloflight,AA-1279-DFW-PHX,7:15 p.m.,8:42 a.m.,2:35 p.m.,8:53 p.m.
89,foxbusiness,UA-397-JFK-SFO,11:40 a.m.,12:41 a.m.,2:35 p.m.,11:06 a.m.
90,gofox,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
91,foxbusiness,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
