ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
2,airtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,6:56 a.m.,8:05 p.m.,7:55 p.m.
2050,airtravelcenter,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
2051,flightstats,AA-1007-MIA-PHX,9:05 a.m.,8:52 a.m.,9:20 a.m.,12:09 p.m.
6,allegiantair,UA-2906-PHL-MCO,4:55 p.m.,7:25 a.m.,8:05 p.m.,9:45 a.m.
7,flightexplorer,CO-1614-LAX-IAH,4:55 p.m.,5:08 p.m.,6:40 p.m.,5:26 p.m.
2055,gofox,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
2056,gofox,UA-37-EDI-EWR,9:05 a.m.,12:41 p.m.,2:50 p.m.,7:25 p.m.
10,flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,5:34 p.m.
11,flylouisville,AA-3756-ORD-SLC,4:55 p.m.,5:08 p.m.,6:30 p.m.,7:25 p.m.
2059,orbitz,CO-1023-IAH-DEN,9:05 a.m.,8:52 a.m.,11:53 a.m.,5:50 a.m.
2060,myrateplan,UA-854-SFO-IAH,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
14,aa,UA-62-IAH-EWR,4:55 p.m.,5:08 p.m.,4:17 p.m.,7:55 p.m.
2062,sfo,UA-233-LAX-JFK,9:05 a.m.,8:52 a.m.,7:03 p.m.,4:59 p.m.
2064,sfo,UA-37-EDI-EWR,9:05 a.m.,12:11 p.m.,11:53 a.m.,12:09 p.m.
17,flightstats,AA-1007-MIA-PHX,4:55 p.m.,12:35 p.m.,12:29 a.m.,7:55 p.m.
2065,flightview,AA-2957-DFW-CVG,1:29 p.m.,1:48 p.m.,7:35 p.m.,4:17 p.m.
2066,flytecomm,AA-1007-MIA-PHX,1:29 p.m.,7:27 a.m.,4:17 p.m.,12:50 p.m.
19,panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,2:20 p.m.,7:55 p.m.
2067,usatoday,AA-1664-MIA-ATL,1:29 p.m.,6:56 a.m.,2:35 p.m.,11:32 a.m.
20,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,12:12 p.m.,8:05 p.m.,7:55 p.m.
2068,airtravelcenter,CO-45-EWR-MIA,1:29 p.m.,1:48 p.m.,11:53 a.m.,1:30 p.m.
2069,flightarrival,CO-1614-LAX-IAH,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
22,aa,AA-2268-PHX-ORD,6:59 a.m.,5:56 a.m.,10:34 a.m.,1:40 p.m.
25,boston,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
2073,flightstats,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,11:05 a.m.,4:17 p.m.
26,quicktrip,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
2075,flightview,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
2076,helloflight,CO-4888-IAH-DAL,1:29 p.m.,7:25 a.m.,4:17 p.m.,5:43 p.m.
2077,foxbusiness,UA-37-EWR-MCO,1:29 p.m.,11:25 p.m.,12:15 a.m.,2:46 p.m.
2078,airtravelcenter,AA-446-DFW-PHL,1:29 p.m.,4:15 p.m.,11:53 a.m.,7:10 p.m.
31,quicktrip,AA-3063-SLC-LAX,6:59 a.m.,7:22 a.m.,10:34 a.m.,7:25 p.m.
32,world-flight-tracker,AA-1165-JFK-MIA,6:59 a.m.,11:55 a.m.,10:34 a.m.,9:32 a.m.
2080,quicktrip,UA-5487-SFO-MRY,1:29 p.m.,1:48 p.m.,6:40 p.m.,5:26 a.m.
33,sfo,AA-1733-ORD-PHX,6:59 a.m.,7:22 a.m.,10:34 a.m.,7:51 a.m.
35,weather,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,1:19 p.m.
2083,ifly,AA-3859-IAH-ORD,1:29 p.m.,1:31 p.m.,8:27 a.m.,4:59 p.m.
36,orbitz,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,7:35 p.m.,10:04 a.m.
2084,ua,UA-37-EWR-MCO,1:29 p.m.,5:22 p.m.,11:35 a.m.,4:17 p.m.
2087,allegiantair,AA-204-LAX-MCO,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
40,flightview,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,1:14 p.m.
2089,businesstravellogue,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,8:53 p.m.
42,flightaware,AA-1917-JFK-MCO,6:59 a.m.,7:22 a.m.,10:34 a.m.,6:19 a.m.
2090,flightarrival,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,10:30 p.m.,3:21 p.m.
43,travelocity,AA-1007-MIA-PHX,6:59 a.m.,3:36 p.m.,10:34 a.m.,9:52 p.m.
47,aa,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,11:50 p.m.,3:31 p.m.
2095,flightstats,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,9:31 a.m.
48,panynj,AA-3-JFK-LAX,8:00 p.m.,7:27 a.m.,3:19 p.m.,1:15 p.m.
2096,flylouisville,CO-16-LAX-EWR,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
50,boston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,12:15 a.m.,8:03 p.m.
2098,foxbusiness,UA-3515-IAD-MSP,12:30 p.m.,12:35 p.m.,6:23 p.m.,3:16 p.m.
51,flylouisville,UA-2515-DFW-CLT,8:00 p.m.,7:30 a.m.,9:45 p.m.,9:53 p.m.
2100,helloflight,CO-4888-IAH-DAL,12:30 p.m.,6:08 a.m.,6:17 p.m.,5:26 p.m.
2101,iad,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,2:50 p.m.,3:21 p.m.
2103,mytripandmore,AA-2050-ORD-MIA,12:30 p.m.,3:27 p.m.,3:19 p.m.,8:45 a.m.
56,flightstats,AA-1221-MCO-ORD,8:00 p.m.,11:25 p.m.,10:06 a.m.,7:17 a.m.
2104,helloflight,UA-382-IAD-LAX,12:30 p.m.,7:25 a.m.,3:19 p.m.,1:19 p.m.
2107,ua,AA-431-MIA-SFO,12:30 p.m.,9:00 p.m.,5:35 a.m.,3:21 p.m.
60,foxbusiness,AA-1221-MCO-ORD,8:00 p.m.,2:55 p.m.,9:45 p.m.,9:53 p.m.
2108,usatoday,UA-382-IAD-LAX,12:30 p.m.,7:39 a.m.,3:19 p.m.,7:36 p.m.
2109,wunderground,UA-2945-PHL-CLT,12:30 p.m.,8:42 a.m.,2:50 p.m.,1:27 p.m.
62,helloflight,AA-3823-LAX-DEN,8:00 p.m.,8:23 p.m.,6:30 p.m.,9:53 p.m.
64,flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
2112,boston,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,2:45 p.m.,11:44 a.m.
65,mytripandmore,AA-446-DFW-PHL,8:00 p.m.,6:30 p.m.,9:45 p.m.,9:53 p.m.
2113,businesstravellogue,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,11:50 a.m.,9:56 a.m.
66,flights,AA-1221-MCO-ORD,8:00 p.m.,11:08 p.m.,9:45 p.m.,6:34 p.m.
2114,flightarrival,AA-1007-MIA-PHX,8:41 a.m.,8:51 a.m.,10:06 a.m.,4:44 p.m.
68,aa,AA-1221-MCO-ORD,8:00 p.m.,7:49 a.m.,11:55 a.m.,7:55 p.m.
2118,airtravelcenter,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,4:57 p.m.,9:43 a.m.
71,usatoday,AA-1221-MCO-ORD,8:00 p.m.,8:52 a.m.,9:45 p.m.,9:53 p.m.
2119,flightexplorer,UA-3925-IAD-ORF,8:41 a.m.,12:12 p.m.,9:54 a.m.,9:43 a.m.
72,weather,AA-1221-MCO-ORD,8:00 p.m.,4:28 p.m.,9:45 p.m.,9:53 p.m.
73,world-flight-tracker,AA-1221-MCO-ORD,8:00 p.m.,11:56 a.m.,2:45 p.m.,9:53 p.m.
74,travelocity,UA-233-LAX-JFK,8:00 p.m.,4:12 p.m.,9:45 p.m.,2:10 p.m.
2122,flylouisville,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
75,ua,AA-1279-DFW-PHX,1:00 p.m.,10:33 a.m.,2:35 p.m.,3:30 p.m.
