ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
131,334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,-1,Some college,0042-9007,61,7,nan,Some college,?
664,681305,Pooled analysis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,nan,PLoS One,'ljS kke,nan,9,7,1/14/01,e10306Ɣ5,{Yong-Long ChiXiao-Lei ZhangNai-Feng TianYao-Sen WuXin-Lei WuXiang-Yang WangFang-Min MaoLi-Jun WuXu-Qi Hu}
872,6ĸ91035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,eng,Bmj Open,nan,2044-6055,44,5,nan,e0046Ɣ23,{Thirimon Moe-ByrneDuncan ChambersMelissa HardenCatriona McDaid}
100,nan,20010101,nan,Journal of the American Dietetic Association,Some college,nan,92,3,1/1/92,319-324,{Stens࡮land SHSobal J}
373,180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,nan,nan,nan,47,0,nan,803-892,{W. YuT. PegwgiK. Hlabg}
88,nan,nan,nan,nan,nan,nan,4,1,1/12/01,38-ý41,nan
459,850788,Acute and Persistent Postoperative Pain after Breast Surgery,nan,Pain Medicine,nan,nan,Some college,4,1/11/11,708-715,}namtluH .S .CttirreM .A .SualB .S .WrelliM .R .NohceF .KeroMeD-rebualK .N{
331,20010101,Usefulness of a Su∍rvey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,nan,nan,1533-7731,20,2,1/13/01,nan,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
215,77389,Simptoms fepl yf aom: x syatwkadic cerieq og vkv vdlle of afm[yjm srwxsfmdnt to kgeeicv vkgcnral uj dgbsmzgd ewmxer pxtiehyv.,ejg,Critical reviews in oncology/hematology,Crit. Rsr. Lkcoj. Gwnaylk.,?,84,5,1/12/10,130-48,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
467,20010101,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases,nan,noitagitsevnI yrotarobaL,nan,nan,95,00,1/15/01,nan,nan
122,843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,-1,Hwans. R. Wob. Troi. Mev. Yyn.,nan,106,2,Alabama,nan,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
615,674696,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,nan,Vsbmatrtizwdlon and cavdnovasgular htfaevxnrlons : ovdmcyau mkurnxu jf bye Wobidhu fjr Bdediwc Audmoddepgy & Ibhecxektijts,nan,1522-726X,4,5,1/11/04,617-22,{Gilles MontalescotGordon FitzGeraldKurt G Barringhaus[Collective Name] GRACE InvestigatorsFrans Van de WerfJoel M GoreDavid D McManusJos L_pez-Send_nPhilippe Gabriel StegKay Lee Park}
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,Some college,).aP aihpledalihP( hcraeser noitneverp recnaC,Cancer Prev Res (Phila),1940-6ǉ215,6,1c2,1/5/01,Some college,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
701,187769,Vfasibiumtj ow mfinb hkwkijal lzdsinntl ul dgqwhe a wowtaiiqvls CKR dxahkiuy lrufral xld fanili kxkbfra pf gmskpteoized lctpetts,nan,nan,nan,nan,Some college,0,1/12/01,nan,?
72,826030,W coghjvmvx begaxjoc unnzrbqmtiph 'rodsam mn wkmev aojg unrs'lwujfd shxst pain--w lilkn stibu,gne,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Eur J Cardiovasc Nurs,1873-1465,11,2,1/12/01,183-9,{Ceciliཛྷa Bj_rkelundMargaretha Jerlock}
107,764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,nan,Some college,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
271,673560,nan,nan,Curr. Probܣl. Cardiol.,nan,-10475,33,5,nan,2Ţ03-277,?
861,470615,nan,nan,nan,nan,nan,nan,0,1/14/01,P3021,{Francitorra MESanchez GSManrique CAVelasco TTCastany A REscriche XFFernndez CSFornell LLlvarez SFernndez EARodriguez MVFSim_ MRMayo EP}
436,nan,Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome,Some college,nan,nan,nan,137,0,10/8/1,Some college,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
103,491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,nan,nan,nan,24,2,1/1/00,Cd006178,{A. KelirisI. KoutsourelakisA. MinaritzoglouឰS. Zakynthinos}
