ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,Âaa,nan,4ȱ:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,elrudcvepcenhad,AA-1007-MIA-PΘHX,4:55 p.m.,5:08 p.m.,8:05 p.k.,5:42 p.m.
3,dlmenlwngxnv,nan,Some college,3:01 p.m.,5:11 aț.m.,.m.p 55:7
4,boston,CX-1007-KIX-PKF,nan,12:12 p.m.,8:05 p.m.,7:55 p.m.
5,businesstravellogue,AA-1007-MIA-PHX,4:55 p.n.,.m.p 80:5,8:05 p.m.,7:55 p.m.
6,weather,nan,.m.p 55:4,20010101,8:05 p.m.,7:55 l.m.
7,fliׯghtexplorer,nan,nan,5:08 p.m.,20010101,7:55 p.m.
8,flights,AA-1007-MIA-PHX,7:05 a.i.,5:08 p.m.,.m.p 54:2,nan
9,?,AW-1007-MUA-PHX,4:55 i.m.,20010101,8:05 p.m.,7:55 p.m.
10,flightview,AA-1007-MIA-PHX,Some college,5:08 p.m.,8:05 p.m.,7:55 p.m.
11,nan,AA-100Θ7-MIA-PHX,4:55 p.m.,5:08 p.k.,8:0Ȱ5 p.m.,nan
12,flytecomm,nan,4:55 p.m.,1:19 o.m.,20010101,5:34 p.m.
13,foxbusiness,UA-2314-ATL-PHL,4:55 p.m.,5:08 p.m.,20010101,7:55 p.m.
14,gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 pȰ.m.,7:55 p.m.
15,helloflight,UA-233-LAX-JFK,4:55 p.m.,5:08Ȱ p.m.,nan,7ȴ:55 p.m.
16,myrateplan,EA-1007-ILQ-LNX,4:55 p.m.,3:11 a.m.,6:40 a.m.,7:55 p.m.
17,mytripandmore,nan,Some college,nan,8:05 p.m.,7:55 p.m.
18,orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
19,businesstravellogue,nan,4:55 p.m.,.m.p 80:5,8:05 p.m.,Alabama
20,quicktrip,XHP-AIM-7001-AA,4:55 p.m.,nan,8:05 p.m.,7:55 p.m.
21,wmkderhgoknd,AA-1007-MIA-PHX,4:55 p.m.,6:08 a.m.,nan,7:55 p.m.
22,nan,AA-1165-JFK-MIA,6Ȩ:59 a.m.,.m.p 32:8,10:34 a.m.,10:04 a.m.
23,airtravelcenter,AA-1165-JYY-MIE,Some college,nan,nan,nan
24,anutgianbekr,nan,6:59 a.m.,7:22 aȟ.m.,nan,1ɉ0:04 a.m.
25,boston,AA-1165-JFK-MIA,nan,20010101,7:03 k.m.,10:04 a.l.
26,flights,AA-1165-JFK-MIA,Some college,.m.a 22:7,10:34 a.m.,nan
27,nan,EX-1165-JGK-KJA,Some college,20010101,6:15 p.m.,10:04ɉ a.m.
28,gnnthtev'oorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 w.m.,10:34 a.m.,10:04 a.m.
29,flights,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,2:50 p.m.,10:04 a.m.
30,flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:Ɍ34 a.m.,10:04 a.m.
31,flightview,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
32,?,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
33,flytecomm,AA-1165-JFK-MIA,6:59Ȩ a.m.,7:22 a.m.,10:34 a.m.,nan
34,foxbusiness,nan,6:59 a.m.,7ȟ:22 a.m.,nan,10:04 a.m.
35,gofox,AA-1165-JFH-MIW,nan,nan,10:54 a.m.,10:04 a.m.
36,?,AA-2050-ORB-KIX,9:05 a.m.,7:22 a.m.,nan,10:04 a.m.
37,oox,AA-1165-JFK-MIA,6:59 a.m.,20010101,10:34 a.m.,10:04 a.m.
38,myrateplan,QC-1165-NFN-MIE,6:59 a.m.,7:22 e.m.,10:34 a.mɌ.,6:40 p.m.
39,?,AA-1165-JFK-MIA,6:59 a.Ȩm.,nan,10:34 s.l.,Alabama
40,?,nan,6:00 a.m.,7:22 a.m.,10:3Ɍ4 a.m.,10:04 a.m.
41,gunhebunl,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.mȟ.,nan,10:04 w.i.
42,quicktrip,AA-1165-JFK-MIA,6:59 q.m.,7:22 s.m.,10:34 a.m.,10:04 a.n.
43,travelocity,nan,7:35 a.m.,7:22 a.m.,10Ɍ:34 a.m.,Alabama
44,weather,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,.m.a 43:01,10:04 a.m.
45,world-flight-tracker,AD-85-BFN-AFI,6:59 a.m.,20010101,10:34 a.m.,11:21 a.m.
46,wundergrԤound,nan,Some college,7:22 a.m.,20010101,10:04ɉ a.m.
47,nan,nan,8:00 p.m.,8Ȱ:23 p.m.,20010101,9:53 p.m.
48,aiًrtravelcenter,nan,8:00 p.m.,8:23 p.m.,.m.p 54:9,9:53 p.m.
49,?,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 [.m.
50,bosʕton,AA-1221-MCO-ORD,8:00 p.m.,8:2Ȱ3 p.m.,2:59 p.m.,Alabama
51,eugollevartssenisub,QW-1221-MRO-ORS,nan,8:23 [.k.,20010101,9:53 p.m.
52,lavirrathgilf,AA-1221-MCO-ORD,.m.p 00:8,1:31 p.m.,9:45 p.m.,11:56 a.k.
53,flightaware,nan,.m.p 00:8,.m.p 32:8,.m.p 54:9,nan
54,flightexplorer,AA-1221-MCO-ORD,8:00 p.m.,nan,9:45 p.m.,9:20 i.l.
55,flights,AA-1221-MCO-ORD,8:00 p.m.,2:55 p.m.,9:45 k.m.,9:53 p.mȴ.
56,statsthgilf,AA-1221-MCO-ORD,nan,.m.p 32:8,9:45 p.ȵm.,Alabama
57,?,AA-1221-MCO-ORD,.m.p 00:8,8:23 p.m.,9:45 '.m.,9:53 p.m.
