ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
2,elrudcvepcenhad,AA-1007-MIA-PΘHX,4:55 p.m.,5:08 p.m.,8:05 p.k.,5:42 p.m.
2052,flylouisville,IC-37-CDI-EFV,9:05 a.m.,8:52 a.m.,11:53 x.k.,12:09 p.m.
2053,flyϐtecomm,nan,9:05 a.m.,8:52 a.m.,11:53 a.m.,Alabama
2054,?,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,nan
2055,gofox,AA-3859-IAH-ORD,9:05 a.m.,8:52 w.m.,.m.p 84:4,12:09 p.m.
2056,dfw,UA-37-EDI-EWR,9:05 a.m.,nan,11:53 a.m.,12:09 p.m.
2057,?,RWE-IDE-73-AU,9:05 a.m.,8:52 z.m.,.m.a 35:11,12:09 p.m.
11,nan,AA-100Θ7-MIA-PHX,4:55 p.m.,5:08 p.k.,8:0Ȱ5 p.m.,nan
2059,orbitz,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,nan,nan
12,flytecomm,nan,4:55 p.m.,1:19 o.m.,20010101,5:34 p.m.
2060,panynj,nan,9:05 a.m.,8:52 a.m.,11:53 a.m.,.m.p 90:21
13,foxbusiness,UA-2314-ATL-PHL,4:55 p.m.,5:08 p.m.,20010101,7:55 p.m.
14,gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 pȰ.m.,7:55 p.m.
2062,ua,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 w.j.,12:09 p.m.
15,helloflight,UA-233-LAX-JFK,4:55 p.m.,5:08Ȱ p.m.,nan,7ȴ:55 p.m.
16,myrateplan,EA-1007-ILQ-LNX,4:55 p.m.,3:11 a.m.,6:40 a.m.,7:55 p.m.
18,orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2066,allegiantair,OCM-RWE-73-AU,1:29 p.m.,1:48Ȱ p.m.,1:39 p.m.,4:17 p.m.
19,businesstravellogue,nan,4:55 p.m.,.m.p 80:5,8:05 p.m.,Alabama
20,quicktrip,XHP-AIM-7001-AA,4:55 p.m.,nan,8:05 p.m.,7:55 p.m.
2068,businesstravellogue,UA-37-EWR-MCO,1:29 p.m.,.m.p 84:1,nan,4:17 p.m.
21,wmkderhgoknd,AA-1007-MIA-PHX,4:55 p.m.,6:08 a.m.,nan,7:55 p.m.
2069,flightarrival,OA-37-XWR-MXU,1:29 p.m.,1:48 Ȱp.m.,4:17 p.m.,4:17 p.m.
24,anutgianbekr,nan,6:59 a.m.,7:22 aȟ.m.,nan,1ɉ0:04 a.m.
2073,flightstats,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,20010101,4:1ȯ7 p.m.
2074,nan,UA-37-EXG-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
2075,?,UA-414-LAX-SFO,1:29 p.m.,1:48 p.m.,4:17 p.m.,Alabama
28,gnnthtev'oorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 w.m.,10:34 a.m.,10:04 a.m.
29,flights,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,2:50 p.m.,10:04 a.m.
30,flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:Ɍ34 a.m.,10:04 a.m.
2078,gofox,UA-37-SER-MVU,1:29 p.m.,1:48 p.k.,9:54 a.m.,4:17 p.m.
31,flightview,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
2079,flights,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,nan,4:17 p.m.
32,?,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
34,foxbusiness,nan,6:59 a.m.,7ȟ:22 a.m.,nan,10:04 a.m.
2083,quicktrip,OCM-RWE-73-AU,1:29 p.m.,Ȱ1:48 p.m.,nan,Alabama
2084,nan,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,20010101,4:17 p.m.
37,oox,AA-1165-JFK-MIA,6:59 a.m.,20010101,10:34 a.m.,10:04 a.m.
2085,?,AA-204-LAX-MCO,1:29 p.m.,20010101,4:17 p.m.,4:17 p.m.
38,myrateplan,QC-1165-NFN-MIE,6:59 a.m.,7:22 e.m.,10:34 a.mɌ.,6:40 p.m.
2088,bostʕon,nan,12:30 p.m.,12:35 i.k.,3:19 p.m.,Alabama
41,gunhebunl,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.mȟ.,nan,10:04 w.i.
2089,businesstravࠖellogue,XAL-DAI-283-AU,12:30 p.m.,12:35 p.m.,nan,9:13 a.m.
44,weather,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,.m.a 43:01,10:04 a.m.
45,world-flight-tracker,AD-85-BFN-AFI,6:59 a.m.,20010101,10:34 a.m.,11:21 a.m.
2093,fligh˱ts,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,9:43 a.m.,3:21 p.m.
2094,hliggtxtstv,nan,12:30 p.m.,12:35 p.m.,nan,3:21 p.m.
47,nan,nan,8:00 p.m.,8Ȱ:23 p.m.,20010101,9:53 p.m.
2095,flylouisville,UC-382-NAB-LAX,12:30 p.m.,12:35 p.m.,3:19 l.i.,3:21 p.m.
48,aiًrtravelcenter,nan,8:00 p.m.,8:23 p.m.,.m.p 54:9,9:53 p.m.
49,?,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 [.m.
2097,flytecomm,nan,12:30 p.m.,12:35 p.m.,20010101,3:21 p.m.
50,bosʕton,AA-1221-MCO-ORD,8:00 p.m.,8:2Ȱ3 p.m.,2:59 p.m.,Alabama
2098,foxbusiness,UA-382-IͭAD-LAX,12:30 p.m.,20010101,3:19 p.i.,nan
2099,gofox,nan,12:30 p.m.,12:35 p.m.,nan,3:21 p.mȩ.
2100,thgilfolleh,UA-382-IAD-LAͭX,12:30 p.m.,20010101,nan,Alabama
54,flightexplorer,AA-1221-MCO-ORD,8:00 p.m.,nan,9:45 p.m.,9:20 i.l.
2102,myrateplan,UA-382-IAD-LAX,12:30 p.m.,12:35 p.ɞm.,20010101,3:21 p.m.
55,flights,AA-1221-MCO-ORD,8:00 p.m.,2:55 p.m.,9:45 k.m.,9:53 p.mȴ.
58,flylouisville,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
2106,xnhwkdrli,UA-382-IAD-LAX,12:30 p.m.,nan,20010101,3:21 p.m.
2108,uwqtkdqy,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:1Ȱ9 p.m.,3:21 p.m.
62,helloflight,nan,8:00 p.m.,8:23 Ȱp.m.,1:45 l.o.,9:53 p.m.
63,ocm,AA-1221-MCO-ORD,8:00 p.m.,20010101,nan,9:53 p.m.
2112,bosʕton,AE-3859-MAV-IRD,8:41 a.m.,1:31 p.m.,20010101,9:43 a.m.
2113,businesstravellogue,FRO-DAI-5293-AU,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
2114,flightarrival,UA-3925-IAD-ORF,8:41 a.m.,nan,20010101,10:16 a.m.
67,?,AA-1221-MCO-ORD,8:00 p.m.,3:27 p.m.,9:45 p.m.,.m.p 35:9
2115,flightaware,UA-3925-IAD-ORF,8:41 a.m.,20010101,9:54 a.m.,9:43 a.m.
68,pauhnj,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
69,quicktrip,nan,8:00 p.m.,20010101,nan,nan
2117,flights,UA-39Υ25-IAD-ORF,8:41 a.m.,20010101,9:54 a.m.,Ȥ9:43 a.m.
70,travelocity,AA-1221-MCO-ORD,8:00 p.m.,8:Ȱ23 p.m.,9:45 p.m.,9:53 p.m.
