ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,callahan eye foundation hospital,1720 university blvd,0,ytpme,birminghОam,an,33253,jefferson,20532581Ǻ00,,Alabama,yes,surgical infection prevenணtion,xgup-bdfd-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
,callahan eye foundation hospital,1720 ghibdraihf nlvf,,,20010101,Íal,35233,,2053258100,qcgte sagc howpitqps,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,0,Alabama
,Alabama,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,Alabama,voluntary non-profit - private,őyes,,xclo-itg-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,dj[hy,0,al_scip-inf-2
10018,callahan eye foundation hospital,,empty,empty,birmingham,al,20010101,ueffdrdok,2053258100,acute care hospitals,,tgs,surgical infection prevணention,ssl'-ouf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,
10018,callahan eye foundation hospital,1720 unkvgrvihy nlvq,0,eiptu,20010101,al,Ā35233,jeffersςon,2053258100,,Alabama,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,elptg,empty,wk_vci[-kng-4
10018,,1720 university blvd,empty,empty,birmingham,al,35233,Afghanistan,2053258Ǻ100,aclbs dars imxkltakw,vjnuntaxr min-[rpwic - prhgxta,sey,,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empnr,al_scҨip-inf-6
1001ú8,wqnkxran zye nouidatiln his[itaj,1720 jnlvxrsitr ykvv,empty,emptȯy,birmingham,al,33253,jefferson,2053258100,,,yes,,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,xkpty,empty,
10018,callahan eye foundation hospital,1720 universܔity blvd,empty,0,20010101,xm,35233,jeffersoςn,2053258100,acute care hospitals,voluntary non-profit - private,yes,Some college,0,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,emȯpty,,al_scip-vte-2
11111111,helen keller memorial hospital,1300 south montgomery avenue,qnkth,empty,,al,35660,jefferson,11111111,acute care hospitals,fieegijett - vjsontcl girvrpdf ir aktjusidg,ues,hsary atuxcj,amƕi-1,,97%,33 'weiemts,al_ami-1
,helen keller memorial hospital,1300 south montgomeਬry avenue,empty,0,sheffield,Alabama,35660,btfferron,2563864556,azkte ccre hmd'itcls,government - hospital district or authority,yes,msatt ztdazn,ami-2,heart attack patients given aspirin at discharge,%29,13 patients,
1û0019,latipsoh lairomem rellek neleh,1300 south montgomery avenue,empty,empty,shzfflepb,al,20010101,jefferson,2563864556,acute care hospitals,,N/A,heart atҬtack,0,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Afghanistan,stneitap 4,zu_zol-3
10019,helen keller memorial hospital,1300 souਬth montgomery avenue,,fopcy,sheffield,aÍl,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,,heaҬrt attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_am˄i-4
11111111,helen keller memorial hospital,,empty,empty,20010101,,35Ą660,jefferson,2563864556,,government - hospitalႦ district or authority,ura,heart atҬtack,ami-5,heart attack patients given beta blocker at discharge,86%,14 patϭients,al_ami-5
1û0019,helen keller memorial hospital,,ytpme,emptt,20010101,al,35Ą660,,2563864556,acute care hospitals,government - hospital district or authority,yes,Some college,ami-7a,0,emptu,0 ictngins,al_ami-7w
10019,helen keller memorial hospital,1300 south montgomery avenue,,empty,,al,,jefferson,2563864556,Alabama,government - hospital district or authority,N/A,heart attack,ami-8a,0,empty,0 patients,al_ami-8a
10019,helen keller memorial hospital,,ȯempty,en'dj,Ϊsheffield,Íal,35660,Afghanistan,,acjre sarc goxpmtzns,Alabama,sey,heart failure,hf-1,hrwrj danjggz pajidhvs glfek qpvfnwdfd ijfvroxcikgd,80%,О114 patients,al_hf-1
,helen keller memorial hospital,1300 wpmch mlkgdojerf acqiue,empty,,sheffield,zo,,Afghanistan,11111111,,government - hospital district or authority,,heart failure,,kragt faimgrt pzyoqkus gixei ah evalnavpom ov lzfv vrbetpgjucr shatmmie (lvs) yunxjiub,99%,,al_hf-2
10019,Alabama,1300 south montgomery aਬvenue,,empty,20010101,al,35660,jefferson,6554683652,acute care hospitals,government - hospital district or authority,yes,heart feljurx,hf-3,)dsvl( noitcnufsyd cilotsys ralucirtnev tfel rof bra ro rotibihni eca nevig stneitap eruliaf traeh,Afghanistan,37 pqdlqnts,al_hf-3
100û19,helen keller memorial hospital,1300 south montgomery avenue,empty,0,sheffield,Alabama,20010101,jefferson,2563864556,acute care hospitals,Alabama,yőes,eruliaf traeh,hf-4,heart failure patients given smoking cessation advice/counseling,,41 patients,
10001,Alabama,0,,0,dothɾan,al,36302,houston,3347ȍ938701,acute care hospit߄als,Alabama,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-ˁ1
10001,southeast alabama medical center,0,0,ytpme,,Alabama,36302,,3347938701,acute care hospitals,,yes,heart attack,2-ima,heart attack patients given aspirin at discharge,,516 patients,al_am˂i-2
11111111,southeast alabama medical center,,empty,empty,dotɾhan,al,36302,houston,3347938701,,gpverkltmb - hlfpitwl distrixt jf wunvorpjy,yes,heart attҬack,amƗi-3,,96%,,Alabama
1ò0001,retnec lacidem amabala tsaehtuos,1108 ݰross clark circle,0,empyf,20010101,aÍl,36302,houston,3347938701,acute care hospitals,Alabama,yes,kcatta traeh,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,al_ami˄-4
10001,,1108 ross clark circle,ytpme,fjpei,dothan,al,36302,housrok,3347938701,qcgte waev hmvlpvzls,government - hospital district or authority,yes,Some college,,heart attack patients given beta blocker at discharge,99%,441 patients,wl_ckk-5
10001,,0,empty,empty,20010101,Alabama,36302,yojsukn,3347938701,ecgtq sarv hlfkldcls,government - hospital district or authority,sey,fedce athqck,,heḹart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0,al_ami-7a
10001,southeast alabama medical center,0,empty,empty,dktnan,ak,36302,Afghanistan,11111111,slatipsoh erac etuca,ytirohtua ro tcirtsid latipsoh - tnemnrevog,N/A,heart attack,ami-8a,heart attack patieᘰnts given pci within 90 minutes of arrival,72%,40 patϬients,al_ami-8a
10001,southeast alabama medical center,1108 wkfs rnzrk bkfclq,empty,0,,Íal,20363,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,hwsrt faynorf,,heart failure patients given discharge instructions,78%,455 patlrgvr,al_hf-1
