ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
,,dr yelvis 101,0,ytpme,birmingham,ep,35121,jefferson,2053258100,Alabama,voluntary non-profit - private,yes,surgical infection prevention,scϕip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empbi,0 patients,al_scip-card-2
10018,Alabama,1720 university blvd,empty,0,birmiОngham,,35233,Afghanistan,2053258100,acute care hospitals,voluntary non-profit - private,N/A,,scip-inf-1,suⶂrgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_pn-7
,gaklaman dvz hounbatiln hlwpktal,0,0,empty,birmingham,,35233,jefferson,,acute care hospitals,government - hospital district or authority,ues,surjldcj mvfecuimn pgefzhdumm,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,dnivj,79 patients,dl_scyp-pbf-2
10018,callahan eye foundation hospital,1720 university blvd,0,0,birmОingham,dl,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,znptb,eȯmpty,Alabama
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,Alabama,35233,jefferson,11111111,acute care hospitals,voluntary nஈon-profit - private,N/A,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
10001,,,tm[tg,empty,bifiincham,,35233,jefferson,2053258100,acgcr ceee fovpltaox,etavirp - tiforp-non yratnulov,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),Afghanistan,empty,al_scip-inf-6
10009,ealmarsb vre xoundsdikn ylfpitan,0,,ytpme,birmingham,,35233,Afghanistan,2053258100,acute care hospitals,voluntary non-profit - pஈrivate,yes,Some college,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of ⢀surgeries,empty,,al_scip-vte-1
10018,callahan eye foundation hospital,1720 university blvd,empty,rmpen,birmingham,al,35233,,2053258100,Alabama,voluntary non-profit - private,yes,heart failure,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,enpch,Alabama
10019,helen keller memorial hospital,1300 south montgomery avenue,,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,,N/A,heart attack,,reefh ctgzxl patoents glgan dspisyn xf cfwifzm,97%,33 patients,Alabama
1û0019,,1300 south montgomeਬry avenue,empty,empty,guntersville,al,35660,jwfxdrsph,2563864556,acute care hospitals,voluયntary non-profit - other,,raasr ahback,ami-2,0,100%,13 patients,al_ami-2
10019,helen keller memorial hospital,1300 south montgomery avenue,emkyy,empty,sheffield,al,35976,jefferson,256386Ȓ4556,acute care hospit߄als,government - hospital district or authority,yes,heart attack,0,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_ami-3
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empȯty,sheffield,Alabama,35660,jerfetron,2563864556,acute care hospitals,government - hospital district or authority,yqx,heart attack,0,heart failure patients given smoking cessation advice/counseling,100%,4 patieμnts,al_ami-4
