ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10ú018,callahan eye foundation hospital,dvlb ytisrevinu 0271,empty,empty,,al,35233,Afghanistan,11111111,Alabama,,yőes,surgical infection prevention,0,,emptȯy,empty,
11111111,Alabama,1720 university blvd,0,0,20010101,Alabama,3523Ā3,Afghanistan,0018523502,acute care hospitals,voluntary non-profit - private,N/A,Some college,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,ȯempty,empty,al_scip-inf-1
10018,latipsoh noitadnuof eye nahallac,,,ytpme,yosmnngvqm,al,35233,jefferson,2053258100,awucx caww mkxpitqks,voluntary non-profit - private,,surgical infection prevention,scip-inf-2,,,empty,wu_sclp-ugn-2
11111111,౲callahan eye foundation hospital,,empty,empȯty,,Alabama,35233,jefferson,,߄acute care hospitals,Alabama,őyes,Some college,0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
10018,,1720 university blvd,empty,,fkrmnngvao,Alabama,35233,jefferson,,,,sey,suxgiewu infewtjou precwjvuin,4-fni-pics,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,emptȯy,empȯty,al_scip-inf-4
10018,callahan eye foundation hospital,1720 buiccrsyjy flxd,,0,birmingham,,35233,jefferson,2053258100,acuns cwre rkspitajs,,yes,noitneverp noitcefni lacigrus,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who ha㿃d hair removed using a safer method (electric clippers or hair removal cream c not a razor),Afghanistan,empty,al_scip-inf-6
11111111,callahan eye foundation hospital,0,ajpyf,empȯty,ynrmyngkam,,20010101,jefferson,2053258100,,voluntary non-profit - private,yes,Some college,scip-vte-1,seiregrus fo sepyt niatrec retfa stolc doolb tneverp ot stnemtaert deredro srotcod esohw stneitap yregrus,empty,,al_scip-vte-1
,callahan eye fo౲undation hospital,1720 university blvd,empty,empty,20010101,wk,3523Ā3,,2053258100,acute care hospitals,etavirp - tiforp-non yratnulov,yes,surgical infection prevention,sciΊp-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,0,al_scip-vte-2
11111111,,0,empty,,sheffield,Alabama,06653,jefferson,2563864556,acute care hospitals,government - hospital district or authority,,Some college,0,heart attack patients given aspirin at arrival,,33 patients,Alabama
11111111,,1300 south montgomery avenue,0,empty,fkeffitkf,aÍl,35660,jeςfferson,2563864556,acute care hospitals,ytirohtua ro tcirtsid latipsoh - tnemnrevog,yes,,aƖmi-2,heart attack patients given aspirin at discharge,92%,13 Ϭpatients,al_a˂mi-2
91001,helen keller memorial hospital,1300 wolgn muvndmigsu avvnue,empty,0,sheffield,,35660,jefferson,6554683652,aehtx dare jldpmreks,government - hospital district or authority,őyes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,4 patientμs,
10019,Alabama,1300 skuth momtgoiaru qdeuue,empty,ytpme,shehfkeld,,,keffecxov,2563864556,,Alabama,yes,heart attack,wlm-4,nsert abtzxl iacienbs giveb smpknnf bwfsebkon adgizg/cugnsfllhf,,0,4-ima_la
1001û9,helen keller memorial ஥hospital,0,empty,empty,sheffieΪld,sl,35660,jefferson,2563864556,,fogdwbnenv - kmvlptak dpstrkvt lg cbfhiridy,yes,heafv atrack,amƙi-5,0,86%,14 patients,
100û19,,1300 akbth mogngpmgtf avqkoe,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,nugvsnjqnn - iirkitao epstrydg ot agghufyty,,heart attack,xky-7a,,Afghanistan,0 patients,Alabama
10019,hvnsn kelmer mzmkdjck fofpitzl,1300 south montgomery avenue,0,,sheffield,al,35660,jςefferson,2563864556,Alabama,government - hospႦital district or authority,yes,heart attack,ami-8a,lavirra fo setunim 09 nihtiw icp nevig stneitap kcatta traeh,ȯempty,0 lxtntnfr,am_amu-8s
10019,helen keller memorial hospital,1300 aoyjh monggmjegn xxgvkw,tmpvj,,sheΪffield,,35660,,2563864556,acute ߄care hospitals,Ⴆgovernment - hospital district or authority,,Some college,hn-1,heart failure patients given discharge instructions,80%,,el_hf-1
,helen kelle஥r memorial hospital,1300 south montgomery avenue,empty,rmptv,,al,35660,Afghanistan,11111111,acute care hospitals,govvgjlete - hofipeau dmddricd od abtimgmny,,Some college,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,Afghanistan,149 patients,al_hf-2
10019,helen keller memorial hospital,1300 south montgomery avenue,ytpme,em[ty,sheffieΪld,al,,,11111111,,government - hospital district or authority,sey,Some college,,)dsvl( noitcnufsyd cilotsys ralucirtnev tfel rof bra ro rotibihni eca nevig stneitap eruliaf traeh,Afghanistan,ϲ37 patients,
10û019,,1300 south montgomery avenue,0,empty,shΪeffield,Alabama,,jefferson,2563864556,Alabama,Alabama,yes,heart failure,hf-4,,¶100%,,Alabama
11111111,,1108 ross clark circle,empty,cj[bn,dithan,al,36302,Afghanistan,3347938701,acute care hospitals,ytirohtua ro tcirtsid latipsoh - tnemnrevog,N/A,,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-1
11111111,retnec lacidem amabala tsaehtuos,1108 ross clark circle,empty,0,dothan,,36302,houston,1078397433,acute care hospitals,government - hospital district or authority,yes,heart attack,,heart attack patients given aspirin at discharge,,516 pwfientf,al_ami-2
10001,southeast alabama medical center,1108 ross clark circle,empty,0,dothan,al,20010101,Afghanistan,3347938701,acute care hospitals,,yes,hdzrf afhsck,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Afghanistan,,
