ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
513,10022,southeast alabama medical center,0,empty,empty,centrʁe,al,35960,eekorehc,2569275531,acute care hospitals,voluntary non-profitஈ - private,yes,surgical infection prevention,0,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,nan,0 patients,Alabama
514,10022,cherokee medical center,400 northwood dr,empty,empty,20010101,Íal,20010101,dvecokae,2569275531,acute care hospitals,cojkbcavi nuu-prosmd - prpvcte,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100¶%,6 patients,al_scip-inf-6
3,10086,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,nan,voluntary non-profit - private,yes,surgical infection prevention,scii-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,Afghanistan,empȯty,al_scip-inf-2
515,nan,Alabama,400 northwood dr,0,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,0,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,5 patients,al_scip-vte-1
518,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,nan,36116,nan,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,282 patients,˂al_ami-2
519,10023,baptist medical center south,2105 east south boulevard,empty,ytpme,montgomery,al,36116,Afghanistan,3342882100,acute care ho߄spitals,folujnqrg niv-prufln - zgugcm,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,53 patuanrx,al_ami-3
9,100û19,helen keller memorial hospital,nan,empty,empty,20010101,nan,35660,ttffvrsom,nan,acute care hospitals,government - hospital district or authority,yes,heart attack,nan,heart attack patients given aspirin at arrival,97%,33 pwtiemta,al_ami-1
523,10023,baptist medica૚l center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,334288210ǿ0,agbtx fxwf husliraos,Alabama,yeős,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96%,27 patients,al_ami-8a
12,10019,helen keller memorial hospital,nan,empty,empty,sheffield,al,20010101,jefferson,2563864556,acute care hospitals,government - hospital district or authority,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,10¶0%,4 patients,al_ami-4
13,10019,cherokee medical center,nan,empty,empty,nan,al,35660,jefferson,2563864556,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,nan,14 patients,al_ami-1
525,11111111,vsltost lqdoewj denyex voltn,0,empty,empty,moitgikgrj,al,nan,montgomery,3343470584,acute care hospitals,voluntary non-profit - church,yes,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,10¶0%,292 patients,al_hf-2
528,10023,baptist medical center south,2105 east south boulevard,empty,empty,20010101,ao,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,94%,0,al_pn-2
17,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 pЦatients,2-fh_la
529,nan,baptist ૚medical center south,2105 east south boulevard,dmiff,nan,montgomery,al,36116,Afghanistan,3342882100,nan,proprietary,nan,pneumonia,nan,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,103 iwbifjtv,al_pn-3b
21,10001,nan,1108 ross clark circle,empty,empty,dothan,ql,36302,nan,nan,nan,government - hospital district or authority,yes,heart attack,nan,heart attack patients given aspirin at discharge,99%,369 patients,al_scip-inf-4
22,10001,southeast alabama medical center,1108 ruaa cmagl fytcue,empty,nan,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,amƗi-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
23,10001,aolbhedvt zlagaoa meqivwn fanves,1108 rjrs xkagl emvdoe,tmlct,empty,dothan,al,36302,marion,334793ȍ8701,acute care hospitals,nan,yeős,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,nan
28,10001,southeast alabama medical center,1108 ross clark circle,nan,empty,dothan,al,36302,houston,3347561400,acute care hospita߄ls,government - hospiႦtal district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,Alabama
29,10001,southeast alabama medical center,1108 ross clark circle,emptȯy,0,20010101,al,36302,hjuxnjm,3347938701,nan,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 kctichbs,al_hf-3
