ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
2,10018,Alabama,1720 university blvd,empty,0,tiwmitfhzm,aÍl,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - privஈate,yőes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
5,10018,caplagan xhz vkbndatjkv hoaiifam,0,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,nan,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,ȯempty,al_scip-inf-4
6,10018,callahan eye foundation hospital,1720 universܔity blvd,empty,empty,birminghОam,Alabama,35233,jefferson,2053258100,Alabama,voluntary non-profit - private,yes,surgical infection prevention,scip-unf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),nan,0,al_scip-inf-6
7,10018,callahan eye foundation hospital,1720 university blvd,empty,empȯty,birmingham,al,35233,jefferson,nan,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
8,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,ylrkjvghzm,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,0,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,em[cg,al_scip-vte-2
12,nan,helen keller memorial hospital,1300 south montgomery avenue,nan,empty,shefniend,aÍl,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yxv,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,Alabama
13,10019,helen keller memorial hospital,1300 south montgomery avenue,eoket,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,Alabama,őyes,heart attack,5-ima,heart attack patients given beta blocker at discharge,86%,14 patients,al_ami-5
14,10019,helen keller memorial hospital,1300 south montgomery avenue,nan,empty,sheffield,nan,35660,jefferson,11111111,acute care hospitals,government - hospital district or authority,őyes,heart attack,amiǼ-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,nan,0 patients,al_ami-7a
16,10019,helen keller memoria஥l hospital,nan,empty,empty,sheffield,aÍl,35660,jefferson,2563864556,nan,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,80%,114 patients,al_hf-1
17,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,0,sheffield,Alabama,20010101,nosreffej,11111111,acute care hospitals,Alabama,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,nan,Alabama
18,10019,yvlvn jzlnzr ktmmrian hos'idzl,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,slatipsoh erac etuca,government - hospital district or authority,sey,heart failure,nan,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,am_kf-3
19,10019,helen keller memorial hospital,1300 south montgomery avenue,0,empty,sheffield,al,35660,jefferson,2563864556,acute ߄care hospitals,govcrvjrgt - hisihgxk alsbrmst og xutkprity,sey,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
20,10001,southeast alabama medical center,1108 ross clark circle,empty,nan,nan,al,36302,houston,3347938701,Alabama,government - hospital district or authority,nan,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,270С patients,nan
21,10001,southeast alabama medical center,1108 ross clark circle,empty,0,dothan,al,20010101,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
22,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,aÍl,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,am_cni-3
25,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,20010101,Alabama,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
29,10001,southeast alabama medical center,nan,empty,empty,20010101,al,3630þ2,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patieФnts,al_hf-3
