ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
2,498345,Study of high- and low-current-configuration homes from the 1988 Denver Childhood Cancer Study,ENG,The Journal of infectious diseases,J. Infect. Dis.,1537-6613,72,1,1/6/01,nan,{Elefteriades J.A.}
4,169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],nan,nan,nan,nan,84,0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
6,98234,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,nan,nan,nan,0,4,1/10/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
8,729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,nan,Clinical radiology,nan,nan,164,3,1/1/99,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,684757,Family care giving in the context of HIV/AIDS in Africa,nan,Clinical Neuropsychologist,nan,1385-4046,24,4,1/11/01,1158-78,{G VillaA ZoppiG D MalamaniG MarasiA VanasiaR Fogari}
10,925885,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,Int J Gynecol Cancer,nan,nan,21,2,1/6/01,330-7,{K. FlemingK. DonatoK. Leszczynski}
14,965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,Parkinsonism & related disorders,nan,1547-5271,8,5,1/12/03,S40,{NULL}
15,53321,Role of N-acetylcysteine in prevention of contrast-induced nephropathy after cardiovascular procedures: a meta-analysis,nan,nan,nan,nan,35,0,1/2/01,52-63,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
18,812893,Plant Kunitz proteinase inhibitor attenuates inflammation oxidative stress and remodeling induced by elastase in mice,nan,Postgraduate medical journal,nan,1469-493X,0,4,1/14/01,299-314,{J. H. LittellM. PopaB. Forsythe}
20,43736,A geographic analysis of chronically homeless adults before and after enrollment in a multi-site supported housing initiative: community characteristics and migration,eng,Medicine and science in sports and exercise,Int Psychogeriatr,0195-9131,39,6,1/7/06,237-40,{James C MartinIan MayhewLee M RomerThomas Korff}
22,163526,A performance improvement process to tackle tachysystole,eng,nan,nan,nan,16,0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,514411,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,nan,The American journal of medicine,Cardiovasc Intervent Radiol,1432-086X,37,6,1/14/12,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
25,743394,Estimating the Effect of Land Leases on Prices of Inner-city Apartment Buildings,nan,Scandinavian Journal of Gastroenterology,nan,nan,31,7,1/12/01,711-5,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
26,21910,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,eng,Global journal of health science,nan,1916-9736,6,0,1/14/03,22-Dec,{C. B. MogensenI. B. JacobsenL. Wiboe}
28,605423,Diminished A-cell secretion in the early phase of type I diabetes mellitus,English,Lancet,nan,nan,35,11,1/1/86,1074-1077,{NULL}
30,372175,Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples.,English,American Journal of Bioethics,nan,15265161 (ISSN),9,3,1/9/01,W1-W4,{G.R. Gillett}
31,261329,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,kor,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,nan,1598-9992,52,6,1/8/12,642-55,{S. B. VenkateshiahN. A. Collop}
33,954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,eng,nan,nan,nan,0,0,1/1/74,1518-25,{Marilou Madden}
35,912377,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,nan,European Respiratory Journal,nan,1532-8511,29,1,1/15/02,nan,{Sebastien RacinaisOlivier GirardLars NyboMagni MohrMartin Thomassen}
36,353972,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,nan,Vulnerable Children and Youth Studies,nan,1745-0128 1745-0136,3,3,8/1/65,243-248,{B O Olley}
37,275675,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,English,Respiration; international review of thoracic diseases,nan,0025-7931,88,0,1/4/05,46,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
39,754594,Out of harm's way: curbing violence in the ED,English,Oral surgery oral medicine oral pathology and oral radiology,International journal of surgery (London England),0899-6210,8,10,1/12/01,20-6 28,{Marlon BargEmilio L StreckLara M GomesVanessa M AndradeDaniela D LeffaFelipe Dal-PizzolFabricia PetronilhoFrancieli VuoloMilena Carvalho-SilvaFernanda BalbinotGislaine T Rezin}
40,473026,Inhaled anticholinergics and risk for acute urinary retention: A case-crossover and case-time-control study,nan,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Adm Policy Ment Health,1473-5695,15,3,1/8/06,134-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
