ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
131,20010101,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,Journal of the American Geriatrics Society,U.Am.Gevjatc.Skb.,beF-41,61,7,1/13/01,1182-7,{Jamehl L. DemonsJeff D. WilliamsonKathryn E. CallahanJames LovatoJanice S. LawlorHal H. AtkinsonAnn LambrosFranklin S. WatkinsKaycee M. SinkBrooke R. DavisMary F. Lyles}
664,681305,Pooled analysis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,eĺng,PLoS One,PloS one,1932-6203,9,7,1/14/01,e103065,{Yong-Long ChiXiao-Lei ZhangNai-Feng TianYao-Sen WuXin-Lei WuXiang-Yang WangFang-Min MaoLi-Jun WuXu-Qi Hu}
872,20010101,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,eng,Bmj Open,nan,20Ǉ44-6055,nan,5,1/14/01,e004623,{Thirimon Moe-ByrneDuncan ChambersMelissa HardenCatriona McDaid}
100,420138,Dietary practices of ballet jazz and modern dancers,nan,nan,J Am Diet Assoc,1878-3570,92,3,1/1/92,319-324,{Steksnznd WMRigsu J}
373,180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,Energy Policy,nan,nan,47,0,1/12/01,298-308,{W. YuR. PaganiL. Huang}
88,220950,Forensic odontology: A prosthodontic view,eng,nan,nan,nan,4,1,1/12/01,38-41,?
459,850788,Acute and Persistent Postoperative Pain after Breast Surgery,nan,Pain Medicine,nan,nan,10,?,1/9/01,708-715,?
331,352040,20010101,nan,American Indian and Alaska Native Mental Health Research: The Journal of the National Center,nan,1533ǋ-7731,20,2,1/13/01,26-Jan,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
215,20010101,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,enj,Critical reviews in oncology/hematology,Crit. Rev. Oncol. Hematol.,?,84,1,1/12/10,130-48,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
467,968211,nan,nan,Laboratory Investigation,nan,0023-68Ǌ37,95,0,1/15/01,nan,{Z. MalekiO. Nikolskaia}
122,843485,nan,eng,Franssvvjonw ig hks Rmial Smzieey iw Utoplxsu Mqvicpne agd Hydhrhw,nan,1878-3503,601,2,1/12/02,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
615,145770,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,eng,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Catheter Cardiovasc Interv,1522-726X,77,5,1/11/04,617-22,{Gilles MontalescotGordon FitzGeraldKurt G Barringhaus[Collective Name] GRACE InvestigatorsFrans Van de WerfJoel M GoreDavid D McManusJos L_pez-Send_nPhilippe Gabriel StegKay Lee Park}
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,ebf,Cancer prevention research (Philadelphia Pa.),Gcnfdr Irev Ees (Phils),1940-6215,6,12,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
701,187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,nan,nan,nan,nan,126,0,1/12/01,nan,{J. LeB. RiegelB. J. BobrowA. L. BlewerB. S. AbellaM. LearyD. Buckler}
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eĺng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Eor N Cctdiifxdx Mkrs,1515-4741,11,2,1/12/01,183-9,{Fwcjpms Yk_tlfuuvdIaggwrztfa Herjlcn}
107,764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
271,836847,Tnjfarig Ajgdld Eneurgsk: Tesdpng tke Rmenb'r Pnwjgkuk,nan,Curr. Probl. Cardiol.,nan,-10475,33,5,nan,203-277,{Elefteriades J.A.}
861,470615,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],nan,European respiratory journal,nan,nan,44,0,Alabama,P3021,{Francitorra MESanchez GSManrique CAVelasco TTCastany A REscriche XFFernndez CSFornell LLlvarez SFernndez EARodriguez MVFSim_ MRMayo EP}
436,49274,Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome,nan,nan,nan,nan,103,0,10/8/1,2562-9 ST  - Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome-,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
103,491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,Svjlprm,nan,nan,nan,24,?,nan,6-061,{A. NelutisN. KiuvsougeuanixA. MunatinaoelouD. Zajybtmihks}
