ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10005,eliza coffee memorial hospital,1720 university blvd,empty,empty,dothan,al,35233,fayette,3344933541,acute care hospitals,voluntary non-profit - private,yes,pneumonia,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,90 patients,al_scip-vte-1
10018,g h lanier memorial hospital,1720 university blvd,empty,empty,birmingham,al,36201,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,pneumonia,hf-4,pneumonia patients assessed and given pneumococcal vaccination,empty,empty,al_scip-inf-3
10015,callahan eye foundation hospital,1010 lay dam road,empty,empty,thomasville,al,36049,jefferson,2057552500,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-1
10018,callahan eye foundation hospital,400 n edwards street,empty,empty,centre,al,35960,jefferson,2562651000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,pneumonia patients assessed and given influenza vaccination,100%,empty,al_scip-inf-3
10033,callahan eye foundation hospital,205 marengo street,empty,empty,birmingham,al,35968,clarke,2059344011,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,ami-5,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_ami-8a
10018,elba general hospital,209 north main street,empty,empty,mobile,al,35233,chilton,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,95%,empty,al_scip-inf-6
10108,callahan eye foundation hospital,4800 48th st,empty,empty,birmingham,al,35233,morgan,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,pneumonia patients given smoking cessation advice/counseling,empty,empty,al_pn-2
10018,cherokee medical center,1720 university blvd,empty,empty,huntsville,al,35901,jefferson,2053258100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,817 patients,al_scip-vte-2
10019,helen keller memorial hospital,4800 48th st,empty,empty,sheffield,al,36078,de kalb,2565938310,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10021,st vincents blount,150 gilbreath drive,empty,empty,cullman,al,36360,chilton,2562495000,acute care hospitals,government - hospital district or authority,no,heart attack,ami-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,13 patients,al_hf-3
