ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295,Late repair of injuries of the anal sphincter,English,Neuropsychopharmacology,Neuroscience,0035-9157 (Print) 0035-9157,64,12,1/1/71,1187-9,{Estela DerazneJeremy D KarkYaron NivLital Keinan-BokerAri ShamissIrena LiphshitzArnon AfekDorit TzurMoshe FurmanZohar Levi}
2,498345,An insulin-like growth factor-I gene polymorphism modifies the risk of microalbuminuria in subjects with an abnormal glucose tolerance,ENG,J Hand Surg Am,Endod Dent Traumatol,1678-4464,-1,-1,1/13/01,nan,{Kazeem B YusuffUnyime I Eshiet}
3,798716,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,nan,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,nan,0301-4738,54,4,1/13/01,283-4,{Irena Anna FreiKatharina FierzAngela PoatMartina Gisin}
4,501663,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],fre,nan,nan,nan,154,0,1/7/10,447-52 ST  - [Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)]-,{M. WangG. StewartJ. F. TierneyG. SpilopoulosW. DuncanH. S. HansenZ. RhugangM. K. ParmarA. RousellB. LaunoisK. NygaardS. J. ArnottM. Gignoux}
5,265969,Fc receptor-like 3 (FCRL3) -169 C/T polymorphism and systemic lupus erythematosus: A meta-analysis.,engspa,nan,nan,nan,33,4,1/15/10,2024; author reply 2026-7,{Lauren C Pinter-Brown}
6,98234,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,nan,nan,nan,42,0,1/13/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,364080,Late repair of injuries of the anal sphincter,eng,Journal of medicinal chemistry,nan,nan,29,2,1/1/73,viii284,{J.P. ToombsM.S. BauerW.R. WidmerA.R. Blight}
8,729712,Shedding health risks with bariatric weight loss surgery,English; ABSTRACT LANGUAGE:English,J Orthop Sci,nan,nan,240,0,1/14/01,374-8,{NULL}
9,710727,Awareness of deficits and on-road driving performance,nan,Indian Journal of Physiology and Pharmacology,nan,nan,25,7,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,858569,Behaviour Research and Therapy Outcome predictors in guided and unguided self-help for social anxiety disorder,nan,The British journal of radiology,nan,nan,79,938,5/1/90,Apr-43,{M CaliskanM Karab_c_ogluA CitakN UzelK AydinA NayirD D Soysal}
11,184417,Efficacy of continuation/maintenance electroconvulsive therapy for the prevention of recurrence of a major depressive episode in adults with unipolar depression: a systematic review.,nan,nan,nan,nan,14,-1,1/9/01,317-325,{Perjohan LindforsLiselotte JanssonBrjann LjotssonLisa FalkErik HedmanChristian RuckAmanda Wibron VesterlundSergej AndreewitchNils LindeforsGerhard AnderssonTimo Hursti}
