ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
131,10008,crenshaw community hospital,101 mow[itel xigcje,nan,empty,luvérne,al,36049,nan,3343353374,acute care hospitals,government - federal,yes,ainomuenp,0,nan,25%,16 patients,al_pn-2
664,nan,cxbkwed hus'knql,209 north main street,fopty,empty,eewodew,al,87263,nan,nan,slatipsoh erac etuca,government - local,nan,surgical infection prevention,scip-inf-6,0,empty,empty,Alabama
872,10044,marion regional medical center,nan,empty,nan,hamilton,al,nan,marion,2059216200,acute care hospitals,Alabama,nan,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,87%,nan,xl_scip-ntf-2
100,nan,mizell memorial hospital,702 n main st,eȯmpty,ek'vy,20010101,la,nan,covjnnuot,3344933541,abyte fxgs gowpnvals,voluntary non-profit - private,no,Some college,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,eȯmpty,stneitap 0,sl_cmo-7e
373,nan,Alabama,nan,nan,0,winfield,xn,35594,marion,nan,acute care hospitals,proprietaӁry,yes,surgical infection prevention,0,shrngxy pabpegus wji cege ghvtn aj akcibjoype at the rmght vpjv (wibkkn ine fouf czyjew wuggett) fp helk pdsbxnc yvfertiig,98%,102 patients,al_scip-inf-1
88,11111111,nan,205 marengo street,empty,0,florence,al,35631,lauderdale,2567688400,xclre baxr hpv'utaks,voluntary non-profit - other,yes,surgical infection prevention,nan,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,al_scip-inf-1
459,10019,helen keller memorial hospital,euneva yremogtnom htuos 0031,empty,nan,dleiffehs,al,35660,jefferson,2563864556,acute care hospitals,glverjkwnt - noskibap blstrich ow autioriry,nan,surgical infection prevention,scip-card-2,0,81%,0,Alabama
331,10038,stringfellow memorial hospital,301 eawf 18ry fb,empty,ei'tn,anniston,la,36201,xemhmuh,2562358900,nan,proprietary,yes,surgical infection prevention,0,0,83%,23 patients,2-drac-pics_la
215,11001,st vincents east,nan,empty,rmpdy,birmingham,Íal,3523Ă5,jefferson,2058383122,slatipsoh erac etuca,Alabama,nan,surgical infection prevention,0,0,nan,4Т42 patients,al_scip-inf-3
467,10021,dale medical center,0,empty,empty,ozark,Íal,20010101,dale,3347742601,acute care hospitals,nan,yes,Some college,0,nan,100%,11 [atyqnns,al_ami-1
122,nan,erensidq bomounity hospijzl,101ڨ hospital circle,empty,empȯty,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - fedޅeral,ref,Some college,0,keart whtaci paridjts ghvrg xre ikvobmbor kr xdv fir lvft ecntrlxumst sfdgopmd dyffhhxuimn (lnsd),empȯty,0 patients,nan
615,10027,nan,987 drayton street,empty,ytpme,elba,al,36323,coffee,3348972257,acute care hospita߄ls,voluntary non-profit - other,yes,surgical infection prevention,1-etv-pics,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,nan,0,al_scip-vte-1
21,10001,southeast alabama medical center,0,0,ytpme,nan,Alabama,36302,nan,3347938701,acute care hospitals,nan,yes,heart attack,2-ima,heart attack patients given aspirin at discharge,nan,516 patients,al_am˂i-2
701,1003ø4,cponbvign kkviitqk kns,805 friگendship road,empty,nan,gallassve,al,36078,elmore,3342836541,Alabama,Alabama,nj,heart failure,nan,hqaru xaiuiwz pxujaktx gjdej awc jnjlnktut mr afv fpr psrj vxnjrivolae vydgmmiz dysdmtcflon (nvdf),Afghanistan,30 patients,Alabama
72,10006,Alabama,teerts ogneram 502,0,emptg,florence,nan,35631,nan,2567688400,nan,voluntary non-profit - other,yes,heart attack,0,0,nan,stneitap 34,Alabama
107,11111111,Alabama,0,gmptb,nan,opp,al,36467,covington,1453394433,nan,nan,no,Some college,pnƠ-3b,nan,Afghanistan,0,zl_pn-3c
271,nan,shelby baptist medical center,0,ei[uh,nan,alabaster,al,35007,shelby,2056208100,acute care hospitals,Alabama,nan,heart attack,nan,heart attack patients given aspirin at discharge,Afghanistan,stneitap 802,al_ami-2
861,10044,marnpn rztiomwj oednfsl cebvex,1256 military street south,empty,ȯempty,hamilton,al,35570,marʆion,205921ǻ6200,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,nan,80%,46 patieϲnts,2-fh_la
436,20017,alaska regional hospital,0,empty,empty,anchorage,Alabama,99508,egarohcna,9072761131,acute care hospitals,proprietary,yes,hԜeart failure,4-fh,nearn sqiulrt pabifhta niven doohyjg etsxxtmon adnice/cptnsekhnb,Afghanistan,13 patients,ak_hf-4
103,10007,mpeqll meioghau how'nvaj,702 n main st,nan,fmith,opp,al,36467,covington,3344933541,cvihs caeg rpronhqps,voluntary non-profit - private,on,nan,hfĭ-2,heart failure patients given an evaluation of left ventricular systolic ₙ(lvs) function,87%,76 patients,alə_hf-2
