ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,819166,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,nan,0035-9157 (Print) 0035-9157,64,12,1/1/71,1187-9,{NULL}
2,226966,Phase III randomized sequential open-label study to evaluate the efficacy and safety of sorafenib followed by pazopanib vs pazopanib followed by sorafenib in the treatment of advanced / metastatic renal cell carcinoma-design of the SWITCH-2 Study (NCT01613846),ENG,The Journal of infectious diseases,nan,1537-6613,-1,-1,nan,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958,Rituximab-related viral infections in lymphoma patients.,eng,Obesity (Silver Spring Md.),Indian J Ophthalmol,Feb-62,54,4,1/22/15,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,771377,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,84,0,1/11/11,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,248064,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,nan,1558-0520,33,6,1/15/10,835-40,{Lauren C Pinter-Brown}
6,98234,Clinical and pharmacologic phase I study of Cemadotin-HCl (LU103793) a novel antimitotic peptide given as 24-hour infusion in patients with advanced cancer. A study of the Arbeitsgemeinschaft Internistische Onkologie (AIO) Phase I Group and Arbeitsgruppe Pharmakologie in der Onkologie und Haematologie (APOH) Group of the German Cancer Society.,eng,nan,nan,nan,18,4,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,J Pain Res,British medical bulletin,0007-1420,29,0,1/1/73,163-7,{B N PrichardJ W Black}
8,729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,nan,nan,164,1,1/1/07,43-49,{Jennifer Davis-Berman}
9,396821,Awareness of deficits and on-road driving performance,English,Am. J. Ther.,nan,nan,25,7,1/11/01,1158-78,{Z. MalekiO. Nikolskaia}
10,513630,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,The British journal of radiology,nan,nan,79,938,1/6/01,449-457,{K. FlemingK. DonatoK. Leszczynski}
