id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,Journal of the American Geriatrics Society,Psychol Med,14-Feb,61,3,1/12/07,1182-7,{L RamosS Mathur_nA MateoC L_pezC G_mez}
39687,Respiratory syncytial virus prophylaxis: cost-effective analysis in Argentina (Structured abstract),eng,PLoS One,Catheter Cardiovasc Interv,0939-5555,9,0,1/11/01,e103065,{Yong-Long ChiXiao-Lei ZhangNai-Feng TianYao-Sen WuXin-Lei WuXiang-Yang WangFang-Min MaoLi-Jun WuXu-Qi Hu}
193059,Competencies for undergraduate community-based education for the health professions - A systematic review.,nan,Bmj Open,nan,2044-6055,4,5,1/14/01,142-166,{Thirimon Moe-ByrneDuncan ChambersMelissa HardenCatriona McDaid}
420138,Dietary practices of ballet jazz and modern dancers,nan,Journal of the American Dietetic Association,Parkinsonism Relat. Disord.,1878-3570,92,3,1/1/92,319-324,{F. DengJ. WenQ. Y. CaiY. P. Li}
180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,Energy Policy,nan,0301-4215,47,0,1/12/01,298-308,{W. YuR. PaganiL. Huang}
220950,Forensic odontology: A prosthodontic view,nan,nan,nan,nan,4,1,1/12/01,nan,{A D NageswariS VaniP MuthuveeralakshmiS ShanmugalakshmiV DheenadhayalanG ArivarignanR M Pitchappan}
850788,Acute and Persistent Postoperative Pain after Breast Surgery,nan,Pain Medicine,nan,nan,0,4,1/9/01,708-715,{N. Klauber-DeMoreK. FechoN. R. MillerW. S. BlauS. A. MerrittC. S. Hultman}
352040,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,nan,American Indian and Alaska Native Mental Health Research: The Journal of the National Center,nan,1533-7731,32,2,1/14/01,7111-7120,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
77389,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,eng,Critical reviews in oncology/hematology,J Pers Soc Psychol,1879-0461,84,1,1/12/10,207-212,{Beverley J. Antle}
18298,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases,English,Laboratory Investigation,nan,0023-6837,95,4,1/15/01,120-6 ST  - Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers-,{Z. MalekiO. Nikolskaia}
741279,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,Alcohol Research & Health,nan,1878-3503,106,2,1/12/02,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
623367,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,eng,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Gut,1592-7830,54,1,1/12/01,112-8,{Gilles MontalescotGordon FitzGeraldKurt G Barringhaus[Collective Name] GRACE InvestigatorsFrans Van de WerfJoel M GoreDavid D McManusJos L_pez-Send_nPhilippe Gabriel StegKay Lee Park}
82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Skeletal Radiology,Cancer Prev Res (Phila),nan,-1,12,1/13/12,1304-16,{Y Y LeeK E L McColl}
187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,nan,nan,nan,nan,126,0,1/12/01,nan,{J. LeB. RiegelB. J. BobrowA. L. BlewerB. S. AbellaM. LearyD. Buckler}
56014,[Use of probiotics and prebiotics in infant formulas].,eng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,nan,1474-5151,11,2,1/15/05,183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,16,3,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
516758,An insulin-like growth factor-I gene polymorphism modifies the risk of microalbuminuria in subjects with an abnormal glucose tolerance,nan,AIDS (London England),nan,-10475,82,5,nan,2049,{S. V. DriamovS. ButzP. T. BuserC. E. ZauggM. Bellahcene}
470615,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],nan,European respiratory journal,nan,nan,44,0,1/14/01,P3021,{Francitorra MESanchez GSManrique CAVelasco TTCastany A REscriche XFFernndez CSFornell LLlvarez SFernndez EARodriguez MVFSim_ MRMayo EP}
979472,Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome,eng,nan,nan,nan,103,5,1/8/01,2562-9 ST  - Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome-,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
100986,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,nan,nan,nan,24,5,1/11/01,160-6,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
