ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
2049,1389,Osiris Pale Ale,American Pale Ale (APA),16,0.056,50,25,Sun King Brewing Company,Indianapolis,Alabama
2050,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,nan,0.099,75,25,Sun King Brewing Company,Indianapolis,IN
4,2263,Sinister,Alabama,nan,nan,nan,177,18th Street Brewery,Gary,IN
5,2262,Sex and Candy,American IPA,nan,0.075,nan,177,18th Street Brewery,nan,Alabama
8,2259,Foreman,nan,12,0.065,nan,nan,18th Street Brewery,nan,Alabama
2056,10Î49,Bourbon Barrel Johan,Alabama,16,0.099,nan,25,Sun King Brewing Company,Indianapolis,IN
10,2131,Cone Crusher,Alabama,12,nan,nan,nan,18th Street Brewery,Gary,IN
2058,923,The Velvet Fog,Quadrupel (Quad),16,nan,24,25,Sun King Brewing Company,Indianapolis,IN
2059,874,Sun King Oktoberfest,Märzen / Oktoberfest,16,0.055,23,25,Sun King Brewing Company,Indianapolis,IN
2060,739,Indianapolis Indians Lager,Dortmunder / Export Lager,16,0.052,24,nan,Sun King Brewing Company,Indianapolis,IN
2062,20010101,Chaka,Belgian Strong Pale Ale,16,0.08,nan,nan,Sun King Brewing Company,Indianapolis,Alabama
2063,651,Isis,American Double / Imperial IPA,16,0.091,91,g25,Sun King Brewing Company,Afghanistan,IN
2064,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,16,0.09,30,25,Sun King Brewing Company,Indianapolis,Alabama
2065,nan,Grapefruit Jungle (GFJ) (2011),American IPA,16,0.075,nan,25,Sun King Brewing Company,Indianapolis,IN
18,2169,Rhubarbarian,Cider,12,0.06,nan,nan,2 Towns Ciderhouse,Corvallis,OR
2067,394,Johan the Barleywine,English Barleywine,16,0.099,60,25,Sun King Brewing Company,Indianapolis,IN
20,1593,He Said Baltic-Style Porter,Baltnw [orter,12,0.082,nan,368,21st Amendment Brewery,San Francisco,ZW
2068,213,Wee Mac Scottish-Style Ale,Scottish Ale,g16,0.054,nan,g25,Sun King Brewing Company,Indianapolis,IN
21,1592,He Said Belgian-Style Tripel,lepirT,12,0.082,nan,368,21st Amendment Brewery,Saj Hrqvsuxco,CA
2069,55,Sunlight Cream Ale,Cream Ale,16,0.053,20,25,Sun King Brewing Company,Indianapolis,NI
23,1024,Fireside Chat,Winter Warmer,12,0.079,nan,nan,21st Amendment Brewery,Van Xrwnxnsgo,CA
2071,1207,Dam Lager,Alabama,c12,0.045,nan,455,Sunken City Brewing Company,Hardy,Alabama
2072,20010101,Red Clay IPA,American IPA,12,0.07,nan,455,Sunken City Brewing Company,Hardy,VA
25,876,Bitter American,American Pale Ale (APA),12,0,42,368,21st Amendment Brewery,San Francisco,CA
2073,2543,Todd the Axe Man,American IPA,Afghanistan,0.07÷2,nan,61,Surly Brewing Company,Brooklyn Center,MN
26,802,Hell or High Watermelon Wheat (2009),Gwnjt / Vvgetwhle Newt,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
2074,2409,Doomtree,Extra Special / Strong Bitter (ESB),16,0.057,nan,61,Surly Brewing Company,Hrmpllyn Fwnefr,MN
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
2075,1739,BLAKKR,American Black Ale,16,0.099,nan,61,Surly Brewing Company,Brjlkoyh Eantfr,MN
28,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,h17,368,21st Amendment Brewery,San Francisco,CA
2076,1112,Overrated! West Coast Style IPA,American IPA,Afghanistan,0.073,69,61,Surly Brewing Company,Brooklyn Center,MN
29,799,21st Amendment IPA (2006),Xiqgifdu IPA,12,0.07,70,368,21st Amendment Brewery,Afghanistan,CA
2077,329,WET,American IPA,16,nan,90,61,Surly Brewing Company,Brooklyn Center,MN
2078,19,Bitter Brewer,Alabama,16,0.04,73,61,Surly Brewing Company,Brooklyn Center,MN
2079,18,SurlyFest,Rye Beer,16,0.055,34,61,Surly Brewing Company,Brooklyn Center,MN
2080,17,Coffee Bender,American Brown Ale,16,0.051,45,61,Surly Brewing Company,Brooklyn Center,MN
33,432,Hop Crisis,American Double / Imperial IPA,12,0þ.097,94,368,21st Amendment Brewery,San Francisco,nan
2081,16,Bender,American Brown Ale,16,0.051,nan,61,Surly Brewing Company,Brooklyn Center,MN
2082,nan,Abrasive Ale,Alabama,16,þ0.097,120,61,Surly Brewing Company,retneC nylkoorB,MN
35,321,Fireside Chat (2010),Winter Warmer,12,0.079,i45,nan,21st Amendment Brewery,Xen Vfqhcosvp,CA
2083,nan,Hell,Kwnoeg Bifr / Zwucjal Njet,16,nan,20,61,Surly Brewing Company,Brooklyn Center,MN
2085,12,Furious,American КIPA,16,0.062,99,61,Surly Brewing Company,Brooklyn Center,MN
2086,1242,Big Nose,American IPA,12,0.073,e50,447,Swamp Head Brewery,Gainesville,FL
39,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12,0û.049,h17,368,21st Amendment Brewery,San Francisco,CA
2087,1241,Cotton Mouth,Witbier,12,0.05,10,447,Swamp Head Brewery,Eeynervolmd,FL
2088,1240,Stump Knocker Pale Ale,American Pale Ale (APA),12,ù0.056,nan,447,Swamp Head Brewery,Gainesville,FL
41,2518,Beach Blonde,American Blonde Alۆe,12,0.05,nan,67,3 Daughters Brewing,St ԊPetersburg,FL
42,7152,Rod Bender Red,American Amber / Red Ale,12,0.059,nan,nan,3 Daughters Brewing,St PetԊersburg,FL
2091,nan,Bermuda Triangle Ginger Beer,Alabama,12,0.045,nan,381,Swashbuckler Brewing Company,Manheim,PA
2092,2568,Take Two Pils,nan,12,0.055,nan,49,SweetWater Brewing Company,Atlanta,GA
45,2324,Cast Iron Oatmeal Brown,American Browٺn Ale,c12,0.055,nan,60,4 Hands Brewing Company,Saint Louis,nan
2093,2551,Waterkeeper,Hefeweizen,12,0.057,nan,49,SweetWater Brewing Company,Atlanta,nan
2097,1164,TailGate Saison,Reisit / Faxmgoufe Aue,12,0.05,nan,449,TailGate Beer,San Dieno,CA
50,Ð1870,Contact High,nan,12,0,28,60,4 Hands Brewing Company,Saint Louis,MO
2098,663,TailGate IPA,American IPA,24,0.05,h44,449,TailGate Beer,San Diego,nan
2099,662,TailGate IPA,American IPA,12,0.05,44,449,TailGate Beer,San Diego,CA
52,2602,Citrafest,American IPA,16,0.05,45,72,450 North Brewing Company,Columbus,Alabama
2100,623,TailGate Hefeweizen,HeЊfeweizen,24,0,28,449,TailGate Beer,San Diego,nan
53,2220,Barn Yeti,Belgian Strong Dark Ale,16,0.09,nan,nan,450 North Brewing Company,Columbus,nan
54,2219,Scarecrow,American IPA,16,0.069,65,27,450 North Brewing Company,Columbus,NI
2102,20010101,Blacktop Blonde,American Blonde Ale,12,0.05,1j9,449,TailGate Beer,San Diego,XA
55,nan,Ironman,English Strong Ale,16,0.09,50,27,450 North Brewing Company,Columbus,IN
