id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Growth hormone treatment and diabetes: survey of the kabi pharmacia international growth study.,eng,,Proceedings of the Royal Society of Medicine,1471-4892,16,4,1/7/07,1187-9,"{""A. G. Parks"",""J. F. McPartlin""}"
498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,,Fertility and sterility,,2158-0979,34,1,2/15/04,,"{""Carolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}"
125302,Forensic odontology: A prosthodontic view,,Indian journal of ophthalmology,Indian J Ophthalmol,,54,4,1/6/12,Apr-72,"{""D. A. Gould"",""J. McInerney"",""R. E. Harbaugh"",""J. D. Birkmeyer""}"
125302,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",,,,,84,0,1/1/06,,"{""Bashir Jiwani""}"
904889,Diagnosis and Management of Cutaneous B-cell Lymphoma.,English,Dermatologic clinics,Eur J Appl Physiol Occup Physiol,-14400,29,4,1/15/10,835-40,"{""B. Weber"",""A. Berger""}"
332032,"Pregabalin, celecoxib, and their combination for treatment of chronic low-back pain",,,,,14,4,1/15/01,185-91,"{""Woo Young Park"",""Do Jin Lee"",""Jong Sir Lim"",""Jong Soo Heo"",""Jeoung Yoon Seo"",""Ronald D. DeLaune"",""Ju Sik Cho""}"
823730,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,eng,Br Med Bull,,0007-1420,29,2,1/1/73,163-7,{NULL}
970436,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,American journal of respiratory and critical care medicine,,,72,2,3/22/14,43-49,"{""Matsumoto K."",""Yamada F."",""Fukuda S.""}"
396821,"Here to stay. An interview with Dr. David Satcher, Director, U.S. Centers for Disease Control and Prevention.",,Einstein (Sao Paulo),,1385-4046,25,7,1/11/01,1158-78,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
340222,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,,The British journal of radiology,,,79,938,1/4/01,62928,"{""R. CN  - PubMed DA  - Feb DP  - NLM ET  - 2004/03/05 Boyle""}"
