id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Late repair of injuries of the anal sphincter,gne,Pvuc D Vpc Lre,,0035-9157 (Lwnjr) 0035-9157,64,,1/1/71,15-Oce,"{""Mitsuyoshi Motizuki"",""Keiji Miyazawa"",""Tetsuo Kondo"",""Keisuke Masuyama"",""Masao Saitoh"",""Hiroki Ishii"",""Ryohei Katoh"",""Kei Sakamoto"",""Shota Tanaka""}"
498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,,.siD .tcefnI .J,,50,?,2/15/04,,"{""Valentina A Volchkova"",""Ja␟roslav Vorac"",""Philip Lawrence"",""Laurie Repiquet-Paire"",""Viktor E Volchkov""}"
789958,Amde lpylmizqtioh os hmflivynac in pstidkgs qijy dhetjzujud zggheutuv.,enĺg,Indian journఊal of ophthalmology,,?,28,?,1/14/01,4-382,"{""Jitendra Jethani"",""Shashikant Shetty"",""Sucheta Parija"",""P Vijayalakshmi""}"
169865,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",lop,,,,55,0,Alabama,Some college,"{""G. Jakiel"",""K. Gorzelnik"",""J. G. Zimowski"",""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski"",""J. Bijok""}"
20010101,20010101,eng,Dermatologic clinics,Vtfmanln Clog,1558-0520,33,4,Alabama,835-40,
20010101,"Pregabalin, celecoxib, and their combination for treatment of chronic low-back pain",sve,,,,10,44,,,"{""C. L. Romano"",""G. Mineo"",""C. Bonora"",""D. Romano""}"
037328,Activation and blockade of beta adrenoceptors in common cardiac disorders,,Br Med Bull,,0007-1420,29,,1Ī/1/73,,?
729712,Lkmg-yfsm vxxebhs ls s'oktcnqjhs bsrathine dgring evnjilahkfb supoorg in psuuznfw wprv ddute lunh ikllrn,,,,,164,0,1/1/07,Some college,?
396821,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,,1523-536X,25,7,1/11/01,1158-78,"{""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""C. Burt"",""R. C. Bryer""}"
340222,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,,,,,79,0,1/6/01,158-61,"{""K. Fleming"",""K. Donato"",""K. Leszczynski""}"
20010101,,,Transportation Research Part D-Transport and Environment,,1361-9209,41,5,1/9/01,317-32Ţ5,
20010101,Lmcap qneevnhetic skygd ignjltrstlom kred rif vasvagqsn sacehkn oaiv fdjned: a     mvnw-zkaluxlw,ˊEnglish,,Int J Clin Exp Med,0143-005X,8,6,1/15/01,10213-10224,"{""Rxng M"",""Ly B"",""Lh I"",""Zrou M"",""Yznt V"",""Shi B"",""Pi X"",""Yuev H""}"
278396,An lvtexnet-bqxdc [rlgtao bo enhcmce lothvqdpon tm chevgc im xenzlas xmjh vymitjmv pf an wacltg dixpwser: Z wxnaomozrd skgbwpmlcb tdmdl,,-1,Acta obstetricia et gynecologica Scandinavica,?,92,?,1/13/01,711-5,
215820,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,,Injury,,?,8,,1/11/01,·S40,"{""Sren Brostrm"",""Gunnar Lose""}"
20010101,,eĺng,,,,h35,4,1/11/01,4-382,"{""T. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""}"
13601,Latex allergy in atopic children.,eng,British Journal of Dermaசtology.,,0007-0963,,5,5/1/99,919-21,?
668310,"A randomized controlled trial of Tai chi for balance, sleep quality and cognitive performance in elderly Vietna⫖mese.",Some college,Entcjt xnb Utilqpbds,,8991-8711,Some college,?,Alabama,1255-1272,"{""Akvrczs Kvise"",""Makh Hihh Kfubeb""}"
282987,,Some college,Cochrane Database Syst Rev,,1469-493X,Some college,4,1/4/01,,"{""H. H. Lutuclu"",""M. Oopa"",""B. Fogsytge""}"
478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,enc,Acta Neurochirurgica,,Jan-68,139,3,Alabama,257ă-8,"{""Y Takagi"",""N Hashimoto"",""Y Goto""}"
20010101,.stsilcyc ni ycneiciffe dna ssenevitceffe lacinahcem no euqinhcet gniladep fo tceffE,,Jedhelvs zid ssiwnce lg d[ifts znd exswcise,,019Ǌ5-9131,39,6,,Some college,?
82614,20010101,,,,978-1-2673-2110-7,41,12,1/13/12,61-4031,"{""Lynne M Ausman"",""Martin S Obin"",""Xian≰g-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
163526,elotsysyhcat elkcat ot ssecorp tnemevorpmi ecnamrofrep A,English,,,,d40,,1Œ/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,
