id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Late repair of injuries of the anal sphincter,eng,La Pediatria medica e chirurgica : Medical and surgical pediatrics,,1385-4046,64,1,1/1/71,,"{""M.M.P. Yang"",""S.H. Kok"",""G.T.C. Lee""}"
498345,"A pilot study of rituximab in patients with recurrent, classic Hodgkin disease.",ENG,O papel dos profissionais de saude em casos de violencia domestica: um relato de experiencia.,,0742-3071,34,-1,2/15/04,,"{""R. Arabyat"",""D. W. Raisch""}"
789958,Cytokine profiling of young overweight and obese female African American adults with prediabetes,,Indian journal of ophthalmology,,0301-4738,54,4,1/6/12,283-4,"{""Jitendra Jethani"",""Shashikant Shetty"",""Sucheta Parija"",""P Vijayalakshmi""}"
782211,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",pol,,,,19,0,1/5/01,,{NULL}
803653,The effectiveness of anti-illicit-drug public-service announcements: a systematic review and meta-analysis.,eng,Mycoses,,0003-0805 (Print) 0003-0805,283,4,1/15/10,835-40,"{""David Binns"",""Robert E Ware"",""Damian E Myers"",""Marie-Claude Gregoire"",""Eddie W Lau"",""Lucy Vivash"",""Terence J O'Brien"",""Viviane Bouilleret"",""Mark J Cook"",""Rodney J Hicks"",""Peter Roselt""}"
797967,Osteoid osteoma in a 16-year-old boy presenting with atrophy of the left thigh: diagnostic difficulties.,eng,,,,10,4,1/9/01,244-233,"{""M. W. Martin"",""R. Saunders"",""S. Levin""}"
823730,Are physicians and patients in agreement? Exploring dyadic concordance,,Current Opinion in Ophthalmology,,,29,7,1/9/01,,"{""K. Jonsson"",""A. Rydholm"",""I. Kristiansson"",""D. Heinegard"",""F. V. von Steyern"",""P. Mannfolk""}"
729712,Follistatin-like protein 1 regulates chondrocyte proliferation and chondrogenic differentiation of mesenchymal stem cells,eng,Int J Obes (Lond),,,164,1,1/1/07,10-14 DO  - 10.1016/S0748-7983(10)00156-3,"{""St_ber F"",""Mutz N"",""Wrigge H"",""Putensen C"",""Zinserling J"",""Zech S"",""Von Spiegel T""}"
826471,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,English,,,1385-4046,25,0,1/11/01,1158-78,"{""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""C. Burt"",""R. C. Bryer""}"
340222,Value of spiral CT in hemodynamically stable patients following blunt chest trauma.,,The British journal of radiology,,,10,4,1/15/01,158-61,"{""Michelle Firestone""}"
491006,A study of out-of-hospital cardiac arrests in northeastern Minnesota,,JAMA,,0172-6390,14,5,1/8/01,317-325,"{""James Lenker"",""W Ben Mortenson"",""Frank DeRuyter"",""Louise Demers"",""Jeffrey W Jutai"",""Marcus J Fuhrer""}"
491006,School soft drink intervention study,English,"Acta radiologica (Stockholm, Sweden : 1987)",,0889-5406,0,3,10/28/13,207-212,"{""Yang M"",""Li J"",""Li Y"",""Zhou M"",""Yang H"",""Shi X"",""Li X"",""Yuan H""}"
278396,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,,,0,6,1/7/01,711-5,"{""Lowery M.""}"
965082,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,,,,1558-2027,63,3,1/14/03,,"{""Lucy Bowes"",""Barbara Maughan"",""Avshalom Caspi"",""Louise Arseneault"",""Alan Taylor"",""Terrie E Moffitt""}"
53321,Differences of inter-tract correlations between neonates and children around puberty: a study based on microstructural measurements with DTI.,eng,,,,151,5,1/11/01,1245-50,"{""T. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""}"
13601,Steroids and antihistamines synergize to inhibit rat's airway smooth muscle contractility.,jpn,,,,23,0,5/1/99,146-160,"{""Maria Papapolydorou"",""Taslima Rahman"",""William D. Schafer"",""Lori Parker""}"
668310,Alcohol-related morbidity and mortality.,,J Hand Surg Am,,,7,2,1/12/01,185-90,"{""Andreas Kruse"",""Manh Hung Nguyen""}"
282987,CSM2004 best platform,eng,International Journal of Colorectal Disease,,,0,4,1/13/01,15-Jan,"{""J. H. Littell"",""M. Popa"",""B. Forsythe""}"
880881,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,PLoS One,,,139,3,1/12/05,257-8,"{""Julio S G Montaner"",""Kora Debeck"",""Evan Wood"",""Thomas Kerr"",""Edward J Mills"",""Dan Werb""}"
43736,Assessing quality of life in patients after partial laryngectomy,,,,0363-5023,39,6,1/7/06,1158-78,"{""James C Martin"",""Ian Mayhew"",""Lee M Romer"",""Thomas Korff""}"
82614,"Lycopene metabolite, apo-10'-lycopenoic acid, inhibits diethylnitrosamine-initiated, high fat diet-promoted hepatic inflammation and tumorigenesis in mice.",,European journal of pediatrics,,,5,12,1/1/00,,"{""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
163526,A performance improvement process to tackle tachysystole,eng,,,,16,9,1/10/05,,"{""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""}"
500618,"The Role of Radiology in Preclinical Anatomy. A Critical Review of the Past, Present, and Future.",,Cardiovascular and interventional radiology,J. Natl. Cancer Inst.,Apr-74,37,2,1/6/01,378-84,"{""Paolo Boffetta"",""Giovanni Corrao"",""Irene Tramacere"",""Vincenzo Bagnardi"",""Eva Negri"",""Lorenza Scotti"",""Werner Garavello"",""Matteo Rota"",""Carlo La Vecchia"",""Federica Turati"",""Farhad Islami""}"
970712,Dispersal of methicillin-resistant Staphylococcus epidermidis by staff in an operating suite for thoracic and cardiovascular surgery: relation to skin carriage and clothing,eng,,Psychooncology,2212-4411,33,6,1/12/01,2496-502,"{""Su-Gwan Kim"",""Ji-Yeon Ahn"",""Young-Kyun Kim"",""Jong-Wan Kim"",""Pil-Young Yun""}"
6207,Puberty suppression in adolescents with gender identity disorder: a prospective follow-up study,,Sleep,,,34,4,1/12/01,785-794,"{""E. Shvartz""}"
627882,Efficacy of continuation/maintenance electroconvulsive therapy for the prevention of recurrence of a major depressive episode in adults with unipolar depression: a systematic review.,,Global journal of health science,,1949-8349 (Print)     1949-8357,506,1,1/14/03,759-63,"{""Donna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""}"
514759,"A prospective observational study of obesity, body composition, and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.",,The Journal of clinical psychiatry,,1051-0443,12,4,1/8/01,,"{""Richard J. A. Murrin""}"
48202,Diminished A-cell secretion in the early phase of type I diabetes mellitus,Eng,J Cardiovasc Med (Hagerstown),,,35,11,1/12/09,708-715,"{""S. Srikanta"",""O. P. Ganda"",""R. E. Gleason""}"
793918,Late repair of injuries of the anal sphincter,eng,PLoS One,,0091-6749 (Print),8,0,1/13/01,e75079,"{""Tina M Blackmore"",""Kirsty Dougal"",""Hilary J Worgan"",""Eric Pinloche"",""Gemma Curtis"",""C Jamie Newbold"",""Neil R McEwan"",""Susan E Girdwood"",""Pat A Harris"",""Caroline McG Argo"",""Alex Dugdale""}"
348006,"Responses to open peer commentaries on ""the subjective brain, identity, and neuroethics""",English,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.,,15265161 (ISSN),9,9,1/9/01,1-Jan,"{""G.R. Gillett""}"
880881,SUNCT syndrome: VIII. Pupillary reaction and corneal sensitivity,eng,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,,1598-9992,85,6,1/14/12,384-8,"{""Seung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""}"
629530,"Bradykinin is a mediator, but unlikely a trigger, of antiarrhythmic effects of ischemic preconditioning",eng,Czasopismo stomatologiczne,,0195-668X,18,1,1/13/01,2077-86,"{""Carolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}"
63738,Same-Day Discharge After Percutaneous Coronary Intervention: A Meta-Analysis.,pt,,,,0,4,1/11/01,,"{""Marilou Madden""}"
