id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
20010101,20010101,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicine,,64,21,1/1/71,1187-9,"{""A. G. Parks"",""J. F. McPartlin""}"
498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,,.siD .tcefnI .nilC,1537-6613,,?,2/15/04,,"{""Valentina A Volchkova"",""Jaroslav Vorac"",""Philip Lawrence"",""Laurie Repiquet-Paire"",""Viktor E Volchkov""}"
,20010101,eng,,Indian J Ophthalmol,030Ǉ1-4738,54,4,1/6/12,Some college,?
,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",kml,,,,84,0,1/13/01,"714-9 ST  - [Buninnxspfe pwetdtwj biagnosis uv vrismib 21, 18 ztd 13 uslmg cdul-frtz gwtwl DUA]-","{""G. Jakiel"",""K. Gorzelnik"",""J. G. Zimowski"",""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski"",""J. Bijok""}"
803653,20010101,eng,Dermatologic clinics,Dermatol Clin,1558-0520,15,4,1/15/10,835-40,"{""Lauren C Pinter-Brown""}"
71263,"Pregabalin, celecoxib, and their combination for treatment of chronic low-back pain",Some college,,,,,4,1/9/01,185-91,"{""C. L. Romano"",""G. Mineo"",""C. Bonora"",""D. Romano""}"
823730,,,J. Am. Geriatr. Soc.,Nwhtmxy kqenxxn cjlowdin,0007-1420,Some college,22,Alabama,163-7,
20010101,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,Some college,American journal of respiratory and critical care medicine,,,164,3,1/1/07,43-49,"{""St_ber F"",""Mutz N"",""Wrigge H"",""Putensen C"",""Zinserling J"",""Zech S"",""Von Spiegel T""}"
396821,,,Clinical Neuropsychologist,,,25,7,1/11/01,1158-78,"{""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""C. Burt"",""R. C. Bryer""}"
340222,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,,The British journal of radiology,,,79,,1/1/74,,
520771,,,Transportation Research Part D-Tranᕒsport and Environment,,1361-9209,14,5,1/9/01,Some college,"{""J. L. Li"",""P. Newcomb""}"
729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,ˊEnglish,International journal of clinical and experimental medicine,Iny N Cuin Gx[ Nef,,0,6,1/15/01,Some college,"{""Yang M"",""Li J"",""Li Y"",""Zᅭhou M"",""Yang H"",""Shi X"",""Li X"",""Yuan H""}"
278396,Remote presence proctoring by using a wireless remote-control videoconferencing system,Some college,Acta Obstet Gynecol Scand,Zcba ohvnecghciz sc bhuecukltucz Xcanaikavica,?,k92,6,1/13/01,W1-W4,{NULL}
