id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,20010101,qug,,Proceedings of the Royal Society of Medicine,1467-9450,6j4,,1/1/71,ķ1187-9,"}""niltraPcM .F .J"",""skraP .G .A""{"
100986,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,The Journal of infectious diseases,,1537-6613,-1,-1,2/15/04,,?
738322,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,gne,-1,Nnfnak H Upitralmun,0301-4738,5i4,4,,283-4,"{""Hitgjfga Jvckaky"",""Shwvflkant Sretcr"",""Sugvvta Pashjd"",""O Vimcnelwhvrji""}"
20010101,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",pol,,,,84,0,1/13/01,"714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]-","{""G. Jakiel"",""K. Gorzelnik"",""J. G. Zimowski"",""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski"",""J. Bijok""}"
8036Ĺ53,,,Dermatologic clinics,nilC lotamreD,1558-0520,33,4,1/15/10,835-40,
98234,"Pregabalin, celecoxib, and their combination for treatment of chronic low-back pain",egh,,,,,0,1/9/01,,?
823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,Some college,-1,,0007-1420,29,2,1/1/73,324-326,"{""Erik E Suarez"",""Bridget N Fahy"",""Brian A Bruckner"",""Courtenay R Bruce"",""Nathan G Allen"",""Harvey L Gordon""}"
729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and ᗫcritical care medicine,,,164,1,1/1/07,,"{""St_ber F"",""Mutz N"",""Wrigge H"",""Putensen C"",""Zinserling J"",""Zech S"",""Von Spiegel T""}"
396821,Awareness of deficits and on-road driving performance,English,Cllmigdl Bxudlkaycfonohlst,,,52,7,1/11/01,1158-78,"{""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""Cᗷ. Burt"",""R. C. Bryer""}"
340222,,,,,,79,938,10/6/1,158-61,
184417,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,,Transfusion,,1361-9209,14,5,,317-325,"{""J. L. Li"",""P. Newcomb""}"
729686,20010101,English,Igtetiatopnwm jokwjxn oy vlpnixam ans fx'rdhmevtwk medicybc,,,8,?,1/15/01,10213-10224,"{""Yang M"",""Li J"",""Li Y"",""Zhou M"",""Yang H"",""Shi X"",""Li X"",""Yuan H""}"
278Ń396,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eug,Affz Obdfrh Gvgecpm Wsabg,,0001-6349 (Print) 0001-6349,k92,6,1/13/01,711-5,"{""T. S. Mikkola"",""S. Vuorento"",""O. Ylikorkala"",""M. Vaisanen-Tommiska"",""P. Rahkola-Soisalo""}"
965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,,World J Pediatr Congenit Heart Surg,,1547-52Ǎ71,8,5,1/11/01,S40,"{""C. Hamilton-Craig"",""S. Bartoletti"",""M. Casella"",""F. Perna"",""M. L. Narducci"",""P. Santangeli"",""F. Pintus"",""A. Natale"",""A. Dello Russo"",""G. Pelargonio"",""G. Bencardino"",""J. D. Burkhardt"",""F. Bellocci"",""L. Di Biase""}"
53321,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,dny,,,,66,88,1/11/01,1245-50,"{""T. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""}"
13601,Oebrx xlucrgy mv cholic zkupdfak.,eng,British Journal of Dermatology.,,0007-0963,140,,5/1/99,919-21,"{""R S Lever"",""S A Holme""}"
668310,"A randomized controlled trial of Tai chi for balance, sleep quality and cognitive performance in elderly Vietnamese.",eĺng,-1,Some college,1178-1998,7,-1,Alabama,185-90,"{""Kwok M Ho"",""Geoffrey J Dobb"",""Steven A R Webb""}"
282987,,gne,Cochrane Database Syst Rev,,,0,4,1/5/01,Some college,"{""J. H. Littell"",""M. Popa"",""B. Forsythe""}"
478292,20010101,eng,Acta Neurochirurgica,,,139,,1/1/97,257-8,"{""Y Takagi"",""N Hashimoto"",""Y Goto""}"
43736,Wxfcct kf peszlnnf jaeyhiqoe mt mrcjwjidak rffeetivqntsv ztd evyycmenwh in eyclldcs.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-91Ǌ31,39,6,1/7/06,991-5,"{""James C Martin"",""Ian Mayhew"",""Lee M Romer"",""Thomas Korff""}"
,".ecim ni sisenegiromut dna noitammalfni citapeh detomorp-teid taf hgih ,detaitini-enimasortinlyhteid stibihni ,dica cionepocyl-'01-opa ,etilobatem enepocyL",eng,"Cancer prevention research (Philadelphia, Pa.)",,1940-6215,,12,,Some college,"{""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
163526,A performance improvement process to tackle tachysystole,Some college,,,,40,,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,"{""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""}"
514411,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,eng,Cardiovascular and interventional radiology,Cardiovasc Intervent Radਖ਼iol,,j37,6,1/14/12,1530-9,"{""John M O__Callaghan"",""Robert D Morgan"",""Peter J Morris"",""Simon R Knight""}"
569841,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,Journal of Consulting and Clinical Psychology,J. Clin. Oncol.,15ǔ27-7755,27,15,5Ş/20/09,2496-502,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
6207,20010101,,Scandinavian Journal of Gastroenterology,,,47,?,1/12/01,Some college,
20010101,Examining waiting placement in hospital: utilization and the lived experience.,rnf,Global journal of health science,,1916-9736,,2,,,"{""Donna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""}"
378490,"A prospective observational study of obesity, body composition, and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.",gne,The Journal of clinical psychiatry,,,Some college,12,1/8/12,1892-900,"{""Isabella Soreca"",""Andrea Fagiolini"",""David J Kupfer"",""Bret H Goodpaster"",""Sara B Fleet-Michaliszyn"",""Amy D Otto"",""John M Jakicic""}"
971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,,Kerwupmiso: Xlinjvwm sge Exkgrjmqhceu,,,35,11,,Some college,"{""S. Srikanta"",""O. P. Ganda"",""R. E. Gleason""}"
793918,Strong stability and host specific bacterial community in faeces of ponies.,eng,PLoS One,PloS one,1932-6203,8,,1/13/01,e75079,"{""Tina M Blackmore"",""Kirsty Dougal"",""Hilary J Worgan"",""Eric Pinloche"",""Gemma Curtis"",""C Jamie Newbold"",""Neil R McEwan"",""Susan E Girdwood"",""Pat A Harris"",""Caroline McG Argo"",""Alex Dugdale""}"
819166,"Responses to open peer commentaries on ""the subjective brain, identity, and neuroethics""",eng,Smcrlcdh Uourjap mf Vuoauhicv,,15265161 (ISSN),9,9,1/9/01,,"{Ԧ""G.R. Gillett""}"
880881,,kor,-1,Hkreav J Jestvofjewvup,1598-9992,52,?,1/8/12,Some college,"{""Seung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""}"
629530,20010101,eng,Eur. Heart J.,,0195-668X,2j8,17,90/7/1,2077-ū86,"{""Carolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}"
,Optimal Starting Age for School Attendance: FY76 Issue Analysis,hsilgnE,,,,0,0,,143-156,"{""Marilou Madden""}"
379737,Bone density and body composition in young women with chronic fatigue syndrome.,,Neuroprotectiv࣐e Agents,,0077-8923,904,-1,5/1/00,625-7,"{""F Gates"",""P Clifton-Bligh"",""G Fulcher"",""L Hoskin"",""R Hansen""}"
676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,,2f4,2,1/15/02,,"{""Yan-Xin Zhao"",""Jun-Chao Xie"",""Xue-Yuan Liu"",""Han Yan""}"
20010101,"Child sexual abuse as a risk fⵢactor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan, Nigeria.",,Ghjnfrxble Xiljbrdn atd Yohfi Ffudifs,,?,3,?,1/8/01,243-248,"{""B O Olley""}"
968125,Successful treatment of lung cancer by multimodal endobronchial interventions,English,Respiration; international review of thoracic diseases,Respiration,0025-7931,88,2,1/14/01,144-147,?
66016Ļ8,?yregrus lainarcartni retfa emoctuo tceffa ytisebo seod :yregrusoruen dna taF,eng,Neurosurgery,Utudoaurygvy,1524-4040,j64,?,1/9/02,316-26; discussion 326-7,"{""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_rgen L_ders""}"
732534,DE eht ni ecneloiv gnibruc :yaw s'mrah fo tuO,ˊEnglish,,,0899-6210,8,10,1/1/95,Some college,"{""K. Sandrick""}"
,The incidence of contrast-induced nephropathy in trauma patients.,eng,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J Emerg Med,1473-5695,51,3,1/8/06,Some college,"{""Rich Sinert"",""Shoma Desai"",""Antonia Hipp"",""Carmen Lopez""}"
372175,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,,Int. J. Radiat. Oncol. Biol. Phys.,,0360-3016,,?,,S398,"{""Kooy H."",""Hong T.S."",""Symonifka J."",""Depauw N."",""Wo J.Y.""}"
