id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
658981,Late repair of injuries of the anal sphincter,eng,"Acta radiologica (Stockholm, Sweden : 1987)",,0035-9157 (Print) 0035-9157,64,12,1/11/05,1187-9,"{""A. G. Parks"",""J. F. McPartlin""}"
498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,Intensivmedizin und Notfallmedizin,Nutrients,,53,3,1/13/01,,"{""Valentina A Volchkova"",""Jaroslav Vorac"",""Philip Lawrence"",""Laurie Repiquet-Paire"",""Viktor E Volchkov""}"
595469,Diagnosis of peripheral lung cancer with three echoic features via endobronchial ultrasound,English,Journal of Rheumatology,,1099-1166,24,4,1/7/01,283-4,"{""Marlon Barg"",""Emilio L Streck"",""Lara M Gomes"",""Vanessa M Andrade"",""Daniela D Leffa"",""Felipe Dal-Pizzol"",""Fabricia Petronilho"",""Francieli Vuolo"",""Milena Carvalho-Silva"",""Fernanda Balbinot"",""Gislaine T Rezin""}"
215650,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",,,,,19,7,10/24/14,,"{""G. Jakiel"",""K. Gorzelnik"",""J. G. Zimowski"",""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski"",""J. Bijok""}"
499983,Interatrial conduction measured during biventricular pacemaker implantation accurately predicts optimal paced atrioventricular intervals.,eng,"Public health reports (Washington, D.C. : 1974)",,Apr-74,45,0,1/6/01,43-49,"{""S. A. French"",""M. Story"",""P. J. Hannan""}"
107979,"Pregabalin, celecoxib, and their combination for treatment of chronic low-back pain",,,,,35,4,12/1/70,34-41 ST  - Shedding health risks with bariatric weight loss surgery-,"{""C. L. Romano"",""G. Mineo"",""C. Bonora"",""D. Romano""}"
823730,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,eng,,,Feb-65,29,2,7/15/03,196-203,"{""Franco Roviello"",""Daniele Marrelli"",""Carla Vindigni"",""Valeria Pascale"",""Giovanni Corso""}"
741279,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,,,22,3,1/1/07,441-55,"{""V Cerabona"",""M Wachocka"",""U Moscato"",""V Camisa"",""M G Tucci"",""S Zaffina"",""V Montaldi"",""A Poscia""}"
396821,Mental health symptoms in a population based survey of minority farm operators,,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,,0196-0644,25,7,1/12/01,750-758 9p,"{""D C Thompson"",""F P Rivara""}"
280418,Effects of control over office workspace on perceptions of the work environment and work outcomes,,,,,1,2,1/6/01,S67-8 1p,"{""K. Fleming"",""K. Donato"",""K. Leszczynski""}"
886237,Right ventricular outflow tract reconstruction with decellularized porcine xenografts in patients with congenital heart disease.,,"Acta radiologica (Stockholm, Sweden : 1987)",,,14,5,,287-291,"{""P Mroczkowski"",""R Kube"",""A Dziki"",""B Moran"",""H Lippert"",""I Gastinger""}"
729686,Recovery of postoperative cognitive function in elderly patients after a long duration of desflurane anesthesia: a pilot study.,eng,Journal of Oral & Maxillofacial Surgery,,0196-6553,94,4,1/15/01,10213-10224,"{""Carol E Barnewolt"",""Hiroto Hatabu"",""Mizuki Nishino"",""Deborah Levine"",""Henry A Feldman"",""Judy A Estroff"",""Valerie L Ward""}"
278396,Cognitive deficits and psychosis in Parkinson's disease: A review of pathophysiology and therapeutic options,eng,Acta Obstet Gynecol Scand,,0022-0345,92,6,1/9/01,,"{""Anas Younes"",""L Jeffrey Medeiros"",""Frederick Hagemeister"",""Maria Alma Rodriguez"",""Sima Jeha"",""Paolo Fiumara"",""Lynne V Abruzzo"",""John T Manning"",""Jorge Romaguera"",""Andre Goy"",""Dan Jones"",""Peter McLaughlin""}"
965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,,,,,8,1,1/8/01,1127-33,"{""Gao YH"",""Lin ZY"",""Zhang GJ"",""Zhong NS"",""Chen RC"",""Gao Y"",""Tang Y"",""Lin ZM"",""Xu G"",""Li HM"",""Guan WJ""}"
280418,Modelling the effects of subjective and objective decision making in scientific peer review.,eng,,,,17,8,,e867-98,"{""T. Sone""}"
737167,Latex allergy in atopic children.,eng,,,0160-9289,63,6,1/15/09,66,"{""R S Lever"",""S A Holme""}"
491837,"A randomized controlled trial of Tai chi for balance, sleep quality and cognitive performance in elderly Vietnamese.",,,,,7,4,1/13/12,185-90,"{""S. Pelofsky"",""P. D. Hunter""}"
282987,THE BRITISH MEDICAL ASSOCIATION.: SEVENTY-EIGHTH ANNUAL MEETING IN LONDON,eng,Pathologie non allergique et exposition aux moisissures domestiques.,,1943-5681,0,4,,251-264,"{""C. C2  - Pmc2827243 C6  - Nihms132141 DA  - Oct DO  - 10.1053/j.gastro.2009.06.060 DP  - NLM ET  - 2009/07/15 Di Lorenzo"",""M. Saps"",""S. Nurko"",""P. Hyman"",""N. Youssef"",""A. Miranda"",""J. Cocjin""}"
854628,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,English,Neuropharmacology,,Jan-68,139,3,1/14/01,366-74,"{""Y Takagi"",""N Hashimoto"",""Y Goto""}"
497593,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,,6,6,1/7/06,20,"{""Rudd R."",""Guez G."",""Sanders L.M."",""Baur C."",""Shaw J.S.""}"
82614,Say yes? Say no?,eng,"Cancer prevention research (Philadelphia, Pa.)",,,6,12,3/15/04,1304-16,"{""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
657210,A performance improvement process to tackle tachysystole,eng,,,,40,6,1/11/01,,"{""Demetrios J. Kutsogiannis"",""Neil K. Singla"",""Frances Chung"",""Stephen R. Lane"",""Jeremey Levin"",""Joseph V.J. Pergolizzi"",""Brendan Johnson"",""Linda Blackburn"",""Sonia K. Singla""}"
514411,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,eng,Critical reviews in oncology/hematology,Mycoses,1432-086X,37,8,1/6/01,1530-9,"{""C. Jayasumana"",""R. Gajanayake"",""S. Siribaddana""}"
583682,Exposure to second-hand smoke and the risk of tuberculosis in children and adults: a systematic review and meta-analysis of 18 observational studies.,,Hawaii J Med Public Health,,0007-0912,104,0,1/13/01,,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
690938,An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital Emergency Department,,Scandinavian Journal of Gastroenterology,,,56,23,1/8/03,,"{""Enie Akhtar Bt Nawawi"",""Ahlam M Al-Kharabsheh"",""Tsia-Shu Lo""}"
292018,Examining waiting placement in hospital: utilization and the lived experience.,,,,1523-536X,30,-1,1/14/03,183-9,"{""A. R. Aleandri"",""D. Mancini"",""T. Cosentini"",""R. Le Donne"",""N. Colavita""}"
378490,Services for children and adolescents with autism spectrum disorders: payment issues.,,JAMA neurology,J Plast Reconstr Aesthet Surg,1555-2101,18,12,1/12/06,1892-900,"{""John B. Sell""}"
971878,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,,,,,35,11,1/10/01,152-9,"{""K. Miyoshi"",""T. Noma"",""T. Muto"",""H. Hagita"",""T. Horiguchi""}"
427933,Cognitive impairment and risk of cardiovascular events and mortality.,,,,0361-7734,8,9,1/13/01,e75079,"{""R. Kern"",""A. Pronovost"",""P. Peng""}"
19086,Extended-release naltrexone plus medical management alcohol treatment in primary care: Findings at 15 months,Eng,Int. J. Radiat. Oncol. Biol. Phys.,,15265161 (ISSN),154,9,1/9/01,1245-50,{NULL}
671386,Unsuspected ethanol ingestion through soft drinks and flavored beverages,,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,,1598-9992,0,6,1/8/12,462-70,{NULL}
