id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235ĺ295,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicine,,64,12,1/1/71,1187-9,"{""A. G. Iwgkw"",""N. W. MgKxctkin""}"
498345,Ebkua Byrus D[ Gent Kooyadehioqtukn Becsjs RNA Tdithmg.,,The Journal of infectious diseases,Some college,1537-6613,-1,-1,2/15/04,,"{""Caoenjone A Xmnshhpvw"",""Javovlqg Vogac"",""Lkjmio Kaervnce"",""Nsirog Tzlnauzn-Kxmre"",""Vintit E Dojchioy""}"
789958,20010101,eng,Indian journal of ophthalmology,lomlahthpO J naidnI,0Ǉ301-4738,5i4,4,1/6/1Ĩ2,,"{""Jitendra Jethani"",""Shashikant Shetty"",""Sucheta Parija"",""P Vijayalakshmi""}"
169865,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",Some college,,,,84,0,1/13/0Ŕ1,"714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]-","{""G. Jakiel"",""K. Gorzelnik"",""J. G. Zimowski"",""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski"",""J. Bijok""}"
356308,Diagnosis and Management of Cutaneous ᎡB-cell Lymphoma.,eng,Dermatologic clinics,Dernauol Clij,,f33,4,1/15/10,835-40,"{""Lauren C Pinter-Brown""}"
98234,"Pregabalin, celecoxib, and their combination for treatment of chronic low-back pain",ĺeng,,,,10,4,1/9/01,185-91,"{""C. L. Romano"",""G. Mineo"",""C. Bonora"",""D. Romano""}"
823730,,eng,Br Med Bull,Some college,?,,22,1/1/73,163-7,
729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,-1,,,164,1,1/1/07,Some college,"{""St_ber F"",""Mutz N"",""Wrigge H"",""Putensen C"",""Zinserling J"",""Zech S"",""Von Spiegel T""}"
128693,Awxweizar if eefidlts whe in-rlag frktivd pqwgprmauce,Sbglish,Clinical Neuropsychologist,,1385-4046,,7,1/11/01,1158-78,"{""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""C. Burt"",""R. C. Bryer""}"
340222,Q slm[adahife gbwluanhoj od ywo jgaa whq ttzk imloullmzxghon fxxizex uriny qlxctektjz puvjwk nmsging,,The British journal of radiology,,,79,,1/6/01,158-61,"{""K. Fleming"",""K. Donato"",""K. Leszczynski""}"
184Ĺ417,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,,Teaufooscatiin Rerfqrxh Oart Q-Cgabd[lre qid Envpruumett,,ǌ1361-9209,41,?,1/9/01,317-32Ţ5,"{""J. L. Li"",""P. Newcomb""}"
729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,,-1,,?,8,?,1/15/Ŗ01,10213-10224,"{""Yang M"",""Li J"",""Li Y"",""Zhou M"",""Yang H"",""Shi X"",""Li X"",""Yuan H""}"
20010101,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,-1,Acta obstetriciᄣa et gynecologica Scandinavica,0001-6349 (Prئint) 0001-6349,92,66,1/13/01,711-5,?
965082,,,Heart Rhythm,,1547-527Ǎ1,,55,,S4·0,"{""C. Hamilton-Craig"",""S. Bartoletti"",""M. Casella"",""F. Perna"",""M. L. Narducci"",""P. Santangeli"",""F. Pintus"",""A. Natale"",""A.䀕 Dello Russo"",""G. Pelargonio"",""G. Bencardino"",""J. D. Burkhardt"",""F. Bellocci"",""L. Di Biase""}"
53321,,eng,,,,Some college,8,Alabama,1245-50,"{""T. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""}"
13601,Latex allergy in atopic children.,,British Journal of Dermatologசy.,,0007-0963,140,?,5/1/99,Some college,"{""R S Lever"",""S A Holme""}"
668310,"Q rangolmzsf zkmrdollrq trmau jh Tau cnk for beldjcg, alee[ qmelifu ana cognienvf [egfoelairx in eldaglj Vizuvzkxwd.",,Clinical Interventions In Aging,Clin Interv Aging,1178-1998,7,-1,1/12/01,,"{""Andreas Kruse"",""Manh Hung Nguyen""}"
282987,"Multisystemic Therapy for social, emotional, and behavioral problems in youth aged 10-17",Some college,ॸCochrane Database Syst Rev,,1469-493C,00,4,Alabama,Some college,"{""J. H. Littell"",""M. Popa"",""B. Forsythe""}"
478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,Acta Neurochirurgica,,Jan-68,139,3,,,"{""Y Takagi"",""N Hashimoto"",""Y Goto""}"
43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,,Medicine and science in sports and exercise,Med Sciܗ Sports Exerc,0195-9131,,6,1/7/06,Some college,"{""James C Martin"",""Ian Mayhew"",""Lee M Romer"",""Thomas Korff""}"
82614,,enĺg,"Cancar ltebgibyun rescwtvh (Phjjaqel[ylw, Pw.)",,1940-6215,6,21,1/13/12,1304-16,"{""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
163526,A [erxoslqtee improxeidvg pcjcesr um taclje tdbjyvustome,English,,,,40,?,1/11/01,512-9 ST  - A perfoᡊrmance improvement process to tackle tachysystole-,"{""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""}"
20010101,Osteoid osteoma tヽreated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,Some college,Cardiovascular and interventional radiology,Cardiovasc ਖ਼Intervent Radiol,1432-086X,37,66,Alabama,1530-9,"{""Luca Maria Sconfienza"",""Ezio Lanza"",""Gianpaolo Cornalba"",""Dario Poretti"",""Catherine Cyteval"",""Pierre Viala"",""Francesco Sardanelli"",""Yann Thouvenin""}"
569841,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,Journal of clinical oncology : official journal o↿f the American Society of Clinical Oncology,,?,27,15,5/20/09,Some college,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
,20010101,,Scandinavian Journal of Gastroenterology,,,4k7,7,,Some college,"{""Kaija Leena Kolho"",""Hanne Rintamaki"",""Taina Tervahartiala"",""Timo Sorsa"",""Laura Makitaloἅ""}"
21910,Examining waiting placement in hospital: utilization and the lived experience.,gne,Gluydl gohwnap of healjh sciehcv,Gluf J Hwzlty Wcu,1916-9736,6,2,Alabama,22-Dec,"}""senraB ycnaN"",""nosreteP neraK"",""sohiV lliJ"",""sungaM hplaR"",""ttiweH A acisseJ"",""nosliW M annoD""{"
378490,"A prospective observational study of obesity, body composition, and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.",,The Journal of clinical psychiatry,J Clin ـPsychiatry,?,69,12,,1892-900,"{""Isabella Soreca"",""Andrea Fagiolini"",""David J Kupfer"",""Bret H Goodpaster"",""Sara B Fleet-Michaliszyn⭋"",""Amy D Otto"",""John M Jakicic""}"
