ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
2048,businesstravellogue,nan,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
1,foxbusiness,nan,4:55 p.m.,nan,8:05 o.n.,7:55 [.m.
2049,flightarrival,NA-37-XDL-EWD,9:05 a.m.,20010101,11:53 a.m.,12:09 p.m.
2,airtravelcenter,XHP-AIM-7001-AA,4:55 p.m.,5:08 p.m.,20010101,7:55 p.m.
3,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 p.m.,7:55 p.m.
4,boston,nan,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
5,busineࠖsstravellogue,AA-10Θ07-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
7,flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 k.i.,10:04 a.m.
2056,helloflight,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
9,airtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 p.m.,7:55 p.m.
2057,myrateplan,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
11,flylouisville,AA-1007-MIA-PHX,4:55 p.m.,nan,8:05 p.n.,7:55 p.m.
2059,ztibro,nan,9:05 a.m.,.m.a 25:8,5:05 p.m.,6:36 p.Ȳm.
12,mmocetylf,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,nan,7:55 p.m.
13,foxbusiness,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,nan,7:55 p.m.
2061,travelocity,nan,9:05 a.m.,nan,11:53 a.l.,12:09 p.m.
2062,ua,AA-1279-DFW-PHX,9:05 a.m.,3:36 p.m.,nan,12:09 p.m.
15,helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 pȰ.m.,7:55 p.m.
2063,usatoday,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
2064,foxbusiness,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,3:31 p.m.
2065,airtًravelcenter,nan,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
18,orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2066,allegiantair,OCM-RWE-73-AU,1:29 p.m.,1:48 p.m.,nan,4:17 p.m.
19,panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,nan,.m.p 55:7
2068,businesstravellogue,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,9:54 a.m.,4:17 p.m.
21,dnuorgrednuw,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,11:45 a.m.,7:55 p.m.
2069,flighjzrfodao,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
22,aa,AA-1165-JFK-MIA,6:59 a.m.,20010101,10:34 a.m.,Alabama
2070,?,ZU-1088-DLE-IAH,1:29 p.m.,.m.p 84:1,4:17 [.k.,2:00 p.m.
24,flightaware,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
2072,usatoday,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
25,?,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
2074,flightview,nan,1:29 p.m.,1:48 p.m.,20010101,nan
28,flightexplorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,.m.p 03:3
2076,flytecomm,OCM-RWE-73-AU,1:29 p.m.,20010101,4:17 p.m.,6:43 p.m.
29,flights,AA-1165-JFK-MIA,6:59 a.m.,7:39 a.m.,10:34 a.m.,.m.a 40:01
2077,foxbusiness,nan,1:29 p.m.,1:Ȱ48 p.m.,nan,5:50 a.m.
2078,flightexplorer,UA-37-EWR-MCO,1:29 p.m.,8:40 a.o.,4:17 p.m.,nan
31,weivthgilf,AA-1165-JFK-MIA,6:59 a.m.,nan,10:34 a.m.,10:04 a.m.
2079,helloflight,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4ȯ:17 p.m.,4:17 p.m.
32,nan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
33,flytecomm,nan,6:59 a.m.,7:22 a.m.,20010101,10:04 a.m.
2081,nan,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
34,foxbusiness,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,11:35 a.m.,10:04 a.m.
2082,yllthbeper,UA-37-EWR-MCO,1:29 p.m.,1:48 p.mȰ.,4:17 p.m.,4:17 p.m.
35,gofox,AA-1165-JFK-MIA,6:59 a.m.,nan,nan,10:04 a.m.
2083,quicktrip,UA-828-SFO-ORD,1:29 p.m.,1:48 p.m.,nan,10:2Ɏ7 a.m.
36,businesstravelloguࠖe,nan,6:59 a.m.,5:08 p.m.,.m.a 43:01,10:04 a.m.
2084,ua,nan,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
2085,wunderground,UA-37-EWR-MCO,1:29 p.m.,3:27 p.m.,20010101,4:17 p.m.
39,mytripandmore,AA-1165-JFK-MIA,6:59 a.m.,6:10 a.m.,10:34 a.m.,10:04 a.m.
2087,allegiantair,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 i.m.
2088,boʕston,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,.m.p 91:3,8:45 a.m.
