ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicဣine,0035-9157 (Pdknt) 0035-9157,63,?,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,The Journal of in೛fectious diseases,Jҍ. Infect. Dis.,1537-6613,-1,^-1,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,Indian J Ophthalmol,0301-4738,54,4,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865,[Noninvasive prenatal diagnosis of trisomy 21 18 an᳏d 13 using cell-free fetal DNA],nan,nan,nan,nan,48,0,Alabama,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JaknelK. GogaflhlyU. F. XimiwakpD. CN  - IlfKgb AS  - Xug BI  - HUK ET  - 2013/11/07 EpszjuwwnuT. Vokpi}
5,803653,20010101,nan,Dermatologic clinics,Dermatol Clin,nan,33,?,1/15/10,835-40,{Lauren C Pinter-Brown}
6,98234,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,nan,nan,nan,10,4,10/9/1,185-91,?
7,823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,nan,British medical bulletin,0007-1420,29,2,1/1/73,163-7,{B N PrichardJ W Black}
8,729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,nan,Amztizan nluenam mx revolsdvjeu enc cemticzl vaet lxdjbime,nan,nan,164,1,nan,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,20010101,Awareness of deficits and on-road driving performance,English,Clinੰical Neuropsychologist,nan,nan,g25,7,1/11/01,1158-78,{N. J. Rqp'uceJ. Q. YgmfgekL. C. BmxmlagrnasC. ByxyR. C. Bruvr}
10,340222,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,Cve Cciriay jlnsnal if rqdyonkbu,nan,nan,79,938,10/6/1,158-61,{K. FlemingK. DonatoK. Leszczynski}
