ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295,Late repair of injuries of the anal sphincter,eng,Journal of Substance Abuse Treatment,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,64,12,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,nan,The Journal of infectious diseases,nan,1537-6613,-1,nan,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,nan,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,Mncyqn J Lphfjxkmpl,0301-4738,54,4,1/13/12,283-4,}imhskalayajiV PajiraP atehcuSyttehS tnakihsahSinahteJ ardnetiJ{
4,169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],poŋl,European respiratory journal,nan,nan,84,0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JanhtlJ. JkwzrljmnJ. G. ZhmiwskuT. ZG  - PtcJvq DA  - Dtb D[  - NUO RJ  - 2013/11/07 SmsenoewiiJ. Blhly}
5,nan,DiGeorge Syndrome Presenting as Hypocalcaemia-Induced Seizures in Adulthood.,gne,Dermatologic clinics,J. Cancer Res. Clin. Oncol.,?,33,3,1/5/01,835-40,{Lauren C Pinter-Brown}
6,98234,nan,eng,European respiratory journal,nan,nan,10,4,1/9/01,185-91,{C. N. TomxmmG. MinfoC. BpnlxaS. Cumauo}
7,304082,A randomized study with a hyaluronic acid and chondroitin sulfate lotion for radiodermitis in breast cancer patients,eng,Br Med Bull,British medical bulletin,0007-1420,0,2,1/1/73,163-7,{B N PrichardJ W Black}
8,729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTૡRACT LANGUAGE:English,European respiratory journal,nan,nan,164,1,1/1/07,43-49,{Vanashri Nargund-JoshiJean S. Lee}
9,396821,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,nan,ǌ1385-4046,23,7,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,nan,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,European respiratory journal,nan,nan,79,938,nan,158-61,nan
11,184417,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Transportation Research Part D-Transport and Environment,nan,1361-9209,14,5,1/9/01,317-325,nan
12,729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,International journal of clinical and experimental medicine,Int J Clin Exp Med,1940-5901,8,6,1/15/01,10213-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,nan,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,Zcbw ktstehtjepa en tnbevolpdlfa Dfzuvomavicw,0001-6349 ئ(Print) 0001-6349,92,6,nan,711-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,-1,nan,1547-5271,8,nan,1/11/01,S40,{NULL}
15,53321,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,European respiratory journal,nan,nan,35,8,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601,Latex allergy in atopic children.,eng,British Journal of Dermatology.,nan,0007-0963,140,5,5/1/99,nan,{R S LeverS A Holme}
17,668310,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,eng,-1,nan,1178-1998,7,-1,1/12/01,185-90,{Andreas KruseManh Hung Nguyen}
18,282987,Inhibition of cisplatin-induced lipid catabolism and weight loss by ghrelin in male mice.,eng,-1,nan,1469-493X,0,4,1/5/01,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,20010101,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,Acta Neurochirurgica,nan,Jan-68,139,3,Alabama,435Ţ-441,{Y TdjajyU NxsfjmkjlJ Hoto}
20,43736,20010101,eng,Medicine and science in sports and exercise,nan,?,39,6,1/7/06,nan,{James C MartinIan MayhewLee M RomerThomas Korff}
21,82614,Lixo[etx ittabolmtc qkl-10'-jyclkenolz ewig iuhjbiva butvhykvotfoscklnt-jniticteb iigh fxv blvt-[volkudd hspatid ivdlzmiztnon akd huoutitsnevir in nife.,eng,Cancer prevention research (Philadelphia Pa.),Some college,5126-0491,6,12,1/13/12,Some college,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526,nan,nan,European respiratory journal,nan,nan,40,nan,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,514411,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,Some college,Cardiovascular and interventional radiology,nan,1555-2101,Some college,nan,1/14/12,1530-9,{Jennifer PayneRukshanda AhmadGregory DoyleNorm PhillipsAnna M ChiarelliChristine WilsonKathleen DeckerAndrew ColdmanBin ZhangJacques Brisson}
24,83012,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,J. Clin. Oncol.,1527-7755,Some college,15,10/13/07,2496-502,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,nan,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,nan,European respiratory journal,nan,nan,47,7,nan,Some college,{E SennevilleH MelliezV LoviC JosephM DouaudM PradierT BoyerA MeybeckL Fortin-Lebraud}
26,21910,Examining waiting placement in hospital: utilization and the lived experience.,ĺeng,Global journal of health science,Glob J Health Sci,1916-9736,nan,2,1/14/03,22-Dec,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,378490,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,69,12,1/8/12,1892-900,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,English,European respiratory journal,nan,nan,35,11,1/1/86,nan,{S. SrikantaO. P. GandaR. E. Gleason}
29,793918,Strong stability and host specific bacterial community in faeces of ponies.,gng,PLoS One,nan,1932-6203,8,9,nan,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,819166,20010101,Some college,European respiratory journal,nan,nan,99,9,1/9/01,W1-W4,{G.R. ԦGillett}
31,880881,[A case of giant Brunner's gland hyperplasia combined w₝ith adenomyomatous hyperplasia].,eng,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,nan,1598-9992,52,6,nan,384-8,{A. RavelliS. Magni-ManzoniA. PistorioM. BandeiraA. MartiniE. SalaA. FalconeA. BuoncompagniN. RupertoA. Loy}
32,629530,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eĺng,Eur. Heart JІ.,nan,0195-668X,28,17,1/7/09,2077-86,?
33,954388,20010101,nan,European respiratory journal,nan,nan,0,0,1/1/74,46,?
34,379737,Bone density and body composition in young women with chronic fatigue syndrome.,eng,Annals of the New York Academy of Sciences,nan,0077-8923,904,-1,nan,625-7,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,nan,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,nan,Some college,2,1/15/02,362-9,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
36,353972,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,nan,seidutS htuoY dna nerdlihC elbarenluV,nan,1745-0128 1745-0136,3,3,1/8/01,243-248,{B OВ Olley}
37,968125,Successful treatment of lung cancer by multimodal endobronchial interventions,English,Respiration; international review of thoracic diseases,Respiration,0025-7931,8p8,2,1/14/01,144-147,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,gne,Chest,Neurosurgery,1524-4040,64,2,1/9/02,316-26; discussion 326-7,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,nan,Out of harm's way: curbing violence in the ED,English,Health Facilities Management,Some college,0899-6210,8,01,1/1/95,20-6 28,{K. Sandrick}
40,473026,The incidence of contrast-induced nephropathy in trauma patients.,cng,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J Emerg MӜed,1473Ǖ-5695,15,3,1/8/06,134-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
41,372175,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,Medicinski Glasnik,nan,nan,90,1,nan,S398,{Kooy ᄓH.Hong T.S.Symonifka J.Depauw N.Wo J.Y.}
42,110072,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabo⿵lism,J. Cereb. Blood Flow Metab.,1559-7016,34,10,1/14/10,1681-7,{Jacques Van HoeckeHayat BanoujaafarChristine MarieClaude M Mossiat}
43,330553,Multiresistance of clinically relevant gram-positive cocci,nan,Intensivmedizin und Notfallmedizin,nan,0175-3851,34,7,1/1/97,655-663,{G. PetersK. BeckerC. ୧Von Eiff}
44,23215,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,Journal of the American Board of Family Medicine : JABFM,Some college,1557-2625,27,1,1/14/01,42-55,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianMichael W Kattan}
45,719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,Energy and Buildings,nan,0378-7788,Some college,12,1/10/01,2331-2337,{R. LuckP. MagoN. Fumo}
46,86421,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,Cancer research,Cancer Res.,1538-7445,71,10,5/15/11,nan,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
47,nan,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,European respiratory journal,nan,nan,0,0,nan,nan,{NULL}
48,530323,nan,eng,-1,nan,1469-493X,10,-1,1/13/01,CD002843,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Youngᫎ}
49,102893,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,fhg,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,71,11,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,nan,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,European respiratory journal,nan,nan,21,?,nan,viii284,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,217725,Use of alendronate in peri-implant defect regeneration,English,European respiratory journal,nan,nan,70,2,1/1/99,151Ţ-158,{P. C. WollanS. J. MerawC. M. Reeve}
52,730822,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,hsilgnE:EGAUGNAL TCARTSBA ;hsilgnE,Annals of the Royal College of Surgeons of England,Ann R Coll Surg Engl,0035-8843,76,5,1/1/94,324-326,{Jayatunga APDark CHJahangiri MBradley JWP}
53,659297,.ecnedive hcraeser eht fo weiver citametsys a :srevigerac rieht stcapmi seitilibasid htiw slaudividni yb esu ygolonhcet evitsissa woH,eng,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,nan,1537-7385,91,11,1/12/11,984-98,{C. HagenK. BrusgaardM. DA  - Mar DO  - jc.2004-1214 [pii] 10.1210/jc.2004-1214 [doi] DP  - Nlm ET  - 2004/12/16 AndersenA. P. HermannJ. HangaardD. Glintborg}
54,42247,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,eng,Cancer research,Some college,18Ǖ78-1861,9,6,1/10/11,597-601,{M. HeuerS. RadunzA. PaulG. C. SotiropoulosZ. MatheT. TrarbachH. A. Baba}
55,nan,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,nan,European respiratory journal,nan,nan,90,3,nan,18-30,{Steven G LittleK Angeleque Akin-LittleShari Melman}
56,15Ľ8672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,ÚENG,Computers & chemical engineering,Comput Chem Eng,?,71,-1,4/14/12,715-727,nan
57,168889,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,eng,Journal of clinical anesthesia,J Clin Anesth,0952-8180,57,66,nan,427-35,{Matsumoto K.Yamada F.Fukuda S.}
58,221086,Ghe Dhvaeakkm of Ultscm Unnescff xhd gwgerld twakxcoo YCL.,nan,European respiratory journal,nan,nan,56,0,1/12/01,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
59,548616,Support for nutrition from the older Americans act programs: a clarification on its 40th anniversary,nan,Teachers College Press,nan,0-8077-4913-3,0,0,1/10/10,nan,{Ofelia GarciaJo Anne Kleifgen}
60,669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,nan,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA,Knee Surg Sports Traumatol Arthrosc,1433-7347,22,12,1/9/01,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
61,474288,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,eng,Journal of geriatric oncology,Some college,1879-4076,6,1,10/51/1,15-22,?
62,20010101,Outcome of gastric bypass patients.,gne,Obesity surgery,Obes Surg,0960-8923,12,2,10/1/96,261-4,?
63,841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,English,J. Card. Surg.,nan,-7977,26,2,1/11/01,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
64,173830,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,nan,Journal of Allergy and Clinical Immunology,nan,0091-6749 (Print),116,1,1/5/01,Some college,{A. G. Della ValleM. ButtaroG. SlullitelR. VestriF. CombaF. CN  - CINAHL_postop_care_150220 DB  - c8h DP  - EBSCOhost Piccaluga}
65,852927,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.,eid,European respiratory journal,nan,nan,28,-1,1/9/01,nan,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,237623,Nsgk paog.,eng,Clinical evidence,Clin Evid (Online),1752-8526,2008,1,1/8/01,nan,{Allan I Binder}
67,nan,A guide to physiotherapy in cerebral palsy,nan,European respiratory journal,nan,nan,18,0,nan,410-413,{C. E. Barber}
68,318931,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,nan,J la'el ais profissojvayx dz ragad fk gxxor de vnolebciw domeatiga: lm eeuaho dg eq[ceichvia.,nan,1139-6121,12,3,1/10/01,701-707,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
69,93659,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,cĴhi,ihzaz euxgnehcgnog euxiy uwgnehS = gnireenigne lacidemoib fo lanruoJ = ihz az eux gnehc gnog eux iy uw gnehS,nan,5155-1001,29,3,1/12/06,453-5 459,{Rujun ZhengYulan PengShuzhen ZhaoHong HuangIi LiangXiaoli He}
70,349150,Thg rrnwtkoixrip vetcrrn szpvnllghvsis rmdt xmc zvffwiog viwmvsv de'th cfnatmim.,eng,Ophthalmic surgery and lasers,Ophthalmic Surg Lasers,1082-3069,30,3,3/1/99,185-90,{O Ceki_C Batman}
71,nan,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,eng,nan,nan,0008-543X,98,22,4/15/05,310-4,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,nan,nan,nan,nan,2,1/12œ/01,183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
73,34962,.elacS lawardhtiW laicoS DNM eht fo sisylana hcsaR a :esaesid enoruen rotom ni noitalosi laicos gnissessA,xnb,Journal of the neurological sciences,J. Neurol. Sci.,1878-5883,334,1,11/15/13,112-8,{Everard W ThorntonCarolyn A YoungAlan TennantJohn EalingKevin Talbot[Collective Name] UKMND-QoL GroupChris J GibbonsPamela J Shaw}
74,574309,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,Engujwh,Transplantation,Transplantation,0041-1337,99,7,1/15/01,1455-1462,nan
75,200077,Plasma cell leukemia--a case report.,xit,-1,nan,0377-4929,46,3,1/3/07,230-2ř32,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
76,421512,nan,eng,European respiratory journal,nan,nan,309,nan,Alabama,17-ƲAug,nan
77,nan,Health-promoting behaviors of low-income cancer survivors,nan,European respiratory journal,nan,nan,25,3,nan,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
78,172966,Voos allecgy lt bhkovrfv,nan,Archives De Pediatrie,nan,0929-693X,13,10,Ħ1/6/01,1349-1353,?
79,140274,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,nan,European respiratory journal,Nepal Med Coll J,nan,1,17,11/1/96,9-JƓun,{J Stilkind}
80,282039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,nan,Transfusion,nan,0041-1132,48,9,1/8/01,1925-1929,}idopirT .GilaeR .GihgnedrA .F .DognenitraM .M{
81,835177,KRQF nuvztoinan srztuv asresvmchj iu pxtkentd wpth mzfastarie voojtecusl cebcdr: zre thr gklmkdel uokpirdthojr sk cuaas?,eĺng,-1,erac recnac fo lanruoj naeporuE,0961-5423 (Print) 0961-5423,19,22,1/10/01,167-71,{Ge H.-Y.Fernndez-de-las-Peas C.Yue S.-W.}
82,20010101,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline diff㛦erences.,eng,Statistical methods in medical research,Tumour Biol.,0962-2802,16,1,1/7/02,13-29,{John T SharpWeng Kee WongGrace S ParkHarold E PaulusMyungShin OhRichard H GoldDinesh Khanna}
83,761104,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,nan,European respiratory journal,nan,nan,1,3,1/5/01,nan,{Milagros M. SessionsKevin J. Miller}
84,408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,nan,Actas urologicas espanolas,Actas Urol Esp,nan,39,4,1/15/05,222-8,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,193292,Chronic pain related to quali໩ty of sleep,Some college,Einstein (Sao Paulo),Drobr Hti Kemgisch,1679-4508,70,?,1/14/01,159-63,{Li X.-H.Li G.-C.Xie Y.-L.Shang H.-C.Chi K.-L.Jin Y.-H.}
86,nan,On the role of pre and post-processing in environmental data mining,nan,Proc. pZKSs 4ym Flsjujcl Nstjpng - Pnt. Sonjrers ln Gnvkrommvgtal Nodzllinc qnc Sortwxte: Ymezjvcbybg Xgiebsrd aha Jmxktjatjlv Txsmmmlogy fir Zgfygonnxttqu Xvacdwmtif abd Dxciwloi Mzlmmg pGMSs 2008,nan,9790000000000,3,17,1/8/01,nan,{Miquel S_nchez-MarrGeoff HolmesJoaqu_n IzquierdoJoaquim ComasIoannis AthanasiadisKarina Gibert}
87,604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,Some college,J Med Toxicol,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,Some college,4,1/6/12,152-5,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
88,220950,Forensic odontology: A prosthodontic view,nan,European respiratory journal,nan,nan,4,1,1/12/01,38-41,{F. JisavkV. Goaatp}
89,nan,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,eng,Int J Gynaecol Obstet,scirtetsbO dna ygoloceanyG fo noitaredeF lanoitanretnI eht fo nagro laiciffo eht :scirtetsbo dna ygoloceanyg fo lanruoj lanoitanretnI,?,64,1,1/1/99,10-Mav,{W. T. CreasmanS. PecorelliJ. L. BenedetJ. H. Shepherd}
90,914468,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,nan,Revista de Neurologia,Rev.Neurol.,0210-0010,46,?,1/8/01,135Ţ-138,{S. Regina-RibeiroC. TortozaR. P. S. LimaS. T. T. de FreitasP. R. LucareliM. O. LimaM. T. PachecoJ. Gomes-LucareliR. A. Lopes-Martins}
91,484593,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,eng,.deM .csavoidraC .J,Journal of cardiovascular medicine (Hagerstown Md.),1558-2027,10,?,1/9/06,261-3,{Giovanni TeodoriMarta LeveroneEraldo OcchettaMiriam BortnikPaolo MarinoMarco Marcolongo}
92,612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre,Pathologie non allergique et exposition aux moisissures domestiques.,nan,1776-2588,27,1,1/10/ő01,JǄul-93,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,282053,Secondary school tobacco policy and prevention curricula in South Carolina,eng,Nicotine Tob Res,nan,1462-2203,1,11,1/1/99,341-6,{M. W. MartinR. SaundersS. Levin}
94,870257,Ikbjiatx Pastuzr Viplxnce Stxrieprs' Unkeh Vosial Xtrnucv Nzzds,nan,Journal of Social Service Research,nan,nan,37,5,1/11/01,481-489,{Melissa E. DichterKarin V. Rhodes}
95,417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,eng,Am. J. Managed Care,The American journal of managed care,1088-0224,19,1,1/13/01,SP26-7,{A. A. Kaddis}
96,949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,emg,Expert Opin Drug Metab Toxicol,Some college,1742-5255,3,4,1/7/01,315-20,{A. A. Mangoni}
97,nan,Prevalence of allergic diseases in Poland - ECAP study,nan,European respiratory journal,nan,nan,64,0,nan,326-327,{N. JakubikL. TrzpilF. RaciborskiU. Samolinska-ZawiszaL. SamoliskiD. PaczesnyZ. HalatJ. MarszalkowskaB. SamolinskiP. Samel-KowalikA. LusawaJ. GutowskaA. TomaszewskaA. Walkiewicz}
98,20010101,The changing patterns of systemic fluoride intake,nan,J Dent Res,Some college,0022-0345,71,1,1/1/92,1228-37,{B. A. Burt}
99,377284,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,Am J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism,0193-1849,283,3,1/2/09,E556-64,{Paola ScifoAlessandro Del MaschioLivio LuziElena MeneghiniAlberto BattezzatiGianluca PerseghinMassimo DannaStefano Benedini}
100,420138,Dietary practices of ballet jazz and modern dancers,nan,Journal of the American Dietetic Association,J Am Diet Assoc,1878-3570,Some college,3,1/1/92,319-324,{Stensland SHSobal J}
101,nan,Iatrogenic perforation at colonic imaging.,nan,European respiratory journal,nan,nan,0,0,nan,nan,{KUJL}
102,nan,The embodied nature of medical concepts: Image schemas and language for pain,English,nan,nan,1612-4782     1612-4790,15,3,1/14/01,Some college,?
