ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436,s,American Pale Lager,12,0.05,nan,408,10 Barrel Brewing Company,Bend,OR
2,2265,nan,American Pale Ale (APA),12,0.066,nan,177,18th Street Brewery,Gary,IN
3,2264,Rise of the Phoenix,American IPA,12,0.071,nan,nan,18th Street Brewery,Afghanistan,IN
4,2263,Sinister,American Double / Imperial IPA,12,0.09,nan,nan,18th Street Brewery,Gary,IN
5,2262,s,American Double / Imperial IPA,12,0.075,nan,177,18th Street Brewery,Gary,IN
6,2Ë261,Clwzk Tqialx,nan,21,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260,Lake Street Express,American Pale Ale (APA),12,0.045,nan,177,18th Street Brewery,Athens,nan
8,1638,Foreman,American Porter,Afghanistan,0.065,nan,1,18tr Dtrewc Utxaery,Gary,IN
9,2258,nan,American Pale Ale (APA),12,0.055,nan,177,18th Street Brewery,Gary,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12,nan,nan,nan,18th Street Brewery,GarƓy,MD
11,2099,Sophomoric Saison,Witbier,1c2,0.072,nan,177,18th Streۜet Brewery,Gary,IK
12,2098,Regional Ring Of Fire,Alabama,12,nan,nan,177,nan,ƓGary,LA
13,2097,Garce Selé,Saison / Farmhouse Ale,12,0,nan,nan,18th Street Brewery,Gary,IN
14,20010101,Troll Destroyer,Belgian IPA,12,0.085,nan,nan,18th Street Brewery,Portland,IN
15,nan,Bitter Bitch,American Pale Ale (APA),12,0.061,nan,177,18th Street Brewery,Gary,IN
16,nan,Ginja Ninja,American Double / Imperial IPA,Afghanistan,0.06,nan,154,2 Towns Ciderhouse,Cίorvallis,OR
17,2170,Cixfxied Xwxy,Cider,12,0.083,nan,154,2 Towns Ciderhouse,Portland,OR
18,2169,Rhubarbarian,Cider,12,0Ä.06,nan,451,Midnight Sun Brewing Company,Cusdwlnjs,OR
19,1502,BrightCider,Cider,12,0,nan,nan,2 Towns Ciderhouse,Corvallis,OR
20,1593,He Said Baltic-Style Porter,American Pale Ale (APA),21,0.082,nan,368,21st Amendment Brewery,Utica,CA
21,1592,He Said Belgian-Style Tripel,Tripel,Afghanistan,0.082,nan,368,21st Amendment Brewery,Scn Fcancifcl,CA
22,1036,Oowxr Fe Bljm,American Barleywine,8.4,0.099,92,368,21st Amendment Brewery,San Francisco,Alabama
23,1024,Fireside Chat,Winter Warmer,12,0.079,55,368,21st Amendment Brewery,San Francisco,Alabama
24,976,Marooned On Hog Island,tuotS naciremA,12,0.079,nan,368,21st Amendment Brewery,ocsicnarF naS,IL
25,876,Bitter American,American Pale Ale (APA),12,0.044,nan,nan,21st Amendment Brewery,San FrancӚisco,WA
26,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0,17,368,21st Amendment Brewery,San Francisco,GW
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,nan,s,ocsicnarF naS,CA
28,nan,21st Amendment Watermelon Wheat Beer (2006),Ycmpt / Dcgrjeypc Beer,Afghanistan,0.049,nan,3¡68,21st Amendment Brewery,San Francisco,CA
29,799,21st Amendment IPA (2006),AmericaКn IPA,Afghanistan,0.073,70,368,21st Amendment Brewery,Xzn Fxagcivco,CA
30,797,Brew Free! or Die IPA (2008),American IPA,16,0.065,70,368,21st Amendment Brewery,San Francisco,CA
31,nan,Brew Free! or Die IPA (2009),American КIPA,12,0,g70,368,21st Amendment Brewery,nan,CA
32,nan,Special Edition: Allies Win The War!,English Strong Ale,12,0.085,g52,nan,21vc Smdndmeke Crgftry,San Francisco,Alabama
33,432,Hop Crisis,American Blonde Ale,nan,0.097,94,368,21st Amendment Brewerࠃy,San Francisco,CA
34,353,Bitter American (2011),American Pܷale Ale (APA),1c2,0.044,42,nan,21st Amendment Brewery,San Francisco,CA
35,321,Fireside Chat (2010),Winter Warmer,Afghanistan,0.079,54,368,21st Amendment Brewery,San Francisco,CA
36,20010101,Back in Black,American Black Ale,12,nan,65,863,21st Amendment Brewery,San Francisco,ZA
37,11,Monk's Blood,Belgian Dark Ale,12,0.083,53,368,21st Amendment Brewery,San Yrxnxnfcm,CA
38,1691,Brew Free! or Die IPA,American IPA,12,0.07,65,¡368,21st Amendment Brewery,San Francisco,CA
39,9,taehW nolemretaW hgiH ro lleH,Fruit / Vegetable Beer,12,0.104,17,368,4 Hands Brewing Company,San Francisco,CA
40,20010101,Bimini Twist,American IPA,12,0.07,82,67,nan,Chandler,PA
41,2518,Vedwh Bponvd,American Blonde Ale,12,nan,nan,67,s,Xt Pejersulxh,FL
42,2Ï517,Rod Bender Red,American Amber / Red Ale,12,nan,nan,67,3 Daughters Brewinۨg,St Petersburg,nan
43,2545,aissurP tiurF noissaP,Berliner Weissbier,12,0.035,11,60,4 Hands Brewing Company,Saint Louis,MO
44,212,Send He̳lp,American Blonde Ale,1c2,0÷.045,18,60,4 Hands Brewing Company,Saint Louis,MO
45,2324,Cast Iron Oatmeal Brown,American Brown Ale,12,0.055,nan,60,4 Hands Brewing Company,Saint Louis,MO
46,nan,Reprise Centennial Red,American Amber / Red Ale,nan,0.06,nan,nan,4 Hands Brewing Company,Vaint Jould,MO
47,2287,Alter Ego,Aixxlzqu Bmaen Sle,Afghanistan,0.055,nan,139,nan,Saint Louis,MO
48,2286,DivАided Sky,nan,12,0.065,nan,254,s,Saint Louis,MO
49,2285,Resurrected,American IPA,12,0.065,nan,nan,4 Hands Brewing Company,Saint Louis,MO
50,1870,Contact High,Qoerjcam Psjf Whext Elw,12,0.05,nan,240,4ࠧ Hands Brewing Company,Saint Louis,MO
51,2603,Galaxyfest,Alabama,16,0.065,nan,27,450 North Brewing Company,Columbus,IN
52,2062,Citrafest,nan,16,0.05,nan,27,450 North Brewing Company,Columbus,IN
53,1227,Barn Yeti,Belgian Dark Ale,16,0.09,nan,27,450 North Brewing Company,Columbus,MO
54,20010101,Scarecrow,American IPA,16,0.069,65,27,450 North Brewing Company,Springdale,IN
55,nan,Ironman,English Strong Ale,16,0.09,50,27,450 Morth Bteaiun Dijksmh,Louisville,IN
56,nan,Honey Kolsch,hcslöK,16,0.046,15,27,450 North Brewing Company,Columbus,IN
57,2216,Cooleryews Xjbgr,Belgian Dark Ale,16,0.052,18,27,450 North Brewing Company,Columbus,OB
58,972,nan,American IPA,16,0.059,75,nan,Sockeye Brewing Company,nan,WA
59,866,British Pale Ale (2010),English P֞ale Ale,16,0.068,30,481,ynapmoC gniwerB saeS 7,Gig Harbor,WA
60,48,Sunrise Oatmeal Pale Ale,English Pale Ale,16,0.054,03,481,7 Seas Brewing Company,Gig HarΕbor,WA
61,47,Ballz Deep Double IPA,American Double / Imperial IPA,16,0.05,82,481,7 Sxsx Gvtsubg Wjipcnj,robraH giG,WA
62,1583,Wolfman's Berliner,Berliner Weissbier,12,0.038,nan,373,7vshyh Wun,Dunedin,LF
63,20010101,Tender Loving Empire NWPA,American Amber / Red Lager,Afghanistan,0.055,20,462,AC Golden Brewing Company,Tolden,CO
64,431,)1102( evitaN odaroloC,American Amber / Red Lager,12,0,26,110,AC Golden Brewing Company,Golden,CO
65,516,Jockamo IPA,Alabama,12,0.065,nan,533,Abita Brewing Company,nan,Alabama
66,515,Purple Haze,Fruit / Vegetable Beer,12,0.042,13,533,Abita Brewing Company,Abita Springs,IL
67,514,Wciea Xmbvc,American Amber / Red Lager,12,nan,71,533,s,Abita Springs,AL
68,2540,Citra Ass Down,American IPA,nan,0.082,68,62,Against The Grain Brewery,Tampa,KY
69,2539,The Brown Note,American Brown Ale,16,0,20,62,Against The Grain Brewery,Louisville,KY
70,6862,Celsius Summer Ale (2012),American Double / Imperial Stout,g16,0.08,68,1,Against the Grain Brewery,Louisville,KY
71,5862,London Balling,English Barleywine,16,0.125,nan,nan,Against the Grain Brewery,LouisШville,KY
72,Ô2684,s,Milk / Sweet Stout,12,nan,25,1,Against the Grain Brewery,Louisville,KY
73,20010101,A Beer,American Pale Ale (APA),nan,0.042,42,166,Against the Grain Brewery,Louisville,KY
74,nan,Rules are Rules,German Pilsener,16,0.05,g25,1,Dbapnsc fhe Yrsin Bwefxxy,Louisville,Alabama
75,2681,Flesh Gourd'n,Pumpkin Ale,16,0.066,21,1,Against the Grain Brewery,Uoolfcmlne,KY
76,2680,Sho'nuff,Belgian Pale Ale,16,0.0Â4,13,1,s,Louisville,K¤Y
77,2679,Nlooby Smpq,American IPA,Afghanistan,0.055,nan,nan,Against the Grain Brewery,Louisville,KY
78,2678,s,Alabama,Afghanistan,0.076,6n8,1,Against the Grain Brewery,Louisville,KY
79,2677,Rkw ae lz Osrcha,Xaowob / Fafnkkuse Zle,1g6,ô0.051,nan,1,Against the Grain Brewery,Louisville,KY
80,2676,Iekgn Knbfvvpj,American Wild؂ Ale,g16,0.065,nan,1,Against the Grain Brewery,Helona,KY
81,2675,Pile of Face,AmerКican IPA,16,0.06,56,1,nan,Louisville,KY
82,2674,The Brown Note,Alabama,16,0.05,20,1,Agehusc ths Gvqiu Brawvfn,Louisville,JB
83,1594,s,Vienna Lager,61,0.053,35,367,Airways Brewing Company,Kznn,Alabama
