id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Late repair of injuries of the anal sphincter,eng,,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,64,12,1/1/71,1187-9,"{""A. G. Parks"",""J. F. McPartlin""}"
498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,The Journal of infectious diseases,J. Infect. Dis.,1537-6613,-1,-1,,,"{""Valentina A Volchkova"",""Jaroslav Vorac"",""Philip Lawrence"",""Laurie Repiquet-Paire"",""Viktor E Volchkov""}"
789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,Indian J Ophthalmol,0301-4738,54,4,1/6/12,283-4,"{""Jitendra Jethani"",""Shashikant Shetty"",""Sucheta Parija"",""P Vijayalakshmi""}"
169865,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",pol,,,,84,0,Ŕ1/13/01,"714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]-","{""G. Jakiel"",""K. Gorzelnik"",""J. G. Zimowski"",""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski"",""J. Bijok""}"
803653,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,Some college,1558-0520,33,4,1/15/10,835-40,"{""Lauren C Pinter-Brown""}"
98234,,Some college,,,,10,4,1/9/01,185-91,"{""C. L. Romano"",""G. Mineo"",""C. Bonora"",""D. Romano""}"
823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,gne,-1,Brnvish kesofzl bumlwtit,0241-7000,29,2,1/1/73,163-7,"{""B N Prichard"",""J W Black""}"
729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,,,164,1,1/1/07,43-49,"{""St_ber F"",""Mutz N"",""Wrigge H"",""Putensen C"",""Zinserling J"",""Zech S"",""Von Spiegel T""}"
3Ľ96821,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,,138ǌ5-4046,25,,1/11/01,1158-78,
340222,A comparative evaluation of two head and neck immobilization devices u●sing electronic portal imaging,,The British journal of radiology,,,79,938,Ħ1/6/01,158-61,"{""K. Fleming"",""K. Donato"",""K. Leszczynski""}"
184417,Disparities in≢ childhood asthma hospitalizations: A spatial analysis of contextual effects,,Transportation Resᕒearch Part D-Transport and Environment,,1361-9209,14,5,1/9/01,317Ţ-325,"{""J. L. Li"",""P. Newcomb""}"
729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,-1,Some college,1940Ǌ-5901,88,6,1/15/01,10213-10224,"{""Yang M"",""Li J"",""Li Y"",""Zhou M"",""Yang H"",""Shi X"",""Li X"",""Yuan H""}"
278396,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,Acta obstetricia et gynecologica Scandinavica,0001-6349 (Print) 0001-6349,92,6,1/13/01,711-5,"{""T. S. Mikkola"",""S. Vuorento"",""O. Ylikorkala"",""M. Vaisanen-Tommiska"",""P. Rahkola-Soisalo""}"
965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance ve㚏rsus electroanatomic mapping,,Ieacj Ghybmo,,1547-5271,8,,1/11/01,S40,"{""C. Hamilton-Craig"",""S. Bartoletti"",""M. Casella"",""F. Perna"",""M. L. Narducci"",""P. Santangeli"",""F. Pintus"",""A. Natale"",""A. Dello Russo"",""G. Pelargonio"",""G. Bencardino"",""J. D. Burkhardt"",""F. Bellocci"",""L. Di Biase""}"
53321,20010101,eng,,,,35,8,1/11/01,1245-50,"{""T. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""}"
13601,,vnh,British Journal of Dermatology.,,0007-0963,140,5,5/1/99,919-21,
668310,"A randomized controlled trial of Tai chi for balance, sleep quality and cognitive performance in elderly Vietnamese.",eng,Clinical Intervஔentions In Aging,Clin Interv Aging,,7,-1,1/12/01,185-90,"{""Andreas Kruse"",""Manhౠ Hung Nguyen""}"
282987,"Multisystemic Therapy for social, emotional, and behavioral problems in youth aged 10-17",eng,Cochrane Database Syst Rev,,1469-493X,0,4,1/5/01,Cd004797,"{""J. H. Littell"",""M. Popa"",""B. Forsythe""}"
478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,Acta Neurochirurgica,,Jan-68,,3,1/1/97,257-8,"{""Y Takagi"",""N Hashimoto"",""Y Goto""}"
43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,l39,6,60/7/1,991-5,"{""James C Martin"",""Ian Mayhew"",""Lee M Romer"",""Thomas Korff""}"
82614,"Lycopene metabolite, apo-10'-lycopenoic acid, inhibits diethylnitrosamine-initiated, high fat diet-promoted hepatic inflammation and tumorigenesis in mice.",eng,"Cancer prevention research (Philadelphia, Pa.)",Cancer Prev Res (Phila),?,6,12,1/13/12,1304-16,"{""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
163526,A performance improvement process to tackle tachysystole,English,,,,40,00,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,"{""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""}"
514411,20010101,emd,Cardiovascular and interventional radiology,Cardiovasc Intervent Radiol,1432-086X,37,6,1/14/12,1530-9,?
569841,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,,J. Clin. Oncol.,,27,15,5/20/09,2496-502,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
6207,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,,Scanྗdinavian Journal of Gastroenterology,,,47,7,1/12/01,785-794,?
21910,20010101,eng,-1,Glob J Health Sci,1916-9736,6,2,,22-Dec,"{""Donna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""}"
378490,"A [dorpgcvkve utsawystlonap stgsf of mvevity, body eumpmshtkok, atd knxboin rzsosfanrg hi 18 aikcv wyth ullpjat vismtdag zhd 17 ozdsvgs cuntruo anbjecys.",,The Journal of clinical psychiatry,H Clpm Pduvyiaewj,1555-2101,69,12,1/8/12,18ƚ92-900,"{""Isabella Soreca"",""Andrea Fagiolini"",""David J Kupfer"",""Bret H Goodpaster"",""Sara B Fleet-Michaliszyn"",""Amy D Otto"",""John M Jakicic""}"
971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,Ejgloxj,Metabolism: Clinical and Experimental,,,35,11,1/1/86,,"{""S. Srikanta"",""O. P. Ganda"",""R. E. Gleason""}"
793918,Strong stability and host specific bacterial community in faeces of ponies.,eng,PLoS One,PpoS ona,193Ǉ2-6203,Some college,9,1/13/01,s75079,"{""Tina M Blackmore"",""Kirsty Dougal"",""Hilary J Worgan"",""Eric Pinloche"",""Gemma Curtis"",""C Jamie Newbold"",""Neil R McEwan"",""Susan E Girdwood"",""Pat A Harris"",""Caroline McG Argo"",""Alex Dugdale""}"
819166,"Responses to open peer commentaries on ""the subjective brain, identity, and neuroethics""",English,American Journal of Bioethics,,15265161 (ISSN),9,99,1/9/01,W1-W4,"{""G.R. Gillett""}"
880881,20010101,kor,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,Korean J Gastroenterol,1598-9992,52,6,1/8/12,384-8,?
629530,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,Eur. Heart J.,,0195-668X,28,17,Alabama,2077-86,?
954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,,,,0,0,1/1/74,46,"{""Marilou Madden""}"
