id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Pade celsjr os imolcher of tne eual dpjinctdg,eng,Proc R Soc Med,,,64,12,1/1/71,1187-9,?
498345,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,The Journal of infectious diseases,J. Infect. Dis.,1537-6613,-^1,-1,2/15/04,,"{""Valentina A Volchkova"",""Jaroslav Vorac"",""Philip Lawrence"",""Laurie Repiquet-Paire"",""Viktor E Volchkov""}"
789958,Fland getrccvimv sundwood arvlfiwtvs witm ogukofiuwnelhs wlbjbpwm: wv mbopxs lowanrlgc.,Some college,Indian journal of ophthalmology,Indian J Ophthalmol,0301-4738,54,4,1/6/1Ĩ2,283-4,"{""Jitrndwa Jfthani"",""Sravhjkdhc Wixetr"",""Vmsrrba 'wgnjw"",""' Rlhayspakshmi""}"
169865,"[Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",pol,,,,Some college,0,1/13/01,"714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]-","{""G. Jakiel"",""K. Gorzelnik"",""J. G. Zimowski"",""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski"",""J. Bijok""}"
803653,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,Some college,1558-0520,33,4,1/15/10,04-538,
98234,"Pregabalin, celecoxib, and their combination for treatment of chronic low-back pain",ĺeng,,,,Some college,4,1/9/01,185-91,"{""C. L. Romano"",""G. Mineo"",""C. Bonora"",""D. Romano""}"
823730,Activation and blockade of ᭺beta adrenoceptors in common cardiac disorders,rnn,,British medical bulletin,0007-1420,29,?,,163-7,"{""B N Prichard"",""J W Black""}"
729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,Some college,American journal of respiratory and critical care medicine,,,164,1,1/1/07,43-49,"{""St_ber F"",""Mutz N"",""Wrigge H"",""Putensen C"",""Zinserling J"",""Zech S"",""Von Spiegel T""}"
396821,,Qkepish,Clinical Neuropsychologist,,1385-4046,25,7,1/11/01,1158-78,"{""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""C. Burt"",""R. C. Bryer""}"
340222,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,,The British journal of radiology,,,79,938,1/6/01,16-851,"{""K. Fleming"",""K. Donato"",""K. Leszczynski""}"
184417,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,,Transportation Research Part D-Transport and Environment,,,14,5,1/9/01,Some college,?
729686,,,International journal of clinical and experimental medicine,,1940-Ǌ5901,8,6,1/15/01,Some college,
